vehicle_id,t0_image,t1_image,t0_x1,t0_y1,t0_x2,t0_y2,t1_x1,t1_y1,t1_x2,t1_y2,iou,reid_similarity,final_score,note
276,,blue_filtered_0020_top_20250703_t1.png_detect.csv,,,,,634,540,640,640,0.0,0.0,0.0,new
277,blue_filtered_0020_top_20250704_t0.JPG_detect.csv,blue_filtered_0020_top_20250704_t1.JPG_detect.csv,414,99,538,438,422,104,508,438,0.683319059853459,0.718744158744812,0.7116591389665414,hungarian
278,blue_filtered_0020_top_20250704_t0.JPG_detect.csv,blue_filtered_0020_top_20250704_t1.JPG_detect.csv,94,0,197,111,30,0,181,287,0.21406246536475074,0.48845016956329346,0.43357262872358493,hungarian
279,blue_filtered_0020_top_20250709_t0.jpg_detect.csv,blue_filtered_0020_top_20250709_t1.jpg_detect.csv,221,127,259,200,139,212,208,363,0.0,0.6922020316123962,0.553761625289917,reid_assist
280,blue_filtered_0020_top_20250711_t0.JPG_detect.csv,blue_filtered_0020_top_20250711_t1.JPG_detect.csv,437,30,478,196,437,30,478,196,1.0,1.0,1.0,hungarian
281,blue_filtered_0020_top_20250711_t0.JPG_detect.csv,blue_filtered_0020_top_20250711_t1.JPG_detect.csv,196,27,239,189,196,27,239,189,1.0,1.0,1.0,hungarian
282,blue_filtered_0021_top_20250702_t0.png_detect.csv,blue_filtered_0021_top_20250702_t1.png_detect.csv,227,135,289,183,164,130,289,224,0.25327659574468087,0.5200708508491516,0.4667119998282575,hungarian
283,blue_filtered_0021_top_20250702_t0.png_detect.csv,blue_filtered_0021_top_20250702_t1.png_detect.csv,434,549,544,631,240,541,357,632,0.0,0.6225722432136536,0.49805779457092286,reid_assist
284,blue_filtered_0021_top_20250711_t0.JPG_detect.csv,blue_filtered_0021_top_20250711_t1.JPG_detect.csv,482,153,640,552,482,153,640,552,1.0,1.0000001192092896,1.0000000953674317,hungarian
285,blue_filtered_0023_top_20250704_t0.JPG_detect.csv,blue_filtered_0023_top_20250704_t1.JPG_detect.csv,296,181,412,578,270,127,374,526,0.4437811273458887,0.7681690454483032,0.7032914618278203,hungarian
286,blue_filtered_0023_top_20250707_t0.JPG_detect.csv,blue_filtered_0023_top_20250707_t1.JPG_detect.csv,113,242,215,620,49,190,151,543,0.18119891008174388,0.8108654022216797,0.6849321037936926,hungarian
287,blue_filtered_0023_top_20250707_t0.JPG_detect.csv,blue_filtered_0023_top_20250707_t1.JPG_detect.csv,418,64,515,439,341,36,427,376,0.044708392376645915,0.8730111718177795,0.707350615929553,hungarian
288,blue_filtered_0023_top_20250707_t0.JPG_detect.csv,blue_filtered_0023_top_20250707_t1.JPG_detect.csv,0,253,96,628,0,198,42,566,0.34314800313234145,0.6888120770454407,0.6196792622628209,hungarian
289,blue_filtered_0023_top_20250709_t0.jpg_detect.csv,blue_filtered_0023_top_20250709_t1.jpg_detect.csv,192,191,433,442,337,220,383,400,0.13687986642641053,0.6703851222991943,0.5636840711246376,hungarian
290,blue_filtered_0023_top_20250709_t0.jpg_detect.csv,blue_filtered_0023_top_20250709_t1.jpg_detect.csv,107,54,342,278,0,171,33,327,0.0,0.5655067563056946,0.4524054050445557,hungarian
291,blue_filtered_0023_top_20250709_t0.jpg_detect.csv,blue_filtered_0023_top_20250709_t1.jpg_detect.csv,6,0,206,76,392,253,429,385,0.0,0.3505145311355591,0.2804116249084473,reid_assist
292,,blue_filtered_0023_top_20250709_t1.jpg_detect.csv,,,,,184,178,236,366,0.0,0.0,0.0,new
293,,blue_filtered_0023_top_20250709_t1.jpg_detect.csv,,,,,92,206,125,346,0.0,0.0,0.0,new
294,blue_filtered_0023_top_20250711_t0.png_detect.csv,blue_filtered_0023_top_20250711_t1.png_detect.csv,193,453,282,502,193,453,282,502,1.0,0.9999999403953552,0.9999999523162841,hungarian
295,blue_filtered_0023_top_20250711_t0.png_detect.csv,blue_filtered_0023_top_20250711_t1.png_detect.csv,206,59,308,110,206,59,308,110,1.0,1.0,1.0,hungarian
296,blue_filtered_0023_top_20250711_t0.png_detect.csv,blue_filtered_0023_top_20250711_t1.png_detect.csv,451,0,596,66,451,0,596,66,1.0,0.9999998807907104,0.9999999046325685,hungarian
297,blue_filtered_0023_top_20250711_t0.png_detect.csv,blue_filtered_0023_top_20250711_t1.png_detect.csv,169,550,287,599,169,550,287,599,1.0,1.0,1.0,hungarian
298,blue_filtered_0023_top_20250711_t0.png_detect.csv,blue_filtered_0023_top_20250711_t1.png_detect.csv,193,309,297,360,193,309,297,360,1.0,1.0000001192092896,1.0000000953674317,hungarian
299,blue_filtered_0023_top_20250711_t0.png_detect.csv,blue_filtered_0023_top_20250711_t1.png_detect.csv,469,578,574,626,469,578,574,626,1.0,1.0,1.0,hungarian
300,blue_filtered_0023_top_20250711_t0.png_detect.csv,blue_filtered_0023_top_20250711_t1.png_detect.csv,434,158,586,220,434,158,586,220,1.0,0.9999998807907104,0.9999999046325685,hungarian
301,blue_filtered_0023_top_20250711_t0.png_detect.csv,blue_filtered_0023_top_20250711_t1.png_detect.csv,44,134,192,200,44,134,192,200,1.0,1.0,1.0,hungarian
302,blue_filtered_0023_top_20250711_t0.png_detect.csv,blue_filtered_0023_top_20250711_t1.png_detect.csv,442,254,601,311,442,254,601,311,1.0,1.0000001192092896,1.0000000953674317,hungarian
303,blue_filtered_0023_top_20250711_t0.png_detect.csv,blue_filtered_0023_top_20250711_t1.png_detect.csv,434,307,587,367,434,307,587,367,1.0,1.0,1.0,hungarian
304,blue_filtered_0023_top_20250711_t0.png_detect.csv,blue_filtered_0023_top_20250711_t1.png_detect.csv,410,255,583,315,410,255,583,315,1.0,0.9999998807907104,0.9999999046325685,hungarian
305,blue_filtered_0023_top_20250711_t0.png_detect.csv,blue_filtered_0023_top_20250711_t1.png_detect.csv,0,132,146,201,0,132,146,201,1.0,1.0,1.0,hungarian
306,blue_filtered_0024_top_20250707_t0.JPG_detect.csv,blue_filtered_0024_top_20250707_t1.JPG_detect.csv,276,75,363,349,278,211,382,569,0.23773814349412242,0.4619753956794739,0.41712794524240365,hungarian
307,blue_filtered_0024_top_20250711_t0.png_detect.csv,blue_filtered_0024_top_20250711_t1.png_detect.csv,129,560,267,613,129,560,267,613,1.0,1.0000001192092896,1.0000000953674317,hungarian
308,blue_filtered_0024_top_20250711_t0.png_detect.csv,blue_filtered_0024_top_20250711_t1.png_detect.csv,142,47,265,110,142,47,265,110,1.0,1.0,1.0,hungarian
309,blue_filtered_0024_top_20250711_t0.png_detect.csv,blue_filtered_0024_top_20250711_t1.png_detect.csv,453,0,602,59,453,0,602,59,1.0,1.0,1.0,hungarian
310,blue_filtered_0024_top_20250711_t0.png_detect.csv,blue_filtered_0024_top_20250711_t1.png_detect.csv,401,334,591,400,401,334,591,400,1.0,1.0,1.0,hungarian
311,blue_filtered_0024_top_20250711_t0.png_detect.csv,blue_filtered_0024_top_20250711_t1.png_detect.csv,406,263,587,335,406,263,587,335,1.0,1.0,1.0,hungarian
312,blue_filtered_0024_top_20250711_t0.png_detect.csv,blue_filtered_0024_top_20250711_t1.png_detect.csv,38,464,207,531,38,464,207,531,1.0,0.9999999403953552,0.9999999523162841,hungarian
313,blue_filtered_0024_top_20250711_t0.png_detect.csv,blue_filtered_0024_top_20250711_t1.png_detect.csv,50,1,199,68,50,1,199,68,1.0,0.9999999403953552,0.9999999523162841,hungarian
314,blue_filtered_0024_top_20250711_t0.png_detect.csv,blue_filtered_0024_top_20250711_t1.png_detect.csv,31,246,206,315,31,246,206,315,1.0,1.0,1.0,hungarian
315,blue_filtered_0024_top_20250711_t0.png_detect.csv,blue_filtered_0024_top_20250711_t1.png_detect.csv,0,247,151,317,0,247,151,317,1.0,1.0,1.0,hungarian
316,blue_filtered_0024_top_20250711_t0.png_detect.csv,blue_filtered_0024_top_20250711_t1.png_detect.csv,20,157,204,222,20,157,204,222,1.0,1.0,1.0,hungarian
317,blue_filtered_0024_top_20250711_t0.png_detect.csv,blue_filtered_0024_top_20250711_t1.png_detect.csv,407,339,538,402,407,339,538,402,1.0,0.9999998807907104,0.9999999046325685,hungarian
318,blue_filtered_0024_top_20250711_t0.png_detect.csv,blue_filtered_0024_top_20250711_t1.png_detect.csv,456,576,582,629,456,576,582,629,1.0,1.0,1.0,hungarian
319,blue_filtered_0024_top_20250711_t0.png_detect.csv,blue_filtered_0024_top_20250711_t1.png_detect.csv,24,464,175,527,24,464,175,527,1.0,1.0,1.0,hungarian
320,blue_filtered_0024_top_20250711_t0.png_detect.csv,blue_filtered_0024_top_20250711_t1.png_detect.csv,7,359,173,416,7,359,173,416,1.0,1.0,1.0,hungarian
321,blue_filtered_0024_top_20250711_t0.png_detect.csv,blue_filtered_0024_top_20250711_t1.png_detect.csv,141,328,280,387,141,328,280,387,1.0,1.0,1.0,hungarian
322,blue_filtered_0024_top_20250711_t0.png_detect.csv,blue_filtered_0024_top_20250711_t1.png_detect.csv,0,382,156,465,0,382,156,465,1.0,1.0,1.0,hungarian
323,blue_filtered_0025_top_20250704_t0.png_detect.csv,blue_filtered_0025_top_20250704_t1.png_detect.csv,315,340,419,640,429,194,617,592,0.0,0.8605858087539673,0.6884686470031739,hungarian
324,blue_filtered_0025_top_20250704_t0.png_detect.csv,blue_filtered_0025_top_20250704_t1.png_detect.csv,300,17,401,267,429,1,560,60,0.0,0.5563849806785583,0.4451079845428467,hungarian
325,blue_filtered_0026_top_20250707_t0.png_detect.csv,blue_filtered_0026_top_20250707_t1.png_detect.csv,379,57,447,321,351,140,410,391,0.20666666666666667,0.7183449268341064,0.6160092748006185,hungarian
326,blue_filtered_0026_top_20250707_t0.png_detect.csv,blue_filtered_0026_top_20250707_t1.png_detect.csv,386,397,456,625,358,469,417,640,0.22797341253005232,0.6938689947128296,0.6006898782762742,hungarian
327,blue_filtered_0027_top_20250707_t0.JPG_detect.csv,blue_filtered_0027_top_20250707_t1.JPG_detect.csv,172,199,293,539,52,134,314,302,0.17144704441968278,0.6017374992370605,0.5156794082735849,hungarian
328,blue_filtered_0027_top_20250709_t0.jpg_detect.csv,blue_filtered_0027_top_20250709_t1.jpg_detect.csv,158,316,216,384,158,316,216,384,1.0,1.0,1.0,hungarian
329,blue_filtered_0028_top_20250703_t0.JPG_detect.csv,blue_filtered_0028_top_20250703_t1.JPG_detect.csv,220,128,380,525,233,88,341,394,0.4234669811320755,0.8157992362976074,0.7373327852645011,hungarian
330,blue_filtered_0028_top_20250704_t0.JPG_detect.csv,blue_filtered_0028_top_20250704_t1.JPG_detect.csv,319,117,375,268,319,117,375,268,1.0,1.0,1.0,hungarian
331,blue_filtered_0029_top_20250704_t0.png_detect.csv,blue_filtered_0029_top_20250704_t1.png_detect.csv,89,126,140,213,90,120,139,211,0.8803635595011625,0.9243320822715759,0.9155383777174934,hungarian
332,blue_filtered_0029_top_20250704_t0.png_detect.csv,blue_filtered_0029_top_20250704_t1.png_detect.csv,29,84,58,131,28,79,55,126,0.7090909090909091,0.9758172035217285,0.9224719446355647,hungarian
333,blue_filtered_0029_top_20250704_t0.png_detect.csv,blue_filtered_0029_top_20250704_t1.png_detect.csv,570,559,599,599,570,554,600,598,0.838398813936249,0.901665449142456,0.8890121221012147,hungarian
334,blue_filtered_0029_top_20250704_t0.png_detect.csv,blue_filtered_0029_top_20250704_t1.png_detect.csv,101,175,147,259,97,170,146,256,0.8222422738551771,0.7951155304908752,0.8005408791637356,hungarian
335,blue_filtered_0029_top_20250704_t0.png_detect.csv,blue_filtered_0029_top_20250704_t1.png_detect.csv,76,34,103,81,75,29,103,76,0.7815299793246038,0.9453721642494202,0.9126037272644569,hungarian
336,blue_filtered_0029_top_20250704_t0.png_detect.csv,blue_filtered_0029_top_20250704_t1.png_detect.csv,284,396,312,447,286,391,314,442,0.7204819277108434,0.8279542922973633,0.8064598193800594,hungarian
337,blue_filtered_0029_top_20250704_t0.png_detect.csv,blue_filtered_0029_top_20250704_t1.png_detect.csv,118,203,169,291,118,197,167,288,0.8709744876620661,0.9531200528144836,0.9366909397840002,hungarian
338,blue_filtered_0029_top_20250704_t0.png_detect.csv,blue_filtered_0029_top_20250704_t1.png_detect.csv,345,274,375,324,344,270,376,318,0.7692307692307693,0.9450121521949768,0.9098558756021353,hungarian
339,blue_filtered_0029_top_20250704_t0.png_detect.csv,blue_filtered_0029_top_20250704_t1.png_detect.csv,373,219,406,269,374,216,407,265,0.8200557103064067,0.9336671233177185,0.9109448407154561,hungarian
340,blue_filtered_0029_top_20250704_t0.png_detect.csv,blue_filtered_0029_top_20250704_t1.png_detect.csv,318,331,348,376,319,325,349,371,0.7388535031847133,0.8239895701408386,0.8069623567496136,hungarian
341,blue_filtered_0029_top_20250704_t0.png_detect.csv,blue_filtered_0029_top_20250704_t1.png_detect.csv,327,305,359,349,327,301,358,343,0.7689295039164491,0.9177992939949036,0.8880253359792127,hungarian
342,blue_filtered_0029_top_20250704_t0.png_detect.csv,blue_filtered_0029_top_20250704_t1.png_detect.csv,363,239,386,283,362,233,390,280,0.6808664259927798,0.8089045882225037,0.783296955776559,hungarian
343,blue_filtered_0029_top_20250704_t0.png_detect.csv,blue_filtered_0029_top_20250704_t1.png_detect.csv,361,237,395,288,619,574,639,625,0.0,0.343508243560791,0.27480659484863285,reid_assist
344,,blue_filtered_0029_top_20250704_t1.png_detect.csv,,,,,111,171,144,254,0.0,0.0,0.0,new
345,blue_filtered_0029_top_20250707_t0.png_detect.csv,blue_filtered_0029_top_20250707_t1.png_detect.csv,267,64,317,234,274,64,321,232,0.7876144788486699,0.9536654353141785,0.9204552440210768,hungarian
346,blue_filtered_0029_top_20250707_t0.png_detect.csv,blue_filtered_0029_top_20250707_t1.png_detect.csv,480,356,529,549,484,351,533,551,0.8215096481271282,0.9706476926803589,0.9408200837697128,hungarian
347,blue_filtered_0029_top_20250707_t0.png_detect.csv,blue_filtered_0029_top_20250707_t1.png_detect.csv,467,114,515,319,471,115,523,320,0.7788962165914612,0.9109569787979126,0.8845448263566225,hungarian
348,blue_filtered_0029_top_20250707_t0.png_detect.csv,blue_filtered_0029_top_20250707_t1.png_detect.csv,479,599,530,639,483,603,534,639,0.7747252747252747,0.8856899738311768,0.8634970340099964,hungarian
349,blue_filtered_0029_top_20250707_t0.png_detect.csv,blue_filtered_0029_top_20250707_t1.png_detect.csv,203,68,246,239,205,67,252,240,0.8274519060545261,0.8740047216415405,0.8646941585241377,hungarian
350,blue_filtered_0029_top_20250707_t0.png_detect.csv,blue_filtered_0029_top_20250707_t1.png_detect.csv,240,594,295,639,230,601,302,640,0.6545568430942688,0.8268831968307495,0.7924179260834534,hungarian
351,blue_filtered_0029_top_20250709_t0.png_detect.csv,blue_filtered_0029_top_20250709_t1.png_detect.csv,234,64,327,388,231,67,324,384,0.9178650709390985,0.9827307462692261,0.9697576112032006,hungarian
352,blue_filtered_0029_top_20250709_t0.png_detect.csv,blue_filtered_0029_top_20250709_t1.png_detect.csv,346,61,438,409,343,67,436,405,0.9209809264305178,0.9624151587486267,0.954128312285005,hungarian
353,blue_filtered_0029_top_20250709_t0.png_detect.csv,blue_filtered_0029_top_20250709_t1.png_detect.csv,112,69,207,407,109,75,203,405,0.907250755287009,0.990200400352478,0.9736104713393843,hungarian
354,blue_filtered_0029_top_20250709_t0.png_detect.csv,blue_filtered_0029_top_20250709_t1.png_detect.csv,462,37,559,391,462,40,557,382,0.946182072339682,0.9680536389350891,0.9636793256160077,hungarian
355,blue_filtered_0031_top_20250707_t0.JPG_detect.csv,blue_filtered_0031_top_20250707_t1.JPG_detect.csv,365,485,453,640,334,477,417,640,0.42179077921398295,0.7635770440101624,0.6952197910509266,hungarian
356,blue_filtered_0031_top_20250707_t0.JPG_detect.csv,blue_filtered_0031_top_20250707_t1.JPG_detect.csv,362,81,451,450,334,107,413,445,0.4074695662451247,0.8813745975494385,0.7865935912885758,hungarian
357,blue_filtered_0033_top_20250707_t0.JPG_detect.csv,blue_filtered_0033_top_20250707_t1.JPG_detect.csv,567,187,639,348,550,201,639,342,0.7257130602616342,0.7145081162452698,0.7167491050485426,hungarian
358,blue_filtered_0033_top_20250707_t0.JPG_detect.csv,blue_filtered_0033_top_20250707_t1.JPG_detect.csv,194,89,288,476,217,43,293,385,0.5081975141461528,0.8154827952384949,0.7540257390200265,hungarian
359,blue_filtered_0033_top_20250707_t0.JPG_detect.csv,blue_filtered_0033_top_20250707_t1.JPG_detect.csv,606,398,640,547,553,389,639,534,0.3439607602697731,0.7426450252532959,0.6629081722565914,hungarian
360,blue_filtered_0034_top_20250704_t0.JPG_detect.csv,blue_filtered_0034_top_20250704_t1.JPG_detect.csv,317,470,362,621,317,470,362,621,1.0,1.0000001192092896,1.0000000953674317,hungarian
361,blue_filtered_0034_top_20250704_t0.JPG_detect.csv,blue_filtered_0034_top_20250704_t1.JPG_detect.csv,297,113,352,240,297,113,352,240,1.0,0.9999999403953552,0.9999999523162841,hungarian
362,blue_filtered_0038_top_20250704_t0.JPG_detect.csv,blue_filtered_0038_top_20250704_t1.JPG_detect.csv,300,295,339,375,269,316,327,360,0.2649420160570919,0.6280514597892761,0.5554295710428393,hungarian
363,blue_filtered_0038_top_20250704_t0.JPG_detect.csv,blue_filtered_0038_top_20250704_t1.JPG_detect.csv,319,361,355,437,266,383,317,424,0.0,0.3400133550167084,0.2720106840133667,hungarian
364,blue_filtered_0043_top_20250704_t0.png_detect.csv,blue_filtered_0043_top_20250704_t1.png_detect.csv,517,442,592,569,517,442,592,569,1.0,1.0,1.0,hungarian
365,blue_filtered_0043_top_20250704_t0.png_detect.csv,blue_filtered_0043_top_20250704_t1.png_detect.csv,291,89,367,222,291,89,367,222,1.0,1.0000001192092896,1.0000000953674317,hungarian
366,blue_filtered_0043_top_20250704_t0.png_detect.csv,blue_filtered_0043_top_20250704_t1.png_detect.csv,188,243,237,342,188,243,237,342,1.0,0.9999999403953552,0.9999999523162841,hungarian
367,blue_filtered_0043_top_20250704_t0.png_detect.csv,blue_filtered_0043_top_20250704_t1.png_detect.csv,328,144,398,274,328,144,398,274,1.0,1.0000001192092896,1.0000000953674317,hungarian
368,blue_filtered_0043_top_20250704_t0.png_detect.csv,blue_filtered_0043_top_20250704_t1.png_detect.csv,435,305,513,445,435,305,513,445,1.0,1.0,1.0,hungarian
369,blue_filtered_0043_top_20250704_t0.png_detect.csv,blue_filtered_0043_top_20250704_t1.png_detect.csv,564,498,636,624,564,498,636,624,1.0,1.0,1.0,hungarian
370,blue_filtered_0043_top_20250704_t0.png_detect.csv,blue_filtered_0043_top_20250704_t1.png_detect.csv,396,249,471,387,396,249,471,387,1.0,1.0000001192092896,1.0000000953674317,hungarian
371,blue_filtered_0043_top_20250704_t0.png_detect.csv,blue_filtered_0043_top_20250704_t1.png_detect.csv,357,198,431,326,357,198,431,326,1.0,1.0,1.0,hungarian
372,blue_filtered_0043_top_20250704_t0.png_detect.csv,blue_filtered_0043_top_20250704_t1.png_detect.csv,205,599,255,631,205,599,255,631,1.0,1.0,1.0,hungarian
373,blue_filtered_0048_top_20250704_t0.JPG_detect.csv,blue_filtered_0048_top_20250704_t1.JPG_detect.csv,397,290,419,334,397,290,419,334,1.0,0.9999999403953552,0.9999999523162841,hungarian
374,blue_filtered_0048_top_20250704_t0.JPG_detect.csv,blue_filtered_0048_top_20250704_t1.JPG_detect.csv,607,555,640,640,607,555,640,640,1.0,1.0,1.0,hungarian
375,blue_filtered_0049_top_20250704_t0.png_detect.csv,blue_filtered_0049_top_20250704_t1.png_detect.csv,470,144,544,257,470,144,544,257,1.0,1.0,1.0,hungarian
376,blue_filtered_0049_top_20250704_t0.png_detect.csv,blue_filtered_0049_top_20250704_t1.png_detect.csv,58,11,122,108,58,11,122,108,1.0,1.0000001192092896,1.0000000953674317,hungarian
377,blue_filtered_0049_top_20250704_t0.png_detect.csv,blue_filtered_0049_top_20250704_t1.png_detect.csv,24,49,91,145,24,49,91,145,1.0,1.0000001192092896,1.0000000953674317,hungarian
378,blue_filtered_0049_top_20250704_t0.png_detect.csv,blue_filtered_0049_top_20250704_t1.png_detect.csv,520,509,611,620,520,509,611,620,1.0,1.0,1.0,hungarian
379,blue_filtered_0049_top_20250704_t0.png_detect.csv,blue_filtered_0049_top_20250704_t1.png_detect.csv,379,42,444,111,379,42,444,111,1.0,1.0,1.0,hungarian
380,blue_filtered_0049_top_20250704_t0.png_detect.csv,blue_filtered_0049_top_20250704_t1.png_detect.csv,525,312,599,420,525,312,599,420,1.0,0.9999999403953552,0.9999999523162841,hungarian
381,blue_filtered_0049_top_20250704_t0.png_detect.csv,blue_filtered_0049_top_20250704_t1.png_detect.csv,348,5,408,74,348,5,408,74,1.0,1.0,1.0,hungarian
382,blue_filtered_0049_top_20250704_t0.png_detect.csv,blue_filtered_0049_top_20250704_t1.png_detect.csv,0,90,64,194,0,90,64,194,1.0,0.9999999403953552,0.9999999523162841,hungarian
383,blue_filtered_0049_top_20250704_t0.png_detect.csv,blue_filtered_0049_top_20250704_t1.png_detect.csv,115,352,155,498,115,352,155,498,1.0,1.0,1.0,hungarian
384,blue_filtered_0049_top_20250704_t0.png_detect.csv,blue_filtered_0049_top_20250704_t1.png_detect.csv,177,329,215,475,177,329,215,475,1.0,0.9999999403953552,0.9999999523162841,hungarian
385,blue_filtered_0049_top_20250704_t0.png_detect.csv,blue_filtered_0049_top_20250704_t1.png_detect.csv,63,356,104,497,63,356,104,497,1.0,0.9999998807907104,0.9999999046325685,hungarian
386,blue_filtered_0049_top_20250704_t0.png_detect.csv,blue_filtered_0049_top_20250704_t1.png_detect.csv,417,73,474,143,417,73,474,143,1.0,1.0000001192092896,1.0000000953674317,hungarian
387,blue_filtered_0049_top_20250704_t0.png_detect.csv,blue_filtered_0049_top_20250704_t1.png_detect.csv,236,308,276,450,236,308,276,450,1.0,0.9999999403953552,0.9999999523162841,hungarian
388,blue_filtered_0049_top_20250704_t0.png_detect.csv,blue_filtered_0049_top_20250704_t1.png_detect.csv,501,233,583,337,501,233,583,337,1.0,1.0,1.0,hungarian
389,blue_filtered_0049_top_20250704_t0.png_detect.csv,blue_filtered_0049_top_20250704_t1.png_detect.csv,323,3,358,44,323,3,358,44,1.0,0.9999999403953552,0.9999999523162841,hungarian
390,blue_filtered_0049_top_20250704_t0.png_detect.csv,blue_filtered_0049_top_20250704_t1.png_detect.csv,0,476,31,556,0,476,31,556,1.0,1.0,1.0,hungarian
391,blue_filtered_0049_top_20250704_t0.png_detect.csv,blue_filtered_0049_top_20250704_t1.png_detect.csv,483,600,578,639,483,600,578,639,1.0,1.0000001192092896,1.0000000953674317,hungarian
392,blue_filtered_0049_top_20250704_t0.png_detect.csv,blue_filtered_0049_top_20250704_t1.png_detect.csv,0,183,18,242,0,183,18,242,1.0,0.9999999403953552,0.9999999523162841,hungarian
393,blue_filtered_0049_top_20250704_t0.png_detect.csv,blue_filtered_0049_top_20250704_t1.png_detect.csv,0,161,17,239,0,161,17,239,1.0,1.0,1.0,hungarian
394,blue_filtered_0049_top_20250704_t0.png_detect.csv,blue_filtered_0049_top_20250704_t1.png_detect.csv,485,610,597,639,485,610,597,639,1.0,1.0,1.0,hungarian
395,blue_filtered_0049_top_20250704_t0.png_detect.csv,blue_filtered_0049_top_20250704_t1.png_detect.csv,482,597,546,639,482,597,546,639,1.0,1.0,1.0,hungarian
396,blue_filtered_s022_top_20250707_t0.JPG_detect.csv,blue_filtered_s022_top_20250707_t1.JPG_detect.csv,0,61,216,459,0,20,206,419,0.781112970534031,0.7229171991348267,0.7345563534146675,hungarian
397,blue_filtered_s022_top_20250707_t0.JPG_detect.csv,blue_filtered_s022_top_20250707_t1.JPG_detect.csv,206,120,448,511,282,21,582,418,0.30116770367844925,0.7783339023590088,0.682900662622897,hungarian
398,blue_filtered_s023_top_20250707_t0.JPG_detect.csv,blue_filtered_s023_top_20250707_t1.JPG_detect.csv,0,31,128,378,0,75,148,469,0.6065307143750782,0.7175524830818176,0.6953481293404697,hungarian
399,blue_filtered_s023_top_20250707_t0.JPG_detect.csv,blue_filtered_s023_top_20250707_t1.JPG_detect.csv,118,39,444,413,157,33,455,432,0.804102241399976,0.6755995750427246,0.7013001083141749,hungarian
400,blue_filtered_s023_top_20250707_t0.JPG_detect.csv,blue_filtered_s023_top_20250707_t1.JPG_detect.csv,479,193,640,592,465,0,640,312,0.1922050561797753,0.7408943176269531,0.6311564653375177,hungarian
401,blurred_0001_top_20250702_t0.jpg_detect.csv,blurred_0001_top_20250702_t1.jpg_detect.csv,488,160,584,465,488,160,584,465,1.0,1.0,1.0,hungarian
402,blurred_0001_top_20250702_t0.jpg_detect.csv,blurred_0001_top_20250702_t1.jpg_detect.csv,363,119,457,429,363,119,457,429,1.0,0.9999998807907104,0.9999999046325685,hungarian
403,blurred_0001_top_20250702_t0.jpg_detect.csv,blurred_0001_top_20250702_t1.jpg_detect.csv,62,192,198,391,62,192,198,391,1.0,1.0,1.0,hungarian
404,blurred_0001_top_20250703_t0.JPG_detect.csv,blurred_0001_top_20250703_t1.JPG_detect.csv,469,519,537,600,438,421,516,484,0.0,0.325832724571228,0.2606661796569824,hungarian
405,blurred_0001_top_20250703_t0.JPG_detect.csv,blurred_0001_top_20250703_t1.JPG_detect.csv,418,199,457,333,435,341,513,401,0.0,0.5950742363929749,0.4760593891143799,hungarian
406,blurred_0001_top_20250703_t0.JPG_detect.csv,blurred_0001_top_20250703_t1.JPG_detect.csv,456,195,501,335,197,419,245,559,0.0,0.7528551816940308,0.6022841453552247,reid_assist
407,blurred_0001_top_20250703_t0.JPG_detect.csv,blurred_0001_top_20250703_t1.JPG_detect.csv,230,183,272,319,313,409,357,549,0.0,0.7146152853965759,0.5716922283172607,reid_assist
408,blurred_0001_top_20250703_t0.JPG_detect.csv,blurred_0001_top_20250703_t1.JPG_detect.csv,537,231,616,294,354,400,400,542,0.0,0.7395857572555542,0.5916686058044434,reid_assist
409,blurred_0001_top_20250703_t0.JPG_detect.csv,blurred_0001_top_20250703_t1.JPG_detect.csv,494,195,537,331,120,415,164,561,0.0,0.7257246971130371,0.5805797576904297,reid_assist
410,blurred_0001_top_20250703_t0.JPG_detect.csv,blurred_0001_top_20250703_t1.JPG_detect.csv,376,205,415,338,269,420,312,562,0.0,0.8223414421081543,0.6578731536865234,reid_assist
411,blurred_0001_top_20250703_t0.JPG_detect.csv,blurred_0001_top_20250703_t1.JPG_detect.csv,188,184,226,319,392,396,436,532,0.0,0.6272650957107544,0.5018120765686035,reid_assist
412,blurred_0001_top_20250703_t0.JPG_detect.csv,blurred_0001_top_20250703_t1.JPG_detect.csv,539,148,627,214,71,429,116,567,0.0,0.5477918982505798,0.4382335186004639,reid_assist
413,blurred_0001_top_20250704_t0.png_detect.csv,blurred_0001_top_20250704_t1.png_detect.csv,171,153,285,525,115,42,237,402,0.23512747875354106,0.8360766768455505,0.7158868372271487,hungarian
414,,blurred_0001_top_20250704_t1.png_detect.csv,,,,,206,511,376,640,0.0,0.0,0.0,new
415,blurred_0001_top_20250708_t0.jpg_detect.csv,blurred_0001_top_20250708_t1.jpg_detect.csv,237,258,310,548,142,273,209,522,0.0,0.7247453927993774,0.579796314239502,hungarian
416,blurred_0001_top_20250708_t0.jpg_detect.csv,blurred_0001_top_20250708_t1.jpg_detect.csv,481,234,558,504,442,290,510,543,0.1952309047439285,0.7597373723983765,0.646836078867487,hungarian
417,blurred_0001_top_20250708_t0.jpg_detect.csv,blurred_0001_top_20250708_t1.jpg_detect.csv,318,275,387,563,513,316,579,576,0.0,0.7740942239761353,0.6192753791809082,hungarian
418,blurred_0001_top_20250708_t0.jpg_detect.csv,blurred_0001_top_20250708_t1.jpg_detect.csv,158,283,232,563,376,285,440,545,0.0,0.882263720035553,0.7058109760284424,hungarian
