vehicle_id,t0_image,t1_image,t0_x1,t0_y1,t0_x2,t0_y2,t1_x1,t1_y1,t1_x2,t1_y2,iou,reid_similarity,final_score,note
1,blue_filtered_0001_top_20250702_t0.jpg_detect.csv,blue_filtered_0001_top_20250702_t1.jpg_detect.csv,363,118,458,432,363,118,458,432,1.0,1.0,1.0,hungarian
2,blue_filtered_0001_top_20250702_t0.jpg_detect.csv,blue_filtered_0001_top_20250702_t1.jpg_detect.csv,487,162,583,468,487,162,583,468,1.0,0.9999998807907104,0.9999999046325685,hungarian
3,blue_filtered_0001_top_20250702_t0.jpg_detect.csv,blue_filtered_0001_top_20250702_t1.jpg_detect.csv,60,193,199,392,60,193,199,392,1.0,0.9999998807907104,0.9999999046325685,hungarian
4,blue_filtered_0001_top_20250703_t0.JPG_detect.csv,blue_filtered_0001_top_20250703_t1.JPG_detect.csv,465,516,538,603,438,422,516,481,0.0,0.668102502822876,0.5344820022583008,hungarian
5,blue_filtered_0001_top_20250703_t0.JPG_detect.csv,blue_filtered_0001_top_20250703_t1.JPG_detect.csv,375,205,416,339,435,341,513,401,0.0,0.7881800532341003,0.6305440425872804,hungarian
6,blue_filtered_0001_top_20250703_t0.JPG_detect.csv,blue_filtered_0001_top_20250703_t1.JPG_detect.csv,305,194,349,325,198,420,243,558,0.0,0.768397867679596,0.6147182941436768,reid_assist
7,blue_filtered_0001_top_20250703_t0.JPG_detect.csv,blue_filtered_0001_top_20250703_t1.JPG_detect.csv,457,197,499,336,355,401,400,543,0.0,0.8719566464424133,0.6975653171539307,reid_assist
8,blue_filtered_0001_top_20250703_t0.JPG_detect.csv,blue_filtered_0001_top_20250703_t1.JPG_detect.csv,232,183,272,321,120,415,164,561,0.0,0.9114188551902771,0.7291350841522217,reid_assist
9,blue_filtered_0001_top_20250703_t0.JPG_detect.csv,blue_filtered_0001_top_20250703_t1.JPG_detect.csv,417,197,459,334,314,407,356,549,0.0,0.8578157424926758,0.6862525939941406,reid_assist
10,blue_filtered_0001_top_20250703_t0.JPG_detect.csv,blue_filtered_0001_top_20250703_t1.JPG_detect.csv,188,185,224,321,269,422,312,561,0.0,0.7866960167884827,0.6293568134307862,reid_assist
11,blue_filtered_0001_top_20250703_t0.JPG_detect.csv,blue_filtered_0001_top_20250703_t1.JPG_detect.csv,537,232,617,293,393,399,436,535,0.0,0.801133930683136,0.6409071445465089,reid_assist
12,blue_filtered_0001_top_20250703_t0.JPG_detect.csv,blue_filtered_0001_top_20250703_t1.JPG_detect.csv,540,150,622,214,74,429,115,567,0.0,0.6447069048881531,0.5157655239105224,reid_assist
13,blue_filtered_0001_top_20250704_t0.png_detect.csv,blue_filtered_0001_top_20250704_t1.png_detect.csv,172,148,286,525,118,43,235,408,0.23635340461451884,0.8071310520172119,0.6929755225366734,hungarian
14,,blue_filtered_0001_top_20250704_t1.png_detect.csv,,,,,205,513,382,640,0.0,0.0,0.0,new
15,blue_filtered_0001_top_20250708_t0.jpg_detect.csv,blue_filtered_0001_top_20250708_t1.jpg_detect.csv,399,236,469,524,586,317,639,559,0.0,0.6979271173477173,0.5583416938781739,hungarian
16,blue_filtered_0001_top_20250708_t0.jpg_detect.csv,blue_filtered_0001_top_20250708_t1.jpg_detect.csv,159,282,231,562,141,274,209,524,0.4828411811652035,0.7156479358673096,0.6690865849268883,hungarian
17,blue_filtered_0001_top_20250708_t0.jpg_detect.csv,blue_filtered_0001_top_20250708_t1.jpg_detect.csv,239,258,308,543,444,286,510,544,0.0,0.8918269276618958,0.7134615421295166,hungarian
18,blue_filtered_0001_top_20250708_t0.jpg_detect.csv,blue_filtered_0001_top_20250708_t1.jpg_detect.csv,482,235,557,504,513,316,580,575,0.2827454197429587,0.7898576259613037,0.6884351847176348,hungarian
19,blue_filtered_0001_top_20250708_t0.jpg_detect.csv,blue_filtered_0001_top_20250708_t1.jpg_detect.csv,317,274,387,560,377,281,440,547,0.07796471070988921,0.8812971115112305,0.7206306313509623,hungarian
20,blue_filtered_0001_top_20250708_t0.jpg_detect.csv,blue_filtered_0001_top_20250708_t1.jpg_detect.csv,0,308,72,584,230,264,291,517,0.0,0.6936589479446411,0.5549271583557129,hungarian
21,blue_filtered_0001_top_20250708_t0.jpg_detect.csv,blue_filtered_0001_top_20250708_t1.jpg_detect.csv,76,295,150,589,306,291,372,539,0.0,0.8854990005493164,0.7083992004394531,hungarian
22,blue_filtered_0001_top_20250711_t0.jpg_detect.csv,blue_filtered_0001_top_20250711_t1.jpg_detect.csv,258,172,310,281,258,172,310,281,1.0,1.0,1.0,hungarian
23,blue_filtered_0001_top_20250711_t0.jpg_detect.csv,blue_filtered_0001_top_20250711_t1.jpg_detect.csv,214,188,261,293,214,188,261,293,1.0,1.0,1.0,hungarian
24,blue_filtered_0001_top_20250711_t0.jpg_detect.csv,blue_filtered_0001_top_20250711_t1.jpg_detect.csv,175,209,231,310,175,209,231,310,1.0,1.0000001192092896,1.0000000953674317,hungarian
25,blue_filtered_0002_top_20250704_t0.JPG_detect.csv,blue_filtered_0002_top_20250704_t1.JPG_detect.csv,64,292,98,427,0,264,30,413,0.0,0.6611550450325012,0.528924036026001,hungarian
26,,blue_filtered_0002_top_20250704_t1.JPG_detect.csv,,,,,217,297,251,434,0.0,0.0,0.0,new
27,blue_filtered_0003_top_20250705_t0.JPG_detect.csv,blue_filtered_0003_top_20250705_t1.JPG_detect.csv,238,394,267,473,238,393,265,473,0.9201898188093184,0.8482930064201355,0.862672368897972,hungarian
28,blue_filtered_0003_top_20250707_t0.png_detect.csv,blue_filtered_0003_top_20250707_t1.png_detect.csv,222,142,390,243,396,28,474,105,0.0,0.7367402911186218,0.5893922328948975,hungarian
29,blue_filtered_0003_top_20250707_t0.png_detect.csv,blue_filtered_0003_top_20250707_t1.png_detect.csv,264,81,333,134,255,0,310,56,0.0,0.8389642238616943,0.6711713790893555,hungarian
30,blue_filtered_0003_top_20250707_t0.png_detect.csv,blue_filtered_0003_top_20250707_t1.png_detect.csv,152,384,210,533,278,453,333,538,0.0,0.369015097618103,0.2952120780944824,hungarian
31,blue_filtered_0003_top_20250707_t0.png_detect.csv,blue_filtered_0003_top_20250707_t1.png_detect.csv,345,10,422,95,333,3,391,82,0.4238003838771593,0.643430233001709,0.5995042631767991,hungarian
32,blue_filtered_0003_top_20250707_t0.png_detect.csv,blue_filtered_0003_top_20250707_t1.png_detect.csv,427,0,523,41,490,61,566,140,0.0,0.6450513005256653,0.5160410404205322,hungarian
33,blue_filtered_0003_top_20250707_t0.png_detect.csv,blue_filtered_0003_top_20250707_t1.png_detect.csv,446,524,500,639,86,166,147,263,0.0,0.48157021403312683,0.38525617122650146,reid_assist
34,,blue_filtered_0003_top_20250707_t1.png_detect.csv,,,,,592,93,640,155,0.0,0.0,0.0,new
35,blue_filtered_0003_top_20250708_t0.jpg_detect.csv,blue_filtered_0003_top_20250708_t1.jpg_detect.csv,368,431,498,522,360,576,492,639,0.0,0.5237745046615601,0.41901960372924807,hungarian
36,blue_filtered_0003_top_20250708_t0.jpg_detect.csv,blue_filtered_0003_top_20250708_t1.jpg_detect.csv,363,340,479,423,421,345,475,542,0.2623645197458577,0.6206234097480774,0.5489716317476335,hungarian
37,blue_filtered_0003_top_20250708_t0.jpg_detect.csv,blue_filtered_0003_top_20250708_t1.jpg_detect.csv,397,71,448,214,365,0,422,41,0.0,0.4194932281970978,0.33559458255767827,hungarian
38,blue_filtered_0003_top_20250711_t0.JPG_detect.csv,blue_filtered_0003_top_20250711_t1.JPG_detect.csv,74,198,124,361,74,198,124,361,1.0,1.0000001192092896,1.0000000953674317,hungarian
39,blue_filtered_0003_top_20250711_t0.JPG_detect.csv,blue_filtered_0003_top_20250711_t1.JPG_detect.csv,455,392,505,523,455,392,505,523,1.0,1.0000001192092896,1.0000000953674317,hungarian
40,blue_filtered_0003_top_20250711_t0.JPG_detect.csv,blue_filtered_0003_top_20250711_t1.JPG_detect.csv,403,400,457,529,403,400,457,529,1.0,1.0,1.0,hungarian
41,blue_filtered_0003_top_20250711_t0.JPG_detect.csv,blue_filtered_0003_top_20250711_t1.JPG_detect.csv,551,405,607,534,551,405,607,534,1.0,0.9999999403953552,0.9999999523162841,hungarian
42,blue_filtered_0004_top_20250703_t0.JPG_detect.csv,blue_filtered_0004_top_20250703_t1.JPG_detect.csv,311,272,353,364,311,272,353,364,1.0,0.9999998807907104,0.9999999046325685,hungarian
43,blue_filtered_0004_top_20250703_t0.JPG_detect.csv,blue_filtered_0004_top_20250703_t1.JPG_detect.csv,351,268,390,361,351,268,390,361,1.0,1.0,1.0,hungarian
44,blue_filtered_0004_top_20250703_t0.JPG_detect.csv,blue_filtered_0004_top_20250703_t1.JPG_detect.csv,0,605,29,640,0,605,29,640,1.0,1.0,1.0,hungarian
45,blue_filtered_0004_top_20250708_t0.jpg_detect.csv,blue_filtered_0004_top_20250708_t1.jpg_detect.csv,389,169,436,287,317,87,362,178,0.0,0.5929296612739563,0.47434372901916505,hungarian
46,blue_filtered_0004_top_20250708_t0.jpg_detect.csv,blue_filtered_0004_top_20250708_t1.jpg_detect.csv,378,327,431,539,313,350,373,561,0.0,0.5727734565734863,0.4582187652587891,hungarian
47,blue_filtered_0004_top_20250708_t0.jpg_detect.csv,blue_filtered_0004_top_20250708_t1.jpg_detect.csv,308,214,360,419,313,166,361,321,0.38474485502256905,0.7075490951538086,0.6429882471275608,hungarian
48,blue_filtered_0004_top_20250708_t0.jpg_detect.csv,blue_filtered_0004_top_20250708_t1.jpg_detect.csv,397,0,438,51,321,4,355,75,0.0,0.564281165599823,0.45142493247985843,reid_assist
49,blue_filtered_0005_top_20250702_t0.jpg_detect.csv,blue_filtered_0005_top_20250702_t1.jpg_detect.csv,159,49,356,206,306,195,490,332,0.009894399769730333,0.6038535833358765,0.4850617466226473,hungarian
50,blue_filtered_0005_top_20250707_t0.png_detect.csv,blue_filtered_0005_top_20250707_t1.png_detect.csv,214,367,251,511,277,340,301,440,0.0,0.8397544026374817,0.6718035221099854,hungarian
51,,blue_filtered_0005_top_20250707_t1.png_detect.csv,,,,,281,612,307,640,0.0,0.0,0.0,new
52,blue_filtered_0005_top_20250708_t0.jpg_detect.csv,blue_filtered_0005_top_20250708_t1.jpg_detect.csv,318,472,379,640,375,329,431,531,0.011067341962108422,0.3743075132369995,0.30165947898202133,hungarian
53,blue_filtered_0005_top_20250708_t0.jpg_detect.csv,blue_filtered_0005_top_20250708_t1.jpg_detect.csv,314,97,357,225,391,169,436,287,0.0,0.6483128666877747,0.5186502933502197,hungarian
54,blue_filtered_0005_top_20250708_t0.jpg_detect.csv,blue_filtered_0005_top_20250708_t1.jpg_detect.csv,315,255,368,413,331,115,375,273,0.045429740791268755,0.5337316989898682,0.4360713073501483,hungarian
55,blue_filtered_0005_top_20250708_t0.jpg_detect.csv,blue_filtered_0005_top_20250708_t1.jpg_detect.csv,316,32,357,102,397,0,438,51,0.0,0.5504902601242065,0.44039220809936525,reid_assist
56,blue_filtered_0005_top_20250708_t0.jpg_detect.csv,blue_filtered_0005_top_20250708_t1.jpg_detect.csv,319,0,351,24,396,57,437,149,0.0,0.5326661467552185,0.4261329174041748,reid_assist
57,blue_filtered_0006_top_20250703_t0.png_detect.csv,blue_filtered_0006_top_20250703_t1.png_detect.csv,396,225,483,294,404,248,474,311,0.44765744473793967,0.7640150785446167,0.7007435517832814,hungarian
58,blue_filtered_0006_top_20250703_t0.png_detect.csv,blue_filtered_0006_top_20250703_t1.png_detect.csv,371,57,466,127,391,98,466,168,0.2236503856041131,0.4370668828487396,0.39438358339981433,hungarian
59,blue_filtered_0006_top_20250703_t0.png_detect.csv,blue_filtered_0006_top_20250703_t1.png_detect.csv,469,370,565,444,457,377,534,452,0.5109103707179727,0.7852218747138977,0.7303595739147128,hungarian
60,blue_filtered_0006_top_20250703_t0.png_detect.csv,blue_filtered_0006_top_20250703_t1.png_detect.csv,77,205,159,283,150,184,211,262,0.04820975472230053,0.8175682425498962,0.6636965449843771,hungarian
61,blue_filtered_0006_top_20250703_t0.png_detect.csv,blue_filtered_0006_top_20250703_t1.png_detect.csv,143,8,175,34,195,0,245,51,0.0,0.6419302225112915,0.5135441780090332,reid_assist
62,,blue_filtered_0006_top_20250703_t1.png_detect.csv,,,,,439,2,460,80,0.0,0.0,0.0,new
63,blue_filtered_0006_top_20250704_t0.png_detect.csv,blue_filtered_0006_top_20250704_t1.png_detect.csv,130,131,382,296,155,167,403,338,0.5352892788593364,0.4806428849697113,0.49157216374763635,hungarian
64,blue_filtered_0006_top_20250704_t0.png_detect.csv,blue_filtered_0006_top_20250704_t1.png_detect.csv,131,0,371,95,165,5,412,122,0.5591242196688682,0.6337246298789978,0.6188045478369719,hungarian
65,blue_filtered_0006_top_20250704_t0.png_detect.csv,blue_filtered_0006_top_20250704_t1.png_detect.csv,126,549,351,640,138,554,350,639,0.8800976800976801,0.7655834555625916,0.7884863004696093,hungarian
66,blue_filtered_0006_top_20250707_t0.JPG_detect.csv,blue_filtered_0006_top_20250707_t1.JPG_detect.csv,370,7,421,174,293,163,328,270,0.0,0.5356005430221558,0.42848043441772465,hungarian
67,blue_filtered_0006_top_20250707_t0.JPG_detect.csv,blue_filtered_0006_top_20250707_t1.JPG_detect.csv,9,182,48,300,0,159,33,278,0.37012048192771085,0.6787315011024475,0.6170092972675002,hungarian
68,,blue_filtered_0006_top_20250707_t1.JPG_detect.csv,,,,,161,169,196,279,0.0,0.0,0.0,new
69,,blue_filtered_0006_top_20250707_t1.JPG_detect.csv,,,,,0,360,108,553,0.0,0.0,0.0,new
70,,blue_filtered_0006_top_20250707_t1.JPG_detect.csv,,,,,97,171,131,274,0.0,0.0,0.0,new
71,,blue_filtered_0006_top_20250707_t1.JPG_detect.csv,,,,,255,157,290,267,0.0,0.0,0.0,new
72,,blue_filtered_0006_top_20250707_t1.JPG_detect.csv,,,,,219,158,253,267,0.0,0.0,0.0,new
73,,blue_filtered_0006_top_20250707_t1.JPG_detect.csv,,,,,129,174,163,276,0.0,0.0,0.0,new
74,,blue_filtered_0006_top_20250707_t1.JPG_detect.csv,,,,,59,161,92,276,0.0,0.0,0.0,new
75,,blue_filtered_0006_top_20250707_t1.JPG_detect.csv,,,,,31,159,64,277,0.0,0.0,0.0,new
76,,blue_filtered_0006_top_20250707_t1.JPG_detect.csv,,,,,37,157,74,277,0.0,0.0,0.0,new
77,,blue_filtered_0006_top_20250707_t1.JPG_detect.csv,,,,,0,160,23,275,0.0,0.0,0.0,new
78,blue_filtered_0006_top_20250708_t0.jpg_detect.csv,blue_filtered_0006_top_20250708_t1.jpg_detect.csv,223,264,294,547,139,255,211,530,0.0,0.8527432084083557,0.6821945667266847,hungarian
79,blue_filtered_0006_top_20250708_t0.jpg_detect.csv,blue_filtered_0006_top_20250708_t1.jpg_detect.csv,462,283,536,571,457,297,527,583,0.7571635065045489,0.8309555053710938,0.8161971055977848,hungarian
80,blue_filtered_0006_top_20250708_t0.jpg_detect.csv,blue_filtered_0006_top_20250708_t1.jpg_detect.csv,388,280,457,571,304,266,373,555,0.0,0.9204322099685669,0.7363457679748535,hungarian
81,blue_filtered_0006_top_20250708_t0.jpg_detect.csv,blue_filtered_0006_top_20250708_t1.jpg_detect.csv,309,289,383,572,226,280,297,555,0.0,0.9395864009857178,0.7516691207885743,hungarian
82,blue_filtered_0006_top_20250708_t0.jpg_detect.csv,blue_filtered_0006_top_20250708_t1.jpg_detect.csv,124,273,200,551,42,261,120,536,0.0,0.9301371574401855,0.7441097259521485,hungarian
83,blue_filtered_0006_top_20250708_t0.jpg_detect.csv,blue_filtered_0006_top_20250708_t1.jpg_detect.csv,539,313,613,602,537,286,615,557,0.7379434363249959,0.8398212194442749,0.8194456628204192,hungarian
84,blue_filtered_0006_top_20250708_t0.jpg_detect.csv,blue_filtered_0006_top_20250708_t1.jpg_detect.csv,614,313,640,579,613,289,639,563,0.8023106546854942,0.7615448832511902,0.769698037538051,hungarian
85,,blue_filtered_0006_top_20250708_t1.jpg_detect.csv,,,,,382,265,453,562,0.0,0.0,0.0,new
86,blue_filtered_0006_top_20250709_t0.JPG_detect.csv,blue_filtered_0006_top_20250709_t1.JPG_detect.csv,596,398,634,497,504,444,578,490,0.0,0.5264798402786255,0.42118387222290044,hungarian
87,blue_filtered_0006_top_20250709_t0.JPG_detect.csv,blue_filtered_0006_top_20250709_t1.JPG_detect.csv,331,151,348,222,456,252,518,294,0.0,0.4528617560863495,0.3622894048690796,reid_assist
88,blue_filtered_0006_top_20250709_t0.JPG_detect.csv,blue_filtered_0006_top_20250709_t1.JPG_detect.csv,304,154,321,223,230,484,264,590,0.0,0.5953124761581421,0.4762499809265137,reid_assist
89,blue_filtered_0006_top_20250709_t0.JPG_detect.csv,blue_filtered_0006_top_20250709_t1.JPG_detect.csv,160,114,189,305,318,479,353,587,0.0,0.4341621696949005,0.3473297357559204,reid_assist
90,blue_filtered_0006_top_20250709_t0.JPG_detect.csv,blue_filtered_0006_top_20250709_t1.JPG_detect.csv,205,116,229,274,398,480,433,584,0.0,0.20221924781799316,0.16177539825439455,reid_assist
91,,blue_filtered_0006_top_20250709_t1.JPG_detect.csv,,,,,438,463,469,566,0.0,0.0,0.0,new
92,,blue_filtered_0006_top_20250709_t1.JPG_detect.csv,,,,,0,215,26,297,0.0,0.0,0.0,new
93,blue_filtered_0006_top_20250711_t0.JPG_detect.csv,blue_filtered_0006_top_20250711_t1.JPG_detect.csv,353,312,476,478,353,312,476,478,1.0,1.0000001192092896,1.0000000953674317,hungarian
94,blue_filtered_0006_top_20250711_t0.JPG_detect.csv,blue_filtered_0006_top_20250711_t1.JPG_detect.csv,206,245,298,477,206,245,298,477,1.0,0.9999998807907104,0.9999999046325685,hungarian
95,blue_filtered_0006_top_20250711_t0.JPG_detect.csv,blue_filtered_0006_top_20250711_t1.JPG_detect.csv,155,249,232,475,155,249,232,475,1.0,1.0,1.0,hungarian
96,blue_filtered_0006_top_20250711_t0.JPG_detect.csv,blue_filtered_0006_top_20250711_t1.JPG_detect.csv,167,278,242,486,167,278,242,486,1.0,1.0,1.0,hungarian
97,blue_filtered_0006_top_20250711_t0.JPG_detect.csv,blue_filtered_0006_top_20250711_t1.JPG_detect.csv,309,310,398,456,309,310,398,456,1.0,0.9999999403953552,0.9999999523162841,hungarian
98,blue_filtered_0007_top_20250703_t0.png_detect.csv,blue_filtered_0007_top_20250703_t1.png_detect.csv,329,261,407,316,319,267,408,331,0.6200519143413368,0.6988743543624878,0.6831098663582577,hungarian
99,blue_filtered_0007_top_20250703_t0.png_detect.csv,blue_filtered_0007_top_20250703_t1.png_detect.csv,324,398,403,458,307,433,399,502,0.20351676978183003,0.8456050753593445,0.7171874142438417,hungarian
100,blue_filtered_0007_top_20250703_t0.png_detect.csv,blue_filtered_0007_top_20250703_t1.png_detect.csv,320,479,402,538,297,531,391,598,0.04671491681549018,0.7913448214530945,0.6424188405255736,hungarian
101,blue_filtered_0007_top_20250703_t0.png_detect.csv,blue_filtered_0007_top_20250703_t1.png_detect.csv,332,62,407,121,325,27,411,95,0.31738907412156964,0.7783991098403931,0.6861971026966284,hungarian
102,blue_filtered_0007_top_20250703_t0.png_detect.csv,blue_filtered_0007_top_20250703_t1.png_detect.csv,217,388,250,436,172,393,210,452,0.0,0.4508671164512634,0.36069369316101074,hungarian
103,,blue_filtered_0007_top_20250703_t1.png_detect.csv,,,,,158,128,207,190,0.0,0.0,0.0,new
104,blue_filtered_0007_top_20250705_t0.JPG_detect.csv,blue_filtered_0007_top_20250705_t1.JPG_detect.csv,226,479,257,547,226,479,257,547,1.0,1.0000001192092896,1.0000000953674317,hungarian
105,blue_filtered_0007_top_20250705_t0.JPG_detect.csv,blue_filtered_0007_top_20250705_t1.JPG_detect.csv,187,315,225,398,187,315,225,398,1.0,1.0,1.0,hungarian
106,blue_filtered_0007_top_20250705_t0.JPG_detect.csv,blue_filtered_0007_top_20250705_t1.JPG_detect.csv,334,527,364,590,334,527,364,590,1.0,0.9999998807907104,0.9999999046325685,hungarian
107,blue_filtered_0007_top_20250707_t0.JPG_detect.csv,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,375,178,408,296,465,213,504,303,0.0,0.6281954050064087,0.502556324005127,hungarian
108,blue_filtered_0007_top_20250707_t0.JPG_detect.csv,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,161,448,193,564,166,408,198,519,0.35851879558631006,0.806884765625,0.717211571617262,hungarian
109,blue_filtered_0007_top_20250707_t0.JPG_detect.csv,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,0,463,30,569,2,419,35,532,0.3881856540084388,0.6700943112373352,0.6137125797915559,hungarian
110,blue_filtered_0007_top_20250707_t0.JPG_detect.csv,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,127,445,161,566,198,399,231,514,0.0,0.6260295510292053,0.5008236408233643,hungarian
111,blue_filtered_0007_top_20250707_t0.JPG_detect.csv,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,61,447,97,564,66,412,99,518,0.3995280450172445,0.5779368877410889,0.5422551191963201,hungarian
112,blue_filtered_0007_top_20250707_t0.JPG_detect.csv,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,466,168,500,280,374,125,411,244,0.0,0.5004982352256775,0.400398588180542,hungarian
113,blue_filtered_0007_top_20250707_t0.JPG_detect.csv,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,29,453,62,570,37,411,67,509,0.2592112571745973,0.3671382665634155,0.34555286468565194,hungarian
114,blue_filtered_0007_top_20250707_t0.JPG_detect.csv,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,503,171,538,280,568,123,602,235,0.0,0.824090838432312,0.6592726707458496,hungarian
115,blue_filtered_0007_top_20250707_t0.JPG_detect.csv,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,344,173,376,292,442,134,476,239,0.0,0.5247743129730225,0.419819450378418,hungarian
116,blue_filtered_0007_top_20250707_t0.JPG_detect.csv,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,98,452,129,562,97,414,129,535,0.5464005096623487,0.5941755771636963,0.5846205636634267,hungarian
117,blue_filtered_0007_top_20250707_t0.JPG_detect.csv,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,206,173,243,293,304,132,344,246,0.0,0.5403653979301453,0.43229231834411624,hungarian
118,blue_filtered_0007_top_20250707_t0.JPG_detect.csv,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,433,171,466,281,341,127,380,247,0.0,0.5841761231422424,0.46734089851379396,hungarian
119,blue_filtered_0007_top_20250707_t0.JPG_detect.csv,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,169,178,208,295,136,127,175,239,0.04273204903677758,0.7513206005096436,0.6096028902150704,hungarian
120,blue_filtered_0007_top_20250707_t0.JPG_detect.csv,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,237,176,275,289,238,150,275,253,0.5420471841704718,0.5284556746482849,0.5311739765527224,hungarian
121,blue_filtered_0007_top_20250707_t0.JPG_detect.csv,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,104,187,139,301,107,120,141,236,0.24630851398052153,0.6294286251068115,0.5528046028815535,hungarian
122,blue_filtered_0007_top_20250707_t0.JPG_detect.csv,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,190,382,324,567,329,332,456,500,0.0,0.7094297409057617,0.5675437927246094,hungarian
123,blue_filtered_0007_top_20250707_t0.JPG_detect.csv,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,137,183,172,297,171,141,212,249,0.007902298850574713,0.7348442077636719,0.5894558259810524,hungarian
124,blue_filtered_0007_top_20250707_t0.JPG_detect.csv,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,307,162,344,289,406,126,445,244,0.0,0.6909826397895813,0.552786111831665,hungarian
125,blue_filtered_0007_top_20250707_t0.JPG_detect.csv,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,272,172,305,291,273,140,308,247,0.4552352048558422,0.6295496821403503,0.5946867866834488,hungarian
126,blue_filtered_0007_top_20250707_t0.JPG_detect.csv,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,0,162,37,297,0,74,37,194,0.14349775784753363,0.5694684386253357,0.48427430246977526,hungarian
127,blue_filtered_0007_top_20250707_t0.JPG_detect.csv,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,33,175,74,302,0,77,15,194,0.0,0.8058807849884033,0.6447046279907227,hungarian
128,blue_filtered_0007_top_20250707_t0.JPG_detect.csv,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,76,183,108,301,40,99,76,214,0.0,0.6932746171951294,0.5546196937561035,hungarian
129,blue_filtered_0007_top_20250707_t0.JPG_detect.csv,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,69,175,104,304,263,403,296,515,0.0,0.5589241981506348,0.44713935852050785,reid_assist
130,,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,,,,,294,402,328,515,0.0,0.0,0.0,new
131,,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,,,,,602,124,636,233,0.0,0.0,0.0,new
132,,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,,,,,135,412,167,516,0.0,0.0,0.0,new
133,,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,,,,,236,409,266,512,0.0,0.0,0.0,new
134,,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,,,,,508,138,544,248,0.0,0.0,0.0,new
135,,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,,,,,75,113,110,220,0.0,0.0,0.0,new
136,,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,,,,,208,142,243,251,0.0,0.0,0.0,new
137,,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,,,,,32,413,65,522,0.0,0.0,0.0,new
138,,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,,,,,471,140,503,240,0.0,0.0,0.0,new
139,,blue_filtered_0007_top_20250707_t1.JPG_detect.csv,,,,,67,411,109,533,0.0,0.0,0.0,new
140,blue_filtered_0007_top_20250708_t0.jpg_detect.csv,blue_filtered_0007_top_20250708_t1.jpg_detect.csv,450,119,563,439,325,113,539,283,0.2518983846472456,0.6389365196228027,0.5615288926276913,hungarian
141,blue_filtered_0007_top_20250708_t0.jpg_detect.csv,blue_filtered_0007_top_20250708_t1.jpg_detect.csv,119,109,212,373,176,185,282,512,0.12904701979178584,0.6314817070960999,0.5309947696352371,hungarian
142,blue_filtered_0007_top_20250708_t0.jpg_detect.csv,blue_filtered_0007_top_20250708_t1.jpg_detect.csv,219,115,327,359,0,88,49,412,0.0,0.6211410760879517,0.49691286087036135,hungarian
143,blue_filtered_0007_top_20250711_t0.jpg_detect.csv,blue_filtered_0007_top_20250711_t1.jpg_detect.csv,100,344,163,564,100,344,163,564,1.0,1.0000001192092896,1.0000000953674317,hungarian
144,blue_filtered_0007_top_20250711_t0.jpg_detect.csv,blue_filtered_0007_top_20250711_t1.jpg_detect.csv,356,349,414,555,356,349,414,555,1.0,1.0,1.0,hungarian
145,blue_filtered_0007_top_20250711_t0.jpg_detect.csv,blue_filtered_0007_top_20250711_t1.jpg_detect.csv,231,341,288,553,231,341,288,553,1.0,1.0000001192092896,1.0000000953674317,hungarian
146,blue_filtered_0008_top_20250703_t0.png_detect.csv,blue_filtered_0008_top_20250703_t1.png_detect.csv,419,89,503,165,370,246,470,325,0.0,0.6013745665550232,0.4810996532440186,reid_assist
147,blue_filtered_0008_top_20250708_t0.JPG_detect.csv,blue_filtered_0008_top_20250708_t1.JPG_detect.csv,274,129,442,268,313,46,474,173,0.14888649896388007,0.8499876260757446,0.7097674006533717,hungarian
