vehicle_id,zone_id,t0_image,t1_image,move_dist,diag0,delta_min,move_ratio,stop
812,,bright_0001_top_20250708_t0,bright_0001_top_20250708_t1,56.08,291.529,7,0.192,No
813,,bright_0001_top_20250708_t0,bright_0001_top_20250708_t1,230.417,287.425,7,0.802,No
814,,bright_0001_top_20250708_t0,bright_0001_top_20250708_t1,226.827,289.36,7,0.784,No
815,,bright_0001_top_20250711_t0,bright_0001_top_20250711_t1,0.0,125.24,8,0.0,Yes
816,,bright_0001_top_20250711_t0,bright_0001_top_20250711_t1,0.0,117.273,8,0.0,Yes
817,,bright_0001_top_20250711_t0,bright_0001_top_20250711_t1,0.0,119.57,8,0.0,Yes
818,,bright_0001_top_20250711_t0,bright_0001_top_20250711_t1,0.0,113.649,8,0.0,Yes
819,,bright_0002_top_20250704_t0,bright_0002_top_20250704_t1,68.964,139.463,9,0.494,No
821,,bright_0003_top_20250705_t0,bright_0003_top_20250705_t1,0.707,83.169,9,0.009,Yes
822,,bright_0003_top_20250705_t0,bright_0003_top_20250705_t1,0.5,90.477,9,0.006,Yes
823,,bright_0003_top_20250705_t0,bright_0003_top_20250705_t1,3.041,117.324,9,0.026,Yes
824,,bright_0003_top_20250707_t0,bright_0003_top_20250707_t1,189.225,198.457,6,0.953,No
825,,bright_0003_top_20250707_t0,bright_0003_top_20250707_t1,80.114,85.0,6,0.943,No
826,,bright_0003_top_20250707_t0,bright_0003_top_20250707_t1,54.601,108.245,6,0.504,No
827,,bright_0003_top_20250707_t0,bright_0003_top_20250707_t1,129.068,158.24,6,0.816,No
828,,bright_0003_top_20250707_t0,bright_0003_top_20250707_t1,95.718,106.231,6,0.901,No
829,,bright_0003_top_20250707_t0,bright_0003_top_20250707_t1,550.024,127.534,6,4.313,No
831,,bright_0003_top_20250708_t0,bright_0003_top_20250708_t1,128.664,156.157,9,0.824,No
832,,bright_0003_top_20250708_t0,bright_0003_top_20250708_t1,68.347,141.736,9,0.482,No
833,,bright_0003_top_20250708_t0,bright_0003_top_20250708_t1,124.806,158.758,9,0.786,No
834,,bright_0003_top_20250711_t0,bright_0003_top_20250711_t1,0.0,170.792,6,0.0,Yes
835,,bright_0003_top_20250711_t0,bright_0003_top_20250711_t1,0.0,143.377,6,0.0,Yes
836,,bright_0003_top_20250711_t0,bright_0003_top_20250711_t1,0.0,142.352,6,0.0,Yes
837,,bright_0003_top_20250711_t0,bright_0003_top_20250711_t1,0.0,142.088,6,0.0,Yes
838,,bright_0004_top_20250703_t0,bright_0004_top_20250703_t1,0.0,103.87,9,0.0,Yes
839,,bright_0004_top_20250703_t0,bright_0004_top_20250703_t1,0.0,101.237,9,0.0,Yes
840,,bright_0004_top_20250703_t0,bright_0004_top_20250703_t1,0.0,43.278,9,0.0,Yes
841,,bright_0004_top_20250708_t0,bright_0004_top_20250708_t1,76.485,123.859,6,0.618,No
842,,bright_0004_top_20250708_t0,bright_0004_top_20250708_t1,139.176,190.672,6,0.73,No
843,,bright_0004_top_20250708_t0,bright_0004_top_20250708_t1,84.584,100.319,6,0.843,No
844,,bright_0004_top_20250708_t0,bright_0004_top_20250708_t1,80.32,62.626,6,1.283,No
845,,bright_0005_top_20250702_t0,bright_0005_top_20250702_t1,191.025,244.43,9,0.782,No
846,,bright_0005_top_20250707_t0,bright_0005_top_20250707_t1,72.789,142.874,9,0.509,No
848,,bright_0005_top_20250708_t0,bright_0005_top_20250708_t1,138.023,167.287,6,0.825,No
849,,bright_0005_top_20250708_t0,bright_0005_top_20250708_t1,101.854,133.454,6,0.763,No
850,,bright_0005_top_20250708_t0,bright_0005_top_20250708_t1,422.259,39.205,6,10.771,No
851,,bright_0005_top_20250708_t0,bright_0005_top_20250708_t1,536.521,177.451,6,3.023,No
852,,bright_0005_top_20250708_t0,bright_0005_top_20250708_t1,86.925,81.988,6,1.06,No
853,,bright_0006_top_20250703_t0,bright_0006_top_20250703_t1,40.14,120.42,7,0.333,No
854,,bright_0006_top_20250703_t0,bright_0006_top_20250703_t1,20.555,116.516,7,0.176,No
855,,bright_0006_top_20250703_t0,bright_0006_top_20250703_t1,66.129,110.345,7,0.599,No
856,,bright_0006_top_20250703_t0,bright_0006_top_20250703_t1,20.988,125.877,7,0.167,No
857,,bright_0006_top_20250703_t0,bright_0006_top_20250703_t1,58.215,38.949,7,1.495,No
859,,bright_0006_top_20250704_t0,bright_0006_top_20250704_t1,44.735,299.282,6,0.149,Yes
860,,bright_0006_top_20250704_t0,bright_0006_top_20250704_t1,35.004,263.697,6,0.133,Yes
861,,bright_0006_top_20250704_t0,bright_0006_top_20250704_t1,11.543,249.275,6,0.046,Yes
862,,bright_0006_top_20250707_t0,bright_0006_top_20250707_t1,152.82,176.528,6,0.866,No
863,,bright_0006_top_20250707_t0,bright_0006_top_20250707_t1,26.613,125.873,6,0.211,No
873,,bright_0006_top_20250708_t0,bright_0006_top_20250708_t1,84.091,292.985,8,0.287,No
874,,bright_0006_top_20250708_t0,bright_0006_top_20250708_t1,11.413,296.15,8,0.039,Yes
875,,bright_0006_top_20250708_t0,bright_0006_top_20250708_t1,14.534,294.45,8,0.049,Yes
876,,bright_0006_top_20250708_t0,bright_0006_top_20250708_t1,83.187,288.201,8,0.289,No
877,,bright_0006_top_20250708_t0,bright_0006_top_20250708_t1,85.494,289.36,8,0.295,No
878,,bright_0006_top_20250708_t0,bright_0006_top_20250708_t1,34.0,296.138,8,0.115,Yes
879,,bright_0006_top_20250708_t0,bright_0006_top_20250708_t1,20.006,287.272,8,0.07,Yes
881,,bright_0006_top_20250709_t0,bright_0006_top_20250709_t1,74.862,107.019,8,0.7,No
882,,bright_0006_top_20250709_t0,bright_0006_top_20250709_t1,340.362,173.531,8,1.961,No
883,,bright_0006_top_20250709_t0,bright_0006_top_20250709_t1,173.814,69.857,8,2.488,No
884,,bright_0006_top_20250709_t0,bright_0006_top_20250709_t1,411.151,195.021,8,2.108,No
885,,bright_0006_top_20250709_t0,bright_0006_top_20250709_t1,358.131,72.035,8,4.972,No
886,,bright_0006_top_20250709_t0,bright_0006_top_20250709_t1,360.041,157.835,8,2.281,No
888,,bright_0006_top_20250711_t0,bright_0006_top_20250711_t1,0.0,207.002,9,0.0,Yes
889,,bright_0006_top_20250711_t0,bright_0006_top_20250711_t1,0.0,247.718,9,0.0,Yes
890,,bright_0006_top_20250711_t0,bright_0006_top_20250711_t1,0.0,241.599,9,0.0,Yes
891,,bright_0006_top_20250711_t0,bright_0006_top_20250711_t1,0.0,224.27,9,0.0,Yes
892,,bright_0006_top_20250711_t0,bright_0006_top_20250711_t1,0.0,167.215,9,0.0,Yes
893,,bright_0007_top_20250703_t0,bright_0007_top_20250703_t1,11.705,96.607,7,0.121,Yes
894,,bright_0007_top_20250703_t0,bright_0007_top_20250703_t1,59.775,102.416,7,0.584,No
895,,bright_0007_top_20250703_t0,bright_0007_top_20250703_t1,42.573,100.0,7,0.426,No
896,,bright_0007_top_20250703_t0,bright_0007_top_20250703_t1,30.537,98.234,7,0.311,No
897,,bright_0007_top_20250703_t0,bright_0007_top_20250703_t1,43.649,60.745,7,0.719,No
898,,bright_0007_top_20250703_t0,bright_0007_top_20250703_t1,47.794,69.203,7,0.691,No
899,,bright_0007_top_20250705_t0,bright_0007_top_20250705_t1,0.0,75.644,7,0.0,Yes
900,,bright_0007_top_20250705_t0,bright_0007_top_20250705_t1,0.0,88.64,7,0.0,Yes
901,,bright_0007_top_20250705_t0,bright_0007_top_20250705_t1,0.0,69.354,7,0.0,Yes
902,,bright_0007_top_20250707_t0,bright_0007_top_20250707_t1,93.136,124.724,10,0.747,No
903,,bright_0007_top_20250707_t0,bright_0007_top_20250707_t1,42.359,120.603,10,0.351,No
904,,bright_0007_top_20250707_t0,bright_0007_top_20250707_t1,32.039,124.326,10,0.258,No
905,,bright_0007_top_20250707_t0,bright_0007_top_20250707_t1,38.328,108.931,10,0.352,No
906,,bright_0007_top_20250707_t0,bright_0007_top_20250707_t1,42.172,124.724,10,0.338,No
907,,bright_0007_top_20250707_t0,bright_0007_top_20250707_t1,40.651,121.297,10,0.335,No
908,,bright_0007_top_20250707_t0,bright_0007_top_20250707_t1,4.272,120.88,10,0.035,Yes
909,,bright_0007_top_20250707_t0,bright_0007_top_20250707_t1,79.63,118.596,10,0.671,No
910,,bright_0007_top_20250707_t0,bright_0007_top_20250707_t1,157.169,233.566,10,0.673,No
911,,bright_0007_top_20250707_t0,bright_0007_top_20250707_t1,27.06,114.285,10,0.237,No
912,,bright_0007_top_20250707_t0,bright_0007_top_20250707_t1,30.0,121.116,10,0.248,No
913,,bright_0007_top_20250707_t0,bright_0007_top_20250707_t1,34.514,125.575,10,0.275,No
914,,bright_0007_top_20250707_t0,bright_0007_top_20250707_t1,64.07,121.165,10,0.529,No
915,,bright_0007_top_20250707_t0,bright_0007_top_20250707_t1,84.376,117.047,10,0.721,No
916,,bright_0007_top_20250707_t0,bright_0007_top_20250707_t1,59.634,123.227,10,0.484,No
917,,bright_0007_top_20250707_t0,bright_0007_top_20250707_t1,89.121,146.031,10,0.61,No
918,,bright_0007_top_20250707_t0,bright_0007_top_20250707_t1,37.53,125.686,10,0.299,No
919,,bright_0007_top_20250707_t0,bright_0007_top_20250707_t1,45.044,117.047,10,0.385,No
920,,bright_0007_top_20250707_t0,bright_0007_top_20250707_t1,80.014,139.284,10,0.574,No
921,,bright_0007_top_20250707_t0,bright_0007_top_20250707_t1,112.661,138.246,10,0.815,No
922,,bright_0007_top_20250707_t0,bright_0007_top_20250707_t1,75.5,125.419,10,0.602,No
923,,bright_0007_top_20250707_t0,bright_0007_top_20250707_t1,102.626,127.577,10,0.804,No
924,,bright_0007_top_20250707_t0,bright_0007_top_20250707_t1,30.319,122.711,10,0.247,No
925,,bright_0007_top_20250707_t0,bright_0007_top_20250707_t1,222.028,125.865,10,1.764,No
926,,bright_0007_top_20250707_t0,bright_0007_top_20250707_t1,269.171,121.165,10,2.222,No
937,,bright_0007_top_20250708_t0,bright_0007_top_20250708_t1,112.572,341.658,9,0.329,No
938,,bright_0007_top_20250708_t0,bright_0007_top_20250708_t1,124.424,279.034,9,0.446,No
939,,bright_0007_top_20250708_t0,bright_0007_top_20250708_t1,250.979,270.795,9,0.927,No
940,,bright_0007_top_20250711_t0,bright_0007_top_20250711_t1,0.0,231.041,6,0.0,Yes
941,,bright_0007_top_20250711_t0,bright_0007_top_20250711_t1,0.0,221.461,6,0.0,Yes
942,,bright_0007_top_20250711_t0,bright_0007_top_20250711_t1,0.0,211.814,6,0.0,Yes
943,,bright_0008_top_20250703_t0,bright_0008_top_20250703_t1,161.909,115.434,8,1.403,No
944,,bright_0008_top_20250708_t0,bright_0008_top_20250708_t1,94.705,219.593,8,0.431,No
945,,bright_0008_top_20250708_t0,bright_0008_top_20250708_t1,131.273,242.421,8,0.542,No
947,,bright_0008_top_20250711_t0,bright_0008_top_20250711_t1,0.0,130.096,9,0.0,Yes
948,,bright_0009_top_20250703_t0,bright_0009_top_20250703_t1,55.7,103.233,9,0.54,No
949,,bright_0009_top_20250703_t0,bright_0009_top_20250703_t1,275.881,100.499,9,2.745,No
950,,bright_0009_top_20250704_t0,bright_0009_top_20250704_t1,80.352,123.968,6,0.648,No
951,,bright_0009_top_20250704_t0,bright_0009_top_20250704_t1,81.688,109.768,6,0.744,No
953,,bright_0009_top_20250707_t0,bright_0009_top_20250707_t1,33.106,114.769,6,0.288,No
954,,bright_0009_top_20250707_t0,bright_0009_top_20250707_t1,59.927,112.805,6,0.531,No
955,,bright_0009_top_20250707_t0,bright_0009_top_20250707_t1,41.428,112.486,6,0.368,No
956,,bright_0009_top_20250707_t0,bright_0009_top_20250707_t1,51.464,111.072,6,0.463,No
957,,bright_0009_top_20250707_t0,bright_0009_top_20250707_t1,16.508,111.288,6,0.148,Yes
958,,bright_0009_top_20250707_t0,bright_0009_top_20250707_t1,53.0,106.151,6,0.499,No
959,,bright_0009_top_20250707_t0,bright_0009_top_20250707_t1,59.634,111.036,6,0.537,No
960,,bright_0009_top_20250707_t0,bright_0009_top_20250707_t1,81.205,104.89,6,0.774,No
961,,bright_0009_top_20250707_t0,bright_0009_top_20250707_t1,86.917,124.619,6,0.697,No
962,,bright_0009_top_20250707_t0,bright_0009_top_20250707_t1,40.106,132.563,6,0.303,No
963,,bright_0009_top_20250707_t0,bright_0009_top_20250707_t1,33.324,135.724,6,0.246,No
964,,bright_0009_top_20250707_t0,bright_0009_top_20250707_t1,41.608,131.244,6,0.317,No
965,,bright_0009_top_20250707_t0,bright_0009_top_20250707_t1,116.122,136.624,6,0.85,No
966,,bright_0009_top_20250707_t0,bright_0009_top_20250707_t1,43.641,134.104,6,0.325,No
967,,bright_0009_top_20250711_t0,bright_0009_top_20250711_t1,0.0,170.581,9,0.0,Yes
968,,bright_0009_top_20250711_t0,bright_0009_top_20250711_t1,0.0,353.638,9,0.0,Yes
969,,bright_0010_top_20250704_t0,bright_0010_top_20250704_t1,36.101,88.391,7,0.408,No
970,,bright_0010_top_20250704_t0,bright_0010_top_20250704_t1,38.81,111.629,7,0.348,No
971,,bright_0010_top_20250704_t0,bright_0010_top_20250704_t1,24.187,105.005,7,0.23,No
972,,bright_0010_top_20250707_t0,bright_0010_top_20250707_t1,98.566,112.058,10,0.88,No
973,,bright_0010_top_20250707_t0,bright_0010_top_20250707_t1,73.268,106.738,10,0.686,No
974,,bright_0010_top_20250707_t0,bright_0010_top_20250707_t1,13.829,108.669,10,0.127,Yes
975,,bright_0010_top_20250708_t0,bright_0010_top_20250708_t1,22.825,212.511,7,0.107,Yes
976,,bright_0010_top_20250708_t0,bright_0010_top_20250708_t1,27.735,203.364,7,0.136,Yes
977,,bright_0010_top_20250708_t0,bright_0010_top_20250708_t1,47.183,216.372,7,0.218,No
978,,bright_0010_top_20250708_t0,bright_0010_top_20250708_t1,23.927,208.24,7,0.115,Yes
979,,bright_0010_top_20250711_t0,bright_0010_top_20250711_t1,0.0,191.039,9,0.0,Yes
980,,bright_0010_top_20250711_t0,bright_0010_top_20250711_t1,0.0,183.742,9,0.0,Yes
981,,bright_0010_top_20250711_t0,bright_0010_top_20250711_t1,0.0,174.631,9,0.0,Yes
982,,bright_0010_top_20250711_t0,bright_0010_top_20250711_t1,0.0,185.311,9,0.0,Yes
983,,bright_0010_top_20250711_t0,bright_0010_top_20250711_t1,0.0,176.411,9,0.0,Yes
984,,bright_0011_top_20250702_t0,bright_0011_top_20250702_t1,25.244,308.574,9,0.082,Yes
985,,bright_0011_top_20250703_t0,bright_0011_top_20250703_t1,52.312,89.202,9,0.586,No
986,,bright_0011_top_20250703_t0,bright_0011_top_20250703_t1,130.542,103.711,9,1.259,No
987,,bright_0011_top_20250703_t0,bright_0011_top_20250703_t1,130.715,81.302,9,1.608,No
989,,bright_0011_top_20250709_t0,bright_0011_top_20250709_t1,0.0,215.39,6,0.0,Yes
990,,bright_0012_top_20250707_t0,bright_0012_top_20250707_t1,43.863,158.405,8,0.277,No
991,,bright_0012_top_20250707_t0,bright_0012_top_20250707_t1,34.645,152.801,8,0.227,No
992,,bright_0012_top_20250707_t0,bright_0012_top_20250707_t1,125.077,217.424,8,0.575,No
993,,bright_0012_top_20250707_t0,bright_0012_top_20250707_t1,239.169,165.424,8,1.446,No
994,,bright_0012_top_20250707_t0,bright_0012_top_20250707_t1,405.036,159.928,8,2.533,No
995,,bright_0012_top_20250709_t0,bright_0012_top_20250709_t1,63.032,136.499,9,0.462,No
996,,bright_0012_top_20250709_t0,bright_0012_top_20250709_t1,33.956,140.264,9,0.242,No
997,,bright_0012_top_20250709_t0,bright_0012_top_20250709_t1,35.046,139.517,9,0.251,No
998,,bright_0012_top_20250709_t0,bright_0012_top_20250709_t1,93.612,232.938,9,0.402,No
999,,bright_0012_top_20250709_t0,bright_0012_top_20250709_t1,588.014,143.377,9,4.101,No
1000,,bright_0012_top_20250709_t0,bright_0012_top_20250709_t1,175.138,181.516,9,0.965,No
1001,,bright_0012_top_20250709_t0,bright_0012_top_20250709_t1,147.304,42.19,9,3.491,No
1002,,bright_0012_top_20250709_t0,bright_0012_top_20250709_t1,245.967,169.189,9,1.454,No
1003,,bright_0012_top_20250709_t0,bright_0012_top_20250709_t1,208.74,156.541,9,1.333,No
1004,,bright_0012_top_20250709_t0,bright_0012_top_20250709_t1,177.139,159.088,9,1.113,No
1005,,bright_0014_top_20250702_t0,bright_0014_top_20250702_t1,66.462,165.052,7,0.403,No
1006,,bright_0014_top_20250702_t0,bright_0014_top_20250702_t1,80.43,188.693,7,0.426,No
1007,,bright_0014_top_20250702_t0,bright_0014_top_20250702_t1,213.753,448.844,7,0.476,No
1008,,bright_0014_top_20250703_t0,bright_0014_top_20250703_t1,70.103,112.929,8,0.621,No
1009,,bright_0014_top_20250703_t0,bright_0014_top_20250703_t1,46.885,116.103,8,0.404,No
1010,,bright_0014_top_20250703_t0,bright_0014_top_20250703_t1,71.179,114.769,8,0.62,No
1011,,bright_0014_top_20250703_t0,bright_0014_top_20250703_t1,39.881,117.456,8,0.34,No
1014,,bright_0014_top_20250704_t0,bright_0014_top_20250704_t1,193.201,150.867,9,1.281,No
1015,,bright_0014_top_20250704_t0,bright_0014_top_20250704_t1,105.721,84.054,9,1.258,No
1016,,bright_0014_top_20250704_t0,bright_0014_top_20250704_t1,448.912,99.358,9,4.518,No
1017,,bright_0014_top_20250708_t0,bright_0014_top_20250708_t1,64.382,155.621,9,0.414,No
1018,,bright_0014_top_20250708_t0,bright_0014_top_20250708_t1,122.819,169.779,9,0.723,No
1019,,bright_0014_top_20250708_t0,bright_0014_top_20250708_t1,109.275,158.619,9,0.689,No
1020,,bright_0014_top_20250708_t0,bright_0014_top_20250708_t1,109.96,178.045,9,0.618,No
1021,,bright_0014_top_20250708_t0,bright_0014_top_20250708_t1,158.028,176.114,9,0.897,No
1022,,bright_0014_top_20250708_t0,bright_0014_top_20250708_t1,35.784,180.499,9,0.198,No
1023,,bright_0014_top_20250708_t0,bright_0014_top_20250708_t1,224.27,86.977,9,2.578,No
1024,,bright_0014_top_20250708_t0,bright_0014_top_20250708_t1,234.73,75.505,9,3.109,No
1025,,bright_0014_top_20250709_t0,bright_0014_top_20250709_t1,135.95,158.382,10,0.858,No
1026,,bright_0014_top_20250709_t0,bright_0014_top_20250709_t1,112.161,160.353,10,0.699,No
1027,,bright_0014_top_20250709_t0,bright_0014_top_20250709_t1,105.159,165.076,10,0.637,No
1028,,bright_0014_top_20250709_t0,bright_0014_top_20250709_t1,202.722,143.279,10,1.415,No
1029,,bright_0014_top_20250709_t0,bright_0014_top_20250709_t1,211.514,123.976,10,1.706,No
1030,,bright_0014_top_20250709_t0,bright_0014_top_20250709_t1,374.086,136.213,10,2.746,No
1031,,bright_0014_top_20250709_t0,bright_0014_top_20250709_t1,197.307,154.003,10,1.281,No
1032,,bright_0014_top_20250709_t0,bright_0014_top_20250709_t1,382.206,115.412,10,3.312,No
1033,,bright_0015_top_20250709_t0,bright_0015_top_20250709_t1,189.468,227.07,9,0.834,No
1034,,bright_0015_top_20250709_t0,bright_0015_top_20250709_t1,196.485,189.621,9,1.036,No
1035,,bright_0015_top_20250709_t0,bright_0015_top_20250709_t1,108.915,230.868,9,0.472,No
1036,,bright_0015_top_20250709_t0,bright_0015_top_20250709_t1,47.151,129.356,9,0.365,No
1037,,bright_0015_top_20250709_t0,bright_0015_top_20250709_t1,203.576,195.233,9,1.043,No
1038,,bright_0015_top_20250709_t0,bright_0015_top_20250709_t1,122.798,206.17,9,0.596,No
1039,,bright_0015_top_20250709_t0,bright_0015_top_20250709_t1,465.783,162.742,9,2.862,No
1042,,bright_0016_top_20250704_t0,bright_0016_top_20250704_t1,55.41,143.694,6,0.386,No
1043,,bright_0016_top_20250704_t0,bright_0016_top_20250704_t1,19.449,144.031,6,0.135,Yes
1044,,bright_0016_top_20250704_t0,bright_0016_top_20250704_t1,82.598,135.624,6,0.609,No
1045,,bright_0016_top_20250707_t0,bright_0016_top_20250707_t1,119.588,412.226,10,0.29,No
1046,,bright_0016_top_20250709_t0,bright_0016_top_20250709_t1,0.0,82.462,6,0.0,Yes
1047,,bright_0016_top_20250709_t0,bright_0016_top_20250709_t1,0.0,170.426,6,0.0,Yes
1048,,bright_0016_top_20250711_t0,bright_0016_top_20250711_t1,0.0,293.218,7,0.0,Yes
1049,,bright_0016_top_20250711_t0,bright_0016_top_20250711_t1,0.0,329.257,7,0.0,Yes
1050,,bright_0017_top_20250707_t0,bright_0017_top_20250707_t1,101.178,392.922,7,0.258,No
1051,,bright_0017_top_20250711_t0,bright_0017_top_20250711_t1,0.0,223.654,9,0.0,Yes
1052,,bright_0018_top_20250703_t0,bright_0018_top_20250703_t1,45.401,115.974,9,0.391,No
1053,,bright_0018_top_20250703_t0,bright_0018_top_20250703_t1,152.237,164.757,9,0.924,No
1054,,bright_0018_top_20250703_t0,bright_0018_top_20250703_t1,141.797,167.027,9,0.849,No
1055,,bright_0018_top_20250703_t0,bright_0018_top_20250703_t1,75.779,168.324,9,0.45,No
1056,,bright_0018_top_20250703_t0,bright_0018_top_20250703_t1,84.481,116.778,9,0.723,No
1057,,bright_0018_top_20250703_t0,bright_0018_top_20250703_t1,2.5,72.422,9,0.035,Yes
1058,,bright_0019_top_20250702_t0,bright_0019_top_20250702_t1,124.348,147.733,6,0.842,No
1059,,bright_0019_top_20250708_t0,bright_0019_top_20250708_t1,0.0,196.291,8,0.0,Yes
1060,,bright_0019_top_20250708_t0,bright_0019_top_20250708_t1,0.0,165.076,8,0.0,Yes
1061,,bright_0020_top_20250703_t0,bright_0020_top_20250703_t1,96.462,118.929,7,0.811,No
1062,,bright_0020_top_20250703_t0,bright_0020_top_20250703_t1,113.877,122.703,7,0.928,No
1063,,bright_0020_top_20250703_t0,bright_0020_top_20250703_t1,112.19,128.752,7,0.871,No
1064,,bright_0020_top_20250703_t0,bright_0020_top_20250703_t1,99.49,130.384,7,0.763,No
1065,,bright_0020_top_20250703_t0,bright_0020_top_20250703_t1,243.633,126.531,7,1.925,No
1066,,bright_0020_top_20250703_t0,bright_0020_top_20250703_t1,428.154,131.552,7,3.255,No
1067,,bright_0020_top_20250703_t0,bright_0020_top_20250703_t1,256.0,105.603,7,2.424,No
1068,,bright_0020_top_20250703_t0,bright_0020_top_20250703_t1,287.863,95.525,7,3.013,No
1069,,bright_0020_top_20250703_t0,bright_0020_top_20250703_t1,631.46,96.177,7,6.566,No
1070,,bright_0020_top_20250703_t0,bright_0020_top_20250703_t1,525.894,127.44,7,4.127,No
1071,,bright_0020_top_20250703_t0,bright_0020_top_20250703_t1,427.693,130.92,7,3.267,No
1072,,bright_0020_top_20250703_t0,bright_0020_top_20250703_t1,588.504,111.629,7,5.272,No
1073,,bright_0020_top_20250703_t0,bright_0020_top_20250703_t1,620.343,121.758,7,5.095,No
1074,,bright_0020_top_20250704_t0,bright_0020_top_20250704_t1,13.583,358.403,9,0.038,Yes
1075,,bright_0020_top_20250704_t0,bright_0020_top_20250704_t1,96.469,150.894,9,0.639,No
1076,,bright_0020_top_20250709_t0,bright_0020_top_20250709_t1,136.712,85.866,7,1.592,No
1077,,bright_0020_top_20250711_t0,bright_0020_top_20250711_t1,0.0,173.416,7,0.0,Yes
1078,,bright_0020_top_20250711_t0,bright_0020_top_20250711_t1,0.0,166.643,7,0.0,Yes
1079,,bright_0021_top_20250702_t0,bright_0021_top_20250702_t1,31.816,80.0,8,0.398,No
1080,,bright_0021_top_20250702_t0,bright_0021_top_20250702_t1,186.517,131.034,8,1.423,No
1081,,bright_0021_top_20250711_t0,bright_0021_top_20250711_t1,0.0,415.8,8,0.0,Yes
1082,,bright_0023_top_20250704_t0,bright_0023_top_20250704_t1,74.03,414.841,7,0.178,No
1083,,bright_0023_top_20250707_t0,bright_0023_top_20250707_t1,94.458,386.846,8,0.244,No
1084,,bright_0023_top_20250707_t0,bright_0023_top_20250707_t1,89.805,389.59,8,0.231,No
1085,,bright_0023_top_20250707_t0,bright_0023_top_20250707_t1,68.244,385.156,8,0.177,No
1086,,bright_0023_top_20250709_t0,bright_0023_top_20250709_t1,301.966,328.466,9,0.919,No
1087,,bright_0023_top_20250709_t0,bright_0023_top_20250709_t1,196.79,326.198,9,0.603,No
1088,,bright_0023_top_20250709_t0,bright_0023_top_20250709_t1,416.385,207.239,9,2.009,No
1091,,bright_0023_top_20250711_t0,bright_0023_top_20250711_t1,0.0,115.832,6,0.0,Yes
1092,,bright_0023_top_20250711_t0,bright_0023_top_20250711_t1,0.0,116.73,6,0.0,Yes
1093,,bright_0023_top_20250711_t0,bright_0023_top_20250711_t1,0.0,112.259,6,0.0,Yes
1094,,bright_0023_top_20250711_t0,bright_0023_top_20250711_t1,0.0,167.943,6,0.0,Yes
1095,,bright_0023_top_20250711_t0,bright_0023_top_20250711_t1,0.0,163.783,6,0.0,Yes
1096,,bright_0023_top_20250711_t0,bright_0023_top_20250711_t1,0.0,129.077,6,0.0,Yes
1097,,bright_0023_top_20250711_t0,bright_0023_top_20250711_t1,0.0,181.43,6,0.0,Yes
1098,,bright_0023_top_20250711_t0,bright_0023_top_20250711_t1,0.0,125.399,6,0.0,Yes
1099,,bright_0023_top_20250711_t0,bright_0023_top_20250711_t1,0.0,194.813,6,0.0,Yes
1100,,bright_0023_top_20250711_t0,bright_0023_top_20250711_t1,0.0,178.463,6,0.0,Yes
1101,,bright_0023_top_20250711_t0,bright_0023_top_20250711_t1,0.0,190.436,6,0.0,Yes
1102,,bright_0023_top_20250711_t0,bright_0023_top_20250711_t1,0.0,189.497,6,0.0,Yes
1103,,bright_0023_top_20250711_t0,bright_0023_top_20250711_t1,0.0,195.747,6,0.0,Yes
1104,,bright_0023_top_20250711_t0,bright_0023_top_20250711_t1,0.0,189.156,6,0.0,Yes
1105,,bright_0023_top_20250711_t0,bright_0023_top_20250711_t1,0.0,153.844,6,0.0,Yes
1106,,bright_0024_top_20250707_t0,bright_0024_top_20250707_t1,178.34,283.064,9,0.63,No
1107,,bright_0024_top_20250711_t0,bright_0024_top_20250711_t1,0.0,132.823,9,0.0,Yes
1108,,bright_0024_top_20250711_t0,bright_0024_top_20250711_t1,0.0,145.962,9,0.0,Yes
1109,,bright_0024_top_20250711_t0,bright_0024_top_20250711_t1,0.0,187.385,9,0.0,Yes
1110,,bright_0024_top_20250711_t0,bright_0024_top_20250711_t1,0.0,190.709,9,0.0,Yes
1111,,bright_0024_top_20250711_t0,bright_0024_top_20250711_t1,0.0,203.686,9,0.0,Yes
1112,,bright_0024_top_20250711_t0,bright_0024_top_20250711_t1,0.0,158.316,9,0.0,Yes
1113,,bright_0024_top_20250711_t0,bright_0024_top_20250711_t1,0.0,162.163,9,0.0,Yes
1114,,bright_0024_top_20250711_t0,bright_0024_top_20250711_t1,0.0,157.305,9,0.0,Yes
1115,,bright_0024_top_20250711_t0,bright_0024_top_20250711_t1,0.0,178.844,9,0.0,Yes
1116,,bright_0024_top_20250711_t0,bright_0024_top_20250711_t1,0.0,196.061,9,0.0,Yes
1117,,bright_0024_top_20250711_t0,bright_0024_top_20250711_t1,0.0,169.664,9,0.0,Yes
1118,,bright_0024_top_20250711_t0,bright_0024_top_20250711_t1,0.0,137.419,9,0.0,Yes
1119,,bright_0024_top_20250711_t0,bright_0024_top_20250711_t1,0.0,161.484,9,0.0,Yes
1120,,bright_0024_top_20250711_t0,bright_0024_top_20250711_t1,0.0,180.834,9,0.0,Yes
1121,,bright_0024_top_20250711_t0,bright_0024_top_20250711_t1,0.0,171.817,9,0.0,Yes
1122,,bright_0025_top_20250704_t0,bright_0025_top_20250704_t1,185.826,318.176,7,0.584,No
1123,,bright_0025_top_20250704_t0,bright_0025_top_20250704_t1,182.489,268.924,7,0.679,No
