vehicle_id,t0_image,t1_image,t0_x1,t0_y1,t0_x2,t0_y2,t1_x1,t1_y1,t1_x2,t1_y2,t0_orig_x1,t0_orig_y1,t0_orig_x2,t0_orig_y2,t1_orig_x1,t1_orig_y1,t1_orig_x2,t1_orig_y2,iou,reid_similarity,final_score,note,is_matched
51,0002_top_20250705_t0.png_detect.csv,0002_top_20250705_t1.png_detect.csv,766,542,1227,681,823,544,1230,667,260,378,293,433,342,405,377,460,0.771040218470705,0.7729012966156006,0.771040218470705,hungarian,1
52,0002_top_20250705_t0.png_detect.csv,0002_top_20250705_t1.png_detect.csv,961,439,1240,497,990,448,1238,497,337,482,374,545,420,511,458,567,0.7509578544061303,0.6770387887954712,0.7509578544061303,hungarian,1
53,0002_top_20250705_t0.png_detect.csv,0002_top_20250705_t1.png_detect.csv,1210,471,1273,492,1210,471,1275,492,378,466,414,525,463,494,501,551,0.9692307692307692,0.8814377188682556,0.9692307692307692,hungarian,1
54,0002_top_20250705_t0.png_detect.csv,0002_top_20250705_t1.png_detect.csv,1281,506,1302,519,1281,508,1303,522,355,302,395,360,437,334,477,390,0.66,0.8313859701156616,0.66,hungarian,1
55,0002_top_20250705_t0.png_detect.csv,0002_top_20250705_t1.png_detect.csv,1292,505,1306,515,1291,506,1308,518,378,285,413,342,459,319,497,377,0.5779816513761468,0.7640297412872314,0.5779816513761468,hungarian,1
56,0002_top_20250705_t0.png_detect.csv,0002_top_20250705_t1.png_detect.csv,1100,522,1259,573,1100,525,1258,572,276,365,317,421,360,396,399,452,0.9157725983475151,0.8296569585800171,0.9157725983475151,hungarian,1
57,0002_top_20250705_t0.png_detect.csv,0002_top_20250705_t1.png_detect.csv,1207,515,1276,537,1206,517,1276,540,300,350,335,408,383,380,418,437,0.7894736842105263,0.83567214012146,0.7894736842105263,hungarian,1
58,0002_top_20250705_t0.png_detect.csv,0002_top_20250705_t1.png_detect.csv,1242,510,1287,530,1240,512,1288,533,316,335,355,394,399,365,438,424,0.7377049180327869,0.857738196849823,0.7377049180327869,hungarian,1
59,0002_top_20250705_t0.png_detect.csv,0002_top_20250705_t1.png_detect.csv,860,170,2368,692,891,246,2146,723,243,393,273,449,321,422,360,481,0.677572780393206,0.8289677500724792,0.677572780393206,hungarian,1
60,0002_top_20250705_t0.png_detect.csv,0002_top_20250705_t1.png_detect.csv,1164,465,1257,491,1150,465,1259,494,362,480,394,533,442,503,478,559,0.7649478013286934,0.8707965612411499,0.7649478013286934,hungarian,1
61,0002_top_20250705_t0.png_detect.csv,0002_top_20250705_t1.png_detect.csv,1269,509,1294,522,1267,511,1296,526,339,320,370,373,419,347,455,405,0.5670103092783505,0.6570829749107361,0.5670103092783505,hungarian,1
62,0002_top_20250705_t0.png_detect.csv,0002_top_20250705_t1.png_detect.csv,1085,600,1269,820,1075,608,1267,836,165,182,202,246,244,217,282,279,0.8448064459625153,0.8988349437713623,0.8448064459625153,reid_assist,1
63,,0002_top_20250705_t1.png_detect.csv,,,,,1298,556,1313,574,,,,,307,100,339,156,0.0,0.0,0.0,new,0
64,,0002_top_20250705_t1.png_detect.csv,,,,,1322,507,1326,513,,,,,557,165,594,221,0.0,0.0,0.0,new,0
65,,0002_top_20250705_t1.png_detect.csv,,,,,1327,525,1329,530,,,,,459,13,491,42,0.0,0.0,0.0,new,0
66,,0002_top_20250705_t1.png_detect.csv,,,,,1292,602,1309,643,,,,,201,14,232,50,0.0,0.0,0.0,new,0
67,,0002_top_20250705_t1.png_detect.csv,,,,,1318,509,1323,516,,,,,519,190,554,244,0.0,0.0,0.0,new,0
68,,0002_top_20250705_t1.png_detect.csv,,,,,1327,518,1330,523,,,,,518,26,548,83,0.0,0.0,0.0,new,0
69,,0002_top_20250705_t1.png_detect.csv,,,,,1328,524,1330,526,,,,,488,12,506,28,0.0,0.0,0.0,new,0
70,,0002_top_20250705_t1.png_detect.csv,,,,,738,571,1240,861,,,,,304,345,343,404,0.0,0.0,0.0,new,0
71,,0002_top_20250705_t1.png_detect.csv,,,,,1307,487,1316,495,,,,,598,385,634,442,0.0,0.0,0.0,new,0
72,,0002_top_20250705_t1.png_detect.csv,,,,,1318,501,1324,508,,,,,577,232,610,293,0.0,0.0,0.0,new,0
73,,0002_top_20250705_t1.png_detect.csv,,,,,1316,511,1321,517,,,,,506,209,531,256,0.0,0.0,0.0,new,0
74,,0002_top_20250705_t1.png_detect.csv,,,,,1102,-4654,5623,814,,,,,224,233,264,304,0.0,0.0,0.0,new,0
75,,0002_top_20250705_t1.png_detect.csv,,,,,1481,-4261,8274,418,,,,,242,396,281,456,0.0,0.0,0.0,new,0
76,,0002_top_20250705_t1.png_detect.csv,,,,,1310,488,1317,495,,,,,618,373,639,433,0.0,0.0,0.0,new,0
77,,0002_top_20250705_t1.png_detect.csv,,,,,1324,520,1328,527,,,,,475,50,514,107,0.0,0.0,0.0,new,0
78,,0002_top_20250705_t1.png_detect.csv,,,,,1312,513,1319,520,,,,,481,219,511,268,0.0,0.0,0.0,new,0
79,,0002_top_20250705_t1.png_detect.csv,,,,,1307,515,1316,523,,,,,458,230,492,285,0.0,0.0,0.0,new,0
80,,0002_top_20250705_t1.png_detect.csv,,,,,1303,486,1313,494,,,,,581,403,613,455,0.0,0.0,0.0,new,0
81,,0002_top_20250705_t1.png_detect.csv,,,,,1275,557,1304,587,,,,,306,172,343,233,0.0,0.0,0.0,new,0
82,,0002_top_20250705_t1.png_detect.csv,,,,,1326,519,1329,525,,,,,497,38,531,92,0.0,0.0,0.0,new,0
83,,0002_top_20250705_t1.png_detect.csv,,,,,1322,522,1327,529,,,,,458,63,495,123,0.0,0.0,0.0,new,0
84,,0002_top_20250705_t1.png_detect.csv,,,,,1314,503,1321,510,,,,,537,256,573,310,0.0,0.0,0.0,new,0
85,,0002_top_20250705_t1.png_detect.csv,,,,,1298,485,1310,495,,,,,559,416,595,468,0.0,0.0,0.0,new,0
86,,0002_top_20250705_t1.png_detect.csv,,,,,1317,528,1324,536,,,,,418,92,453,149,0.0,0.0,0.0,new,0
87,,0002_top_20250705_t1.png_detect.csv,,,,,1296,476,1309,485,,,,,597,469,638,526,0.0,0.0,0.0,new,0
88,,0002_top_20250705_t1.png_detect.csv,,,,,1290,484,1306,495,,,,,541,428,578,486,0.0,0.0,0.0,new,0
89,,0002_top_20250705_t1.png_detect.csv,,,,,1314,530,1322,539,,,,,400,102,438,160,0.0,0.0,0.0,new,0
90,,0002_top_20250705_t1.png_detect.csv,,,,,1287,473,1305,484,,,,,577,485,618,546,0.0,0.0,0.0,new,0
91,,0002_top_20250705_t1.png_detect.csv,,,,,1320,525,1325,532,,,,,436,79,474,133,0.0,0.0,0.0,new,0
92,,0002_top_20250705_t1.png_detect.csv,,,,,1296,544,1312,559,,,,,342,153,380,211,0.0,0.0,0.0,new,0
93,,0002_top_20250705_t1.png_detect.csv,,,,,1454,301,1818,462,,,,,261,463,301,527,0.0,0.0,0.0,new,0
94,,0002_top_20250705_t1.png_detect.csv,,,,,1310,504,1318,512,,,,,517,271,554,325,0.0,0.0,0.0,new,0
95,,0002_top_20250705_t1.png_detect.csv,,,,,1325,521,1328,526,,,,,482,49,510,102,0.0,0.0,0.0,new,0
96,,0002_top_20250705_t1.png_detect.csv,,,,,1316,502,1322,509,,,,,558,245,595,299,0.0,0.0,0.0,new,0
97,,0002_top_20250705_t1.png_detect.csv,,,,,1302,478,1311,487,,,,,616,446,639,510,0.0,0.0,0.0,new,0
98,,0002_top_20250705_t1.png_detect.csv,,,,,1309,533,1319,543,,,,,382,123,419,178,0.0,0.0,0.0,new,0
99,,0002_top_20250705_t1.png_detect.csv,,,,,1284,509,1302,520,,,,,443,335,473,388,0.0,0.0,0.0,new,0
100,,0002_top_20250705_t1.png_detect.csv,,,,,1306,505,1316,513,,,,,500,283,535,340,0.0,0.0,0.0,new,0
101,,0002_top_20250705_t1.png_detect.csv,,,,,1326,520,1329,524,,,,,500,35,525,84,0.0,0.0,0.0,new,0
102,,0002_top_20250705_t1.png_detect.csv,,,,,1300,505,1313,516,,,,,479,300,517,359,0.0,0.0,0.0,new,0
103,,0002_top_20250705_t1.png_detect.csv,,,,,-1867,351,1659,1793,,,,,281,452,320,515,0.0,0.0,0.0,new,0
104,,0002_top_20250705_t1.png_detect.csv,,,,,1314,511,1321,518,,,,,499,211,534,261,0.0,0.0,0.0,new,0
105,,0002_top_20250705_t1.png_detect.csv,,,,,1516,-1445,6223,445,,,,,288,456,317,510,0.0,0.0,0.0,new,0
106,,0002_top_20250705_t1.png_detect.csv,,,,,1320,525,1325,531,,,,,443,80,471,131,0.0,0.0,0.0,new,0
107,,0002_top_20250705_t1.png_detect.csv,,,,,1269,467,1297,482,,,,,544,504,583,567,0.0,0.0,0.0,new,0
108,,0002_top_20250705_t1.png_detect.csv,,,,,1053,-1854,11894,615,,,,,299,435,342,495,0.0,0.0,0.0,new,0
109,,0002_top_20250705_t1.png_detect.csv,,,,,1301,506,1312,515,,,,,483,302,513,355,0.0,0.0,0.0,new,0
110,,0002_top_20250705_t1.png_detect.csv,,,,,-694,670,1221,2927,,,,,230,241,257,303,0.0,0.0,0.0,new,0
111,,0002_top_20250705_t1.png_detect.csv,,,,,1009,-4979,12558,635,,,,,306,436,338,490,0.0,0.0,0.0,new,0
112,,0002_top_20250705_t1.png_detect.csv,,,,,1303,537,1316,550,,,,,362,140,401,200,0.0,0.0,0.0,new,0
113,,0002_top_20250705_t1.png_detect.csv,,,,,1316,511,1322,517,,,,,508,205,537,254,0.0,0.0,0.0,new,0
114,,0002_top_20250705_t1.png_detect.csv,,,,,1279,467,1297,480,,,,,567,511,593,568,0.0,0.0,0.0,new,0
115,,0002_top_20250705_t1.png_detect.csv,,,,,1248,568,1296,619,,,,,285,190,324,253,0.0,0.0,0.0,new,0
116,,0002_top_20250705_t1.png_detect.csv,,,,,1311,504,1318,511,,,,,524,273,550,322,0.0,0.0,0.0,new,0
117,,0002_top_20250705_t1.png_detect.csv,,,,,1315,531,1322,538,,,,,407,106,434,159,0.0,0.0,0.0,new,0
118,,0002_top_20250705_t1.png_detect.csv,,,,,1297,476,1308,484,,,,,603,473,633,524,0.0,0.0,0.0,new,0
119,,0002_top_20250705_t1.png_detect.csv,,,,,1318,528,1323,535,,,,,423,92,450,139,0.0,0.0,0.0,new,0
120,,0002_top_20250705_t1.png_detect.csv,,,,,1319,502,1324,507,,,,,581,235,608,286,0.0,0.0,0.0,new,0
121,,0002_top_20250705_t1.png_detect.csv,,,,,1305,539,1315,548,,,,,368,143,397,195,0.0,0.0,0.0,new,0
122,,0002_top_20250705_t1.png_detect.csv,,,,,1293,507,1308,517,,,,,463,317,492,373,0.0,0.0,0.0,new,0
123,,0002_top_20250705_t1.png_detect.csv,,,,,1202,588,1282,678,,,,,264,203,298,265,0.0,0.0,0.0,new,0
124,,0002_top_20250707_t1.png_detect.csv,,,,,1371,256,1483,1410,,,,,245,112,302,202,0.0,0.0,0.0,new,0
125,,0002_top_20250707_t1.png_detect.csv,,,,,1391,903,1732,1014,,,,,378,486,470,568,0.0,0.0,0.0,new,0
126,,0002_top_20250707_t1.png_detect.csv,,,,,1308,920,1480,1139,,,,,361,563,455,635,0.0,0.0,0.0,new,0
127,0002_top_20250711_t0.JPG_detect.csv,0002_top_20250711_t1.JPG_detect.csv,80,164,131,201,80,164,131,201,80,164,131,201,80,164,131,201,1.0,1.0,1.0,hungarian,1
128,0002_top_20250711_t0.JPG_detect.csv,0002_top_20250711_t1.JPG_detect.csv,82,235,127,271,82,235,127,271,82,235,127,271,82,235,127,271,1.0,0.9999998807907104,1.0,hungarian,1
129,0002_top_20250711_t0.JPG_detect.csv,0002_top_20250711_t1.JPG_detect.csv,82,377,129,412,82,377,129,412,82,377,129,412,82,377,129,412,1.0,1.0,1.0,hungarian,1
130,0002_top_20250711_t0.JPG_detect.csv,0002_top_20250711_t1.JPG_detect.csv,206,300,233,371,206,300,233,371,206,300,233,371,206,300,233,371,1.0,1.0,1.0,hungarian,1
131,0002_top_20250711_t0.JPG_detect.csv,0002_top_20250711_t1.JPG_detect.csv,381,375,404,450,381,375,404,450,381,375,404,450,381,375,404,450,1.0,1.0,1.0,hungarian,1
132,0002_top_20250711_t0.JPG_detect.csv,0002_top_20250711_t1.JPG_detect.csv,95,0,135,28,95,0,135,28,95,0,135,28,95,0,135,28,1.0,1.0000001192092896,1.0,hungarian,1
133,0002_top_20250711_t0.JPG_detect.csv,0002_top_20250711_t1.JPG_detect.csv,421,374,449,452,421,374,449,452,421,374,449,452,421,374,449,452,1.0,1.0,1.0,hungarian,1
134,0002_top_20250711_t0.JPG_detect.csv,0002_top_20250711_t1.JPG_detect.csv,357,381,384,449,357,381,384,449,357,381,384,449,357,381,384,449,1.0,1.0000001192092896,1.0,hungarian,1
135,0002_top_20250711_t0.JPG_detect.csv,0002_top_20250711_t1.JPG_detect.csv,211,97,239,151,211,97,239,151,211,97,239,151,211,97,239,151,1.0,1.0,1.0,hungarian,1
136,0002_top_20250711_t0.JPG_detect.csv,0002_top_20250711_t1.JPG_detect.csv,266,148,293,205,266,148,293,205,266,148,293,205,266,148,293,205,1.0,1.0,1.0,hungarian,1
137,0002_top_20250711_t0.JPG_detect.csv,0002_top_20250711_t1.JPG_detect.csv,231,113,257,161,231,113,257,161,231,113,257,161,231,113,257,161,1.0,1.0000001192092896,1.0,hungarian,1
138,0002_top_20250711_t0.JPG_detect.csv,0002_top_20250711_t1.JPG_detect.csv,246,128,276,191,246,128,276,191,246,128,276,191,246,128,276,191,1.0,1.0,1.0,hungarian,1
139,0002_top_20250711_t0.JPG_detect.csv,0002_top_20250711_t1.JPG_detect.csv,251,127,274,181,251,127,274,181,251,127,274,181,251,127,274,181,1.0,1.0,1.0,hungarian,1
140,0003_top_20250626_t0.jpg_detect.csv,0003_top_20250626_t1.jpg_detect.csv,253,285,279,380,245,248,273,367,253,285,279,380,245,248,273,367,0.3940413262854397,0.6907737851142883,0.3940413262854397,hungarian,1
141,0003_top_20250626_t0.jpg_detect.csv,0003_top_20250626_t1.jpg_detect.csv,391,110,420,226,398,79,426,197,391,110,420,226,398,79,426,197,0.40260832982751366,0.9019011855125427,0.40260832982751366,hungarian,1
142,0003_top_20250626_t0.jpg_detect.csv,0003_top_20250626_t1.jpg_detect.csv,250,59,279,175,248,6,278,134,250,59,279,175,248,6,278,134,0.4114420062695925,0.943928599357605,0.4114420062695925,hungarian,1
143,0003_top_20250626_t0.jpg_detect.csv,0003_top_20250626_t1.jpg_detect.csv,392,265,416,360,393,241,418,335,392,265,416,360,393,241,418,335,0.5331125827814569,0.7491304874420166,0.5331125827814569,hungarian,1
144,,0003_top_20250626_t1.jpg_detect.csv,,,,,405,0,433,38,,,,,405,0,433,38,0.0,0.0,0.0,new,0
145,0003_top_20250711_t0.JPG_detect.csv,0003_top_20250711_t1.JPG_detect.csv,1088,321,1146,372,1085,325,1145,369,74,198,124,362,74,198,124,362,0.8116504854368932,1.0,0.8116504854368932,hungarian,1
146,,0003_top_20250711_t1.JPG_detect.csv,,,,,809,551,941,618,,,,,456,384,505,524,0.0,0.0,0.0,new,0
147,,0003_top_20250711_t1.JPG_detect.csv,,,,,834,517,956,577,,,,,403,399,456,529,0.0,0.0,0.0,new,0
148,,0003_top_20250711_t1.JPG_detect.csv,,,,,734,621,885,711,,,,,553,400,603,533,0.0,0.0,0.0,new,0
149,0004_top_20250623_t0.jpg_detect.csv,0004_top_20250623_t1.jpg_detect.csv,363,121,414,319,356,160,427,351,363,121,414,319,356,160,427,351,0.5214790996784566,0.8227211833000183,0.5214790996784566,hungarian,1
150,,0004_top_20250623_t1.jpg_detect.csv,,,,,283,0,360,99,,,,,283,0,360,99,0.0,0.0,0.0,new,0
151,,0004_top_20250623_t1.jpg_detect.csv,,,,,56,0,141,116,,,,,56,0,141,116,0.0,0.0,0.0,new,0
152,,0004_top_20250623_t1.jpg_detect.csv,,,,,86,33,191,239,,,,,86,33,191,239,0.0,0.0,0.0,new,0
153,,0004_top_20250623_t1.jpg_detect.csv,,,,,143,168,216,318,,,,,143,168,216,318,0.0,0.0,0.0,new,0
154,,0004_top_20250623_t1.jpg_detect.csv,,,,,421,390,479,569,,,,,421,390,479,569,0.0,0.0,0.0,new,0
155,,0004_top_20250623_t1.jpg_detect.csv,,,,,174,263,248,419,,,,,174,263,248,419,0.0,0.0,0.0,new,0
156,0004_top_20250702_t0.jpg_detect.csv,0004_top_20250702_t1.jpg_detect.csv,199,421,392,549,164,470,338,578,199,421,392,549,164,470,338,578,0.3377210518222359,0.6883260607719421,0.3377210518222359,hungarian,1
157,0004_top_20250702_t0.jpg_detect.csv,0004_top_20250702_t1.jpg_detect.csv,199,622,371,640,177,617,338,640,199,622,371,640,177,617,338,640,0.582266697696067,0.6023629307746887,0.582266697696067,hungarian,1
