vehicle_id,t0_image,t1_image,t0_x1,t0_y1,t0_x2,t0_y2,t1_x1,t1_y1,t1_x2,t1_y2,t0_orig_x1,t0_orig_y1,t0_orig_x2,t0_orig_y2,t1_orig_x1,t1_orig_y1,t1_orig_x2,t1_orig_y2,iou,reid_similarity,final_score,note,is_matched
249,,0004_top_20250705_t1.JPG_detect.csv,,,,,1678,292,1719,357,,,,,331,28,356,94,0.0,0.0,0.0,new,0
250,,0004_top_20250705_t1.JPG_detect.csv,,,,,1985,598,2029,643,,,,,611,323,639,377,0.0,0.0,0.0,new,0
251,,0004_top_20250705_t1.JPG_detect.csv,,,,,1614,253,1656,315,,,,,280,0,307,60,0.0,0.0,0.0,new,0
252,,0004_top_20250705_t1.JPG_detect.csv,,,,,1642,269,1686,334,,,,,302,11,330,75,0.0,0.0,0.0,new,0
253,0004_top_20250707_t0.png_detect.csv,0004_top_20250707_t1.png_detect.csv,419,605,453,653,422,604,456,656,265,37,325,109,228,97,290,144,0.7782426778242678,0.7335236668586731,0.7782426778242678,hungarian,1
254,0004_top_20250707_t0.png_detect.csv,0004_top_20250707_t1.png_detect.csv,433,468,473,531,430,467,476,536,420,77,500,164,383,27,465,93,0.7939508506616257,0.845819890499115,0.7939508506616257,hungarian,1
255,0004_top_20250707_t0.png_detect.csv,0004_top_20250707_t1.png_detect.csv,507,732,553,789,494,732,559,793,81,229,152,334,99,351,160,478,0.6612862547288777,0.7903724312782288,0.6612862547288777,hungarian,1
256,0004_top_20250707_t0.png_detect.csv,0004_top_20250707_t1.png_detect.csv,633,579,671,625,624,575,680,627,290,542,350,635,355,527,407,637,0.6002747252747253,0.7663354277610779,0.6002747252747253,hungarian,1
257,0004_top_20250707_t0.png_detect.csv,0004_top_20250707_t1.png_detect.csv,426,536,465,587,424,540,464,595,349,56,413,141,306,56,371,118,0.743237619642114,0.48345643281936646,0.743237619642114,hungarian,1
258,0004_top_20250707_t0.png_detect.csv,0004_top_20250707_t1.png_detect.csv,449,385,489,452,446,393,487,461,520,119,605,205,480,8,564,61,0.6949783013019218,0.6676187515258789,0.6949783013019218,hungarian,1
259,,0004_top_20250707_t1.png_detect.csv,,,,,469,337,493,378,,,,,588,3,639,33,0.0,0.0,0.0,new,0
260,0005_top_20250626_t0.jpg_detect.csv,0005_top_20250626_t1.jpg_detect.csv,415,559,455,617,408,545,452,620,243,546,272,639,219,373,251,508,0.6177317213586644,0.7241429686546326,0.6177317213586644,hungarian,1
261,0005_top_20250626_t0.jpg_detect.csv,0005_top_20250626_t1.jpg_detect.csv,457,724,502,801,455,719,500,802,236,216,265,338,222,36,253,163,0.8513756749807149,0.8869857788085938,0.8513756749807149,hungarian,1
262,0005_top_20250626_t0.jpg_detect.csv,0005_top_20250626_t1.jpg_detect.csv,437,637,483,713,436,636,480,714,236,371,267,493,217,193,249,322,0.892896174863388,0.8429680466651917,0.892896174863388,hungarian,1
263,0005_top_20250626_t0.jpg_detect.csv,0005_top_20250626_t1.jpg_detect.csv,284,646,315,697,272,652,313,717,395,466,420,553,383,305,409,396,0.4437266235974158,0.8086373805999756,0.4437266235974158,hungarian,1
264,,0005_top_20250626_t1.jpg_detect.csv,,,,,257,546,305,627,,,,,372,450,401,579,0.0,0.0,0.0,new,0
265,,0005_top_20250626_t1.jpg_detect.csv,,,,,478,805,501,823,,,,,228,0,254,9,0.0,0.0,0.0,new,0
266,,0005_top_20250704_t1.JPG_detect.csv,,,,,2052,995,2096,1072,,,,,558,293,594,426,0.0,0.0,0.0,new,0
267,,0005_top_20250704_t1.JPG_detect.csv,,,,,1846,1000,1896,1084,,,,,338,252,377,399,0.0,0.0,0.0,new,0
268,,0005_top_20250704_t1.JPG_detect.csv,,,,,1774,1016,1823,1081,,,,,258,262,298,375,0.0,0.0,0.0,new,0
269,0005_top_20250705_t0.JPG_detect.csv,0005_top_20250705_t1.JPG_detect.csv,1192,979,1272,1065,1194,999,1275,1102,370,87,387,133,370,87,387,133,0.5109677419354839,1.0,0.5109677419354839,hungarian,1
270,0005_top_20250705_t0.JPG_detect.csv,0005_top_20250705_t1.JPG_detect.csv,1005,1036,1129,1097,1055,1026,1139,1091,406,78,428,103,406,78,428,103,0.45454545454545453,1.0,0.45454545454545453,hungarian,1
271,,0005_top_20250705_t1.JPG_detect.csv,,,,,1227,539,1322,647,,,,,391,317,412,370,0.0,0.0,0.0,new,0
272,,0005_top_20250705_t1.JPG_detect.csv,,,,,897,1032,966,1108,,,,,457,48,474,82,0.0,0.0,0.0,new,0
273,,0005_top_20250705_t1.JPG_detect.csv,,,,,833,1026,900,1097,,,,,478,45,495,77,0.0,0.0,0.0,new,0
274,,0005_top_20250705_t1.JPG_detect.csv,,,,,777,1017,845,1096,,,,,496,38,513,75,0.0,0.0,0.0,new,0
275,,0005_top_20250705_t1.JPG_detect.csv,,,,,899,1037,958,1099,,,,,459,52,474,79,0.0,0.0,0.0,new,0
276,,0005_top_20250705_t1.JPG_detect.csv,,,,,747,1014,812,1092,,,,,507,36,523,73,0.0,0.0,0.0,new,0
277,,0005_top_20250705_t1.JPG_detect.csv,,,,,797,1018,870,1102,,,,,488,38,506,77,0.0,0.0,0.0,new,0
278,,0005_top_20250705_t1.JPG_detect.csv,,,,,790,1020,854,1093,,,,,493,41,509,75,0.0,0.0,0.0,new,0
279,,0005_top_20250705_t1.JPG_detect.csv,,,,,971,1020,1036,1099,,,,,437,61,452,97,0.0,0.0,0.0,new,0
280,,0005_top_20250705_t1.JPG_detect.csv,,,,,766,1016,836,1092,,,,,499,39,517,74,0.0,0.0,0.0,new,0
281,0005_top_20250707_t0.png_detect.csv,0005_top_20250707_t1.png_detect.csv,477,808,519,875,480,810,520,875,214,367,251,507,276,340,301,440,0.8805140673845085,0.8661552667617798,0.8805140673845085,hungarian,1
282,,0005_top_20250707_t1.png_detect.csv,,,,,448,698,478,714,,,,,281,614,307,640,0.0,0.0,0.0,new,0
283,0005_top_20250709_t0.png_detect.csv,0005_top_20250709_t1.png_detect.csv,981,497,1036,573,975,483,1031,564,103,402,150,443,181,465,229,507,0.6243011554230339,0.6874207854270935,0.6243011554230339,hungarian,1
284,0005_top_20250709_t0.png_detect.csv,0005_top_20250709_t1.png_detect.csv,999,597,1052,660,984,598,1039,668,173,431,215,479,255,498,295,544,0.5266510936504566,0.9441321492195129,0.5266510936504566,hungarian,1
285,0005_top_20250709_t0.png_detect.csv,0005_top_20250709_t1.png_detect.csv,1230,542,1304,599,1238,542,1311,600,215,122,236,193,287,176,311,245,0.8021321961620469,0.7004920840263367,0.8021321961620469,hungarian,1
286,,0005_top_20250709_t1.png_detect.csv,,,,,1225,1044,1298,1123,,,,,580,391,624,449,0.0,0.0,0.0,new,0
287,0006_top_20250707_t0.JPG_detect.csv,0006_top_20250707_t1.JPG_detect.csv,1167,926,1221,1013,1170,926,1218,1001,9,182,48,302,293,164,328,271,0.7662835249042146,0.7739019393920898,0.7662835249042146,hungarian,1
288,,0006_top_20250707_t1.JPG_detect.csv,,,,,1440,727,1574,863,,,,,0,361,109,547,0.0,0.0,0.0,new,0
289,,0006_top_20250707_t1.JPG_detect.csv,,,,,1334,918,1377,992,,,,,161,170,197,280,0.0,0.0,0.0,new,0
290,,0006_top_20250707_t1.JPG_detect.csv,,,,,1411,921,1451,989,,,,,97,171,130,275,0.0,0.0,0.0,new,0
291,,0006_top_20250707_t1.JPG_detect.csv,,,,,1220,928,1264,1005,,,,,255,156,289,268,0.0,0.0,0.0,new,0
292,,0006_top_20250707_t1.JPG_detect.csv,,,,,1265,928,1308,1003,,,,,219,157,253,267,0.0,0.0,0.0,new,0
293,,0006_top_20250707_t1.JPG_detect.csv,,,,,1374,921,1414,988,,,,,129,174,162,276,0.0,0.0,0.0,new,0
294,,0006_top_20250707_t1.JPG_detect.csv,,,,,1518,918,1558,994,,,,,0,158,32,277,0.0,0.0,0.0,new,0
295,,0006_top_20250707_t1.JPG_detect.csv,,,,,1453,920,1493,994,,,,,60,162,92,276,0.0,0.0,0.0,new,0
296,,0006_top_20250707_t1.JPG_detect.csv,,,,,1484,919,1526,995,,,,,30,159,64,276,0.0,0.0,0.0,new,0
297,,0006_top_20250707_t1.JPG_detect.csv,,,,,1476,919,1518,996,,,,,37,158,71,276,0.0,0.0,0.0,new,0
298,0006_top_20250708_t0.jpg_detect.csv,0006_top_20250708_t1.jpg_detect.csv,761,982,830,1061,780,993,817,1062,222,266,294,548,138,259,212,529,0.4584548104956268,0.8274701237678528,0.4584548104956268,hungarian,1
299,0006_top_20250708_t0.jpg_detect.csv,0006_top_20250708_t1.jpg_detect.csv,774,999,859,1064,819,1002,854,1071,311,290,382,567,227,281,297,554,0.37608318890814557,0.8097702264785767,0.37608318890814557,hungarian,1
300,0006_top_20250708_t0.jpg_detect.csv,0006_top_20250708_t1.jpg_detect.csv,746,987,781,1060,737,990,777,1060,125,273,200,549,40,261,121,535,0.6813186813186813,0.9142090082168579,0.6813186813186813,hungarian,1
301,,0006_top_20250708_t1.jpg_detect.csv,,,,,852,1001,887,1074,,,,,304,269,373,554,0.0,0.0,0.0,new,0
302,,0006_top_20250708_t1.jpg_detect.csv,,,,,886,1004,922,1078,,,,,381,269,453,561,0.0,0.0,0.0,new,0
303,,0006_top_20250708_t1.jpg_detect.csv,,,,,918,1014,954,1086,,,,,457,297,528,584,0.0,0.0,0.0,new,0
304,,0006_top_20250708_t1.jpg_detect.csv,,,,,953,1015,991,1083,,,,,537,289,615,556,0.0,0.0,0.0,new,0
305,,0006_top_20250708_t1.jpg_detect.csv,,,,,986,1019,1001,1085,,,,,613,295,639,562,0.0,0.0,0.0,new,0
306,0006_top_20250711_t0.JPG_detect.csv,0006_top_20250711_t1.JPG_detect.csv,749,640,793,698,748,640,792,699,353,314,477,481,353,314,477,481,0.9397136397889977,1.0,0.9397136397889977,hungarian,1
307,0006_top_20250711_t0.JPG_detect.csv,0006_top_20250711_t1.JPG_detect.csv,728,719,788,765,727,720,785,763,205,246,296,477,205,246,296,477,0.8744202640028541,1.0000001192092896,0.8744202640028541,hungarian,1
308,0006_top_20250711_t0.JPG_detect.csv,0006_top_20250711_t1.JPG_detect.csv,725,748,787,787,725,748,783,784,156,244,232,479,156,244,232,479,0.8635235732009926,1.0,0.8635235732009926,hungarian,1
309,0006_top_20250711_t0.JPG_detect.csv,0006_top_20250711_t1.JPG_detect.csv,735,744,790,783,734,744,786,780,167,279,243,490,167,279,243,490,0.8418156808803301,1.0,0.8418156808803301,hungarian,1
310,0006_top_20250711_t0.JPG_detect.csv,0006_top_20250711_t1.JPG_detect.csv,747,677,785,717,747,678,783,717,310,313,392,455,310,313,392,455,0.9236842105263158,1.0,0.9236842105263158,hungarian,1
311,0007_top_20250626_t0.jpg_detect.csv,0007_top_20250626_t1.jpg_detect.csv,457,725,488,799,457,723,504,795,261,405,331,459,205,430,236,569,0.6185860889395667,0.6114097237586975,0.6185860889395667,hungarian,1
312,0007_top_20250626_t0.jpg_detect.csv,0007_top_20250626_t1.jpg_detect.csv,481,813,510,884,481,812,526,880,350,372,414,420,208,264,238,384,0.6117758186397985,0.40191686153411865,0.6117758186397985,hungarian,1
313,0007_top_20250626_t0.jpg_detect.csv,0007_top_20250626_t1.jpg_detect.csv,500,900,533,988,500,899,556,984,434,340,509,392,209,78,244,216,0.5666394112837285,0.6641948819160461,0.5666394112837285,hungarian,1
314,,0007_top_20250626_t1.jpg_detect.csv,,,,,321,885,359,945,,,,,391,221,418,320,0.0,0.0,0.0,new,0
315,,0007_top_20250626_t1.jpg_detect.csv,,,,,451,691,482,711,,,,,202,607,233,639,0.0,0.0,0.0,new,0
316,,0007_top_20250626_t1.jpg_detect.csv,,,,,306,812,346,867,,,,,386,367,418,461,0.0,0.0,0.0,new,0
317,,0007_top_20250702_t1.jpg_detect.csv,,,,,-82,-990,1116,772,,,,,284,118,319,266,0.0,0.0,0.0,new,0
318,,0007_top_20250702_t1.jpg_detect.csv,,,,,-1785,-524,1708,804,,,,,0,132,33,257,0.0,0.0,0.0,new,0
319,,0007_top_20250702_t1.jpg_detect.csv,,,,,-222956,-127557,23329,15298,,,,,140,150,172,264,0.0,0.0,0.0,new,0
320,,0007_top_20250702_t1.jpg_detect.csv,,,,,632,-545,2002,839,,,,,555,88,591,232,0.0,0.0,0.0,new,0
321,0007_top_20250703_t0.png_detect.csv,0007_top_20250703_t1.png_detect.csv,461,883,583,934,514,900,583,936,324,398,402,457,296,532,391,599,0.36886792452830186,0.636374831199646,0.36886792452830186,hungarian,1
322,,0007_top_20250703_t1.png_detect.csv,,,,,447,982,473,1018,,,,,318,267,407,331,0.0,0.0,0.0,new,0
323,,0007_top_20250703_t1.png_detect.csv,,,,,362,1035,406,1100,,,,,325,26,411,95,0.0,0.0,0.0,new,0
324,,0007_top_20250703_t1.png_detect.csv,,,,,-808,1217,384,4128,,,,,158,125,208,191,0.0,0.0,0.0,new,0
325,,0007_top_20250703_t1.png_detect.csv,,,,,489,936,539,960,,,,,307,437,399,503,0.0,0.0,0.0,new,0
326,,0007_top_20250703_t1.png_detect.csv,,,,,583,953,879,1078,,,,,173,392,210,452,0.0,0.0,0.0,new,0
327,0007_top_20250705_t0.JPG_detect.csv,0007_top_20250705_t1.JPG_detect.csv,1000,1311,1092,1410,1000,1311,1092,1410,226,478,257,547,226,478,257,547,1.0,0.9999999403953552,1.0,hungarian,1
328,0007_top_20250705_t0.JPG_detect.csv,0007_top_20250705_t1.JPG_detect.csv,840,1235,945,1343,840,1235,945,1343,188,318,225,398,188,318,225,398,1.0,1.0,1.0,hungarian,1
329,0007_top_20250705_t0.JPG_detect.csv,0007_top_20250705_t1.JPG_detect.csv,1171,1216,1251,1297,1171,1216,1251,1297,333,527,363,591,333,527,363,591,1.0,1.0,1.0,hungarian,1
330,0007_top_20250707_t0.JPG_detect.csv,0007_top_20250707_t1.JPG_detect.csv,1745,708,1804,806,1741,707,1798,807,61,447,97,564,197,398,232,517,0.8260178117048346,0.7633558511734009,0.8260178117048346,hungarian,1
331,0007_top_20250707_t0.JPG_detect.csv,0007_top_20250707_t1.JPG_detect.csv,1616,713,1662,809,1609,713,1659,808,161,447,193,564,294,400,329,515,0.803975595355245,0.9001489281654358,0.803975595355245,hungarian,1
332,0007_top_20250707_t0.JPG_detect.csv,0007_top_20250707_t1.JPG_detect.csv,1658,710,1711,809,1654,712,1704,806,127,445,161,566,262,401,296,515,0.7689845278321181,0.8264502882957458,0.7689845278321181,hungarian,1
333,0007_top_20250707_t0.JPG_detect.csv,0007_top_20250707_t1.JPG_detect.csv,1839,702,1893,791,1832,705,1889,795,0,462,29,568,135,411,167,517,0.7629524485450674,0.682540237903595,0.7629524485450674,hungarian,1
334,0007_top_20250707_t0.JPG_detect.csv,0007_top_20250707_t1.JPG_detect.csv,1237,935,1288,1008,1237,933,1285,1002,466,168,499,282,603,124,636,231,0.8421052631578947,0.7413449883460999,0.8421052631578947,hungarian,1
335,0007_top_20250707_t0.JPG_detect.csv,0007_top_20250707_t1.JPG_detect.csv,1795,702,1851,800,1789,703,1843,799,29,453,61,570,166,407,198,520,0.7598944591029023,0.766132652759552,0.7598944591029023,hungarian,1
336,0007_top_20250707_t0.JPG_detect.csv,0007_top_20250707_t1.JPG_detect.csv,1435,712,1618,866,1442,729,1617,862,193,376,325,566,324,331,453,498,0.8258817685047193,0.85257488489151,0.8258817685047193,hungarian,1
337,0007_top_20250707_t0.JPG_detect.csv,0007_top_20250707_t1.JPG_detect.csv,1702,712,1751,803,1694,712,1743,802,98,451,129,562,235,405,266,514,0.7124927592199266,0.7958140969276428,0.7124927592199266,hungarian,1
338,0007_top_20250707_t0.JPG_detect.csv,0007_top_20250707_t1.JPG_detect.csv,1550,922,1597,1002,1544,922,1593,1002,206,173,243,293,341,127,380,246,0.8113207547169812,0.7474557161331177,0.8113207547169812,hungarian,1
339,0007_top_20250707_t0.JPG_detect.csv,0007_top_20250707_t1.JPG_detect.csv,1510,924,1558,1001,1507,924,1553,1003,237,175,275,290,374,125,410,243,0.8238367753172431,0.7251319885253906,0.8238367753172431,hungarian,1
340,0007_top_20250707_t0.JPG_detect.csv,0007_top_20250707_t1.JPG_detect.csv,1592,919,1644,998,1589,921,1640,1000,169,178,209,295,304,131,344,247,0.832244989867147,0.7042139172554016,0.832244989867147,hungarian,1
341,0007_top_20250707_t0.JPG_detect.csv,0007_top_20250707_t1.JPG_detect.csv,1678,914,1727,992,1675,916,1727,987,104,185,139,301,237,151,275,253,0.8622057001239157,0.7975231409072876,0.8622057001239157,hungarian,1
342,0007_top_20250707_t0.JPG_detect.csv,0007_top_20250707_t1.JPG_detect.csv,1385,925,1429,1000,1391,877,1447,989,345,178,376,293,462,146,501,310,0.34061624649859945,0.5837154388427734,0.34061624649859945,hungarian,1
343,0007_top_20250707_t0.JPG_detect.csv,0007_top_20250707_t1.JPG_detect.csv,1636,917,1685,995,1633,921,1680,994,137,182,173,298,273,140,308,247,0.7948527592180153,0.8099502921104431,0.7948527592180153,hungarian,1
344,0007_top_20250707_t0.JPG_detect.csv,0007_top_20250707_t1.JPG_detect.csv,1472,924,1516,1004,1465,924,1513,1002,272,171,306,292,407,127,444,243,0.7865223807181505,0.4018332362174988,0.7865223807181505,hungarian,1
345,0007_top_20250707_t0.JPG_detect.csv,0007_top_20250707_t1.JPG_detect.csv,1426,926,1472,1001,1425,925,1473,997,309,177,343,290,440,134,477,241,0.8972527472527473,0.7182742953300476,0.8972527472527473,hungarian,1
346,0007_top_20250707_t0.JPG_detect.csv,0007_top_20250707_t1.JPG_detect.csv,1716,913,1763,994,1713,917,1766,994,76,182,108,301,207,140,244,251,0.8477395174513938,0.880470335483551,0.8477395174513938,hungarian,1
347,0007_top_20250707_t0.JPG_detect.csv,0007_top_20250707_t1.JPG_detect.csv,1756,911,1811,1002,1755,919,1816,997,39,169,75,303,170,137,211,249,0.7838479809976246,0.6348943710327148,0.7838479809976246,hungarian,1
348,,0007_top_20250707_t1.JPG_detect.csv,,,,,1345,920,1391,995,,,,,510,136,543,249,0.0,0.0,0.0,new,0
349,,0007_top_20250707_t1.JPG_detect.csv,,,,,1976,958,2039,1036,,,,,1,81,37,193,0.0,0.0,0.0,new,0
350,,0007_top_20250707_t1.JPG_detect.csv,,,,,1278,930,1325,1002,,,,,568,124,601,235,0.0,0.0,0.0,new,0
351,,0007_top_20250707_t1.JPG_detect.csv,,,,,1887,684,1950,791,,,,,96,415,129,538,0.0,0.0,0.0,new,0
352,,0007_top_20250707_t1.JPG_detect.csv,,,,,1925,943,1988,1024,,,,,40,98,77,214,0.0,0.0,0.0,new,0
353,,0007_top_20250707_t1.JPG_detect.csv,,,,,1883,940,1941,1014,,,,,75,112,110,219,0.0,0.0,0.0,new,0
354,,0007_top_20250707_t1.JPG_detect.csv,,,,,1799,925,1860,1004,,,,,136,127,176,240,0.0,0.0,0.0,new,0
355,,0007_top_20250707_t1.JPG_detect.csv,,,,,2024,684,2093,783,,,,,3,421,36,533,0.0,0.0,0.0,new,0
356,,0007_top_20250707_t1.JPG_detect.csv,,,,,1931,706,1989,792,,,,,68,412,98,512,0.0,0.0,0.0,new,0
357,,0007_top_20250707_t1.JPG_detect.csv,,,,,1844,926,1898,1007,,,,,108,123,141,238,0.0,0.0,0.0,new,0
358,,0007_top_20250707_t1.JPG_detect.csv,,,,,1974,708,2034,791,,,,,38,412,69,508,0.0,0.0,0.0,new,0
359,,0007_top_20250707_t1.JPG_detect.csv,,,,,1393,882,1441,953,,,,,465,200,500,303,0.0,0.0,0.0,new,0
360,,0007_top_20250707_t1.JPG_detect.csv,,,,,1889,677,1969,789,,,,,84,417,128,546,0.0,0.0,0.0,new,0
361,,0007_top_20250707_t1.JPG_detect.csv,,,,,2003,959,2041,1037,,,,,0,80,16,193,0.0,0.0,0.0,new,0
362,,0007_top_20250707_t1.JPG_detect.csv,,,,,1474,808,1616,856,,,,,324,338,432,399,0.0,0.0,0.0,new,0
363,0007_top_20250708_t0.jpg_detect.csv,0007_top_20250708_t1.jpg_detect.csv,1298,644,1447,756,1305,674,1400,756,449,121,563,440,0,93,49,408,0.4668024928092042,0.563431978225708,0.4668024928092042,hungarian,1
364,,0007_top_20250708_t1.jpg_detect.csv,,,,,1401,851,1495,973,,,,,323,114,539,281,0.0,0.0,0.0,new,0
365,,0007_top_20250708_t1.jpg_detect.csv,,,,,1316,785,1420,875,,,,,176,187,282,511,0.0,0.0,0.0,new,0
366,,0007_top_20250711_t1.jpg_detect.csv,,,,,1014,961,1053,1073,,,,,100,355,163,565,0.0,0.0,0.0,new,0
367,,0007_top_20250711_t1.jpg_detect.csv,,,,,948,964,983,1078,,,,,231,339,287,553,0.0,0.0,0.0,new,0
368,,0007_top_20250711_t1.jpg_detect.csv,,,,,882,960,917,1071,,,,,357,348,414,554,0.0,0.0,0.0,new,0
369,0008_top_20250623_t0.jpg_detect.csv,0008_top_20250623_t1.jpg_detect.csv,1333,787,1416,848,1337,789,1421,858,165,476,239,559,199,404,293,472,0.7520167796063246,0.7839785218238831,0.7520167796063246,hungarian,1
370,0008_top_20250623_t0.jpg_detect.csv,0008_top_20250623_t1.jpg_detect.csv,1425,851,1482,956,1409,851,1497,958,121,258,161,434,195,108,248,311,0.6356202209005948,0.5479429364204407,0.6356202209005948,hungarian,1
371,0008_top_20250623_t0.jpg_detect.csv,0008_top_20250623_t1.jpg_detect.csv,1370,865,1428,972,1356,864,1443,972,180,250,218,428,259,142,309,350,0.6604938271604939,0.7107442617416382,0.6604938271604939,hungarian,1
372,0008_top_20250623_t0.jpg_detect.csv,0008_top_20250623_t1.jpg_detect.csv,1306,739,1410,788,1310,728,1412,811,158,584,255,640,172,516,289,594,0.5656892172708381,0.7943094372749329,0.5656892172708381,hungarian,1
373,0008_top_20250623_t0.jpg_detect.csv,0008_top_20250623_t1.jpg_detect.csv,1192,883,1265,985,1198,887,1278,984,340,292,389,449,434,304,482,489,0.7464109337314804,0.6405251622200012,0.7464109337314804,hungarian,1
374,,0008_top_20250623_t1.jpg_detect.csv,,,,,1312,704,1394,759,,,,,159,626,271,640,0.0,0.0,0.0,new,0
375,,0008_top_20250623_t1.jpg_detect.csv,,,,,1315,703,1396,756,,,,,155,630,267,640,0.0,0.0,0.0,new,0
376,0008_top_20250624_t0.jpg_detect.csv,0008_top_20250624_t1.jpg_detect.csv,846,1008,889,1077,842,1012,883,1058,240,256,334,593,259,175,347,250,0.5401459854014599,0.7762880325317383,0.5401459854014599,hungarian,1
377,0008_top_20250624_t0.jpg_detect.csv,0008_top_20250624_t1.jpg_detect.csv,911,1005,961,1077,922,1014,959,1063,438,168,539,517,278,350,374,413,0.5036111111111111,0.6709273457527161,0.5036111111111111,hungarian,1
378,0008_top_20250624_t0.jpg_detect.csv,0008_top_20250624_t1.jpg_detect.csv,946,1009,996,1085,963,1019,1005,1071,550,147,640,523,277,440,380,514,0.4020618556701031,0.5245806574821472,0.4020618556701031,hungarian,1
379,,0008_top_20250624_t1.jpg_detect.csv,,,,,1016,1023,1062,1081,,,,,278,557,391,638,0.0,0.0,0.0,new,0
380,0008_top_20250707_t0.JPG_detect.csv,0008_top_20250707_t1.JPG_detect.csv,1728,723,1779,813,1729,725,1780,809,424,406,458,524,503,403,536,519,0.8985879332477535,0.8154336810112,0.8985879332477535,hungarian,1
381,0008_top_20250707_t0.JPG_detect.csv,0008_top_20250707_t1.JPG_detect.csv,2021,961,2061,1036,2025,965,2064,1045,199,83,225,193,279,85,304,192,0.7171717171717171,0.9032570123672485,0.7171717171717171,hungarian,1
382,0008_top_20250707_t0.JPG_detect.csv,0008_top_20250707_t1.JPG_detect.csv,2100,1015,2143,1087,2114,1027,2155,1108,129,2,158,109,210,1,236,110,0.3720333547145606,0.8092389106750488,0.3720333547145606,hungarian,1
383,0008_top_20250707_t0.JPG_detect.csv,0008_top_20250707_t1.JPG_detect.csv,2154,702,2202,781,2153,717,2195,782,111,445,141,552,194,444,222,535,0.6731657260133401,0.7864090800285339,0.6731657260133401,hungarian,1
384,0008_top_20250707_t0.JPG_detect.csv,0008_top_20250707_t1.JPG_detect.csv,2065,719,2110,791,2062,719,2103,791,180,432,209,529,262,431,289,531,0.7916666666666666,0.8038092851638794,0.7916666666666666,hungarian,1
385,0008_top_20250707_t0.JPG_detect.csv,0008_top_20250707_t1.JPG_detect.csv,2109,710,2154,787,2107,713,2149,788,147,437,175,542,228,435,256,539,0.8098495212038304,0.8887707591056824,0.8098495212038304,hungarian,1
386,0008_top_20250707_t0.JPG_detect.csv,0008_top_20250707_t1.JPG_detect.csv,1999,719,2044,790,1994,720,2035,790,230,434,259,529,313,432,340,529,0.7108603667136812,0.7685667872428894,0.7108603667136812,hungarian,1
387,0008_top_20250707_t0.JPG_detect.csv,0008_top_20250707_t1.JPG_detect.csv,1775,721,1824,806,1774,724,1819,803,392,414,424,527,474,411,503,522,0.819038642789821,0.7542799711227417,0.819038642789821,hungarian,1
388,0008_top_20250707_t0.JPG_detect.csv,0008_top_20250707_t1.JPG_detect.csv,1935,944,1973,1018,1931,946,1972,1022,269,113,294,219,348,114,374,216,0.8161764705882353,0.8590861558914185,0.8161764705882353,hungarian,1
389,0008_top_20250707_t0.JPG_detect.csv,0008_top_20250707_t1.JPG_detect.csv,1817,722,1865,803,1814,725,1859,798,362,418,394,526,444,419,473,520,0.7465303140978816,0.7320411801338196,0.7465303140978816,hungarian,1
390,0008_top_20250707_t0.JPG_detect.csv,0008_top_20250707_t1.JPG_detect.csv,1980,959,2018,1028,1979,960,2018,1037,233,96,258,197,313,95,338,198,0.8497204866820125,0.8136564493179321,0.8497204866820125,hungarian,1
391,0008_top_20250707_t0.JPG_detect.csv,0008_top_20250707_t1.JPG_detect.csv,2067,977,2108,1046,2074,981,2113,1057,161,66,188,168,243,69,268,171,0.6168015629360871,0.6947698593139648,0.6168015629360871,hungarian,1
392,0008_top_20250707_t0.JPG_detect.csv,0008_top_20250707_t1.JPG_detect.csv,1957,723,2001,801,1946,725,1991,800,262,419,290,524,345,418,375,522,0.5990133897110641,0.8304595351219177,0.5990133897110641,hungarian,1
393,0008_top_20250707_t0.JPG_detect.csv,0008_top_20250707_t1.JPG_detect.csv,1753,924,1802,1001,1748,923,1795,994,400,144,434,253,480,149,510,246,0.7050359712230215,0.8450989127159119,0.7050359712230215,hungarian,1
394,0008_top_20250707_t0.JPG_detect.csv,0008_top_20250707_t1.JPG_detect.csv,1637,731,1685,811,1641,730,1689,808,491,409,523,514,571,403,602,512,0.8074356530028599,0.8452299237251282,0.8074356530028599,hungarian,1
395,0008_top_20250707_t0.JPG_detect.csv,0008_top_20250707_t1.JPG_detect.csv,1890,940,1929,1008,1884,940,1925,1010,303,130,330,226,383,129,409,224,0.7574793125397836,0.8290678858757019,0.7574793125397836,hungarian,1
396,0008_top_20250707_t0.JPG_detect.csv,0008_top_20250707_t1.JPG_detect.csv,1681,728,1726,806,1681,730,1728,801,462,416,492,517,542,413,572,512,0.8748630887185104,0.873759388923645,0.8748630887185104,hungarian,1
397,0008_top_20250707_t0.JPG_detect.csv,0008_top_20250707_t1.JPG_detect.csv,1866,715,1913,801,1861,728,1904,797,327,421,358,534,410,421,438,516,0.5976749487121039,0.6485913395881653,0.5976749487121039,hungarian,1
398,0008_top_20250707_t0.JPG_detect.csv,0008_top_20250707_t1.JPG_detect.csv,1846,928,1887,998,1842,927,1882,997,336,145,364,244,415,147,441,241,0.7796610169491526,0.5952894687652588,0.7796610169491526,hungarian,1
399,0008_top_20250707_t0.JPG_detect.csv,0008_top_20250707_t1.JPG_detect.csv,1595,729,1642,812,1602,731,1648,805,521,408,553,516,602,407,631,510,0.6812428078250863,0.7228947281837463,0.6812428078250863,hungarian,1
