LM,Label,X,Y
77,0001_top_20250702_t0.jpg,294,42
147,0001_top_20250702_t0.jpg,353.5,452.5
148,0001_top_20250702_t0.jpg,596.5,456.5
149,0001_top_20250702_t0.jpg,139.5,634.5
22,0001_top_20250619_t0.jpg,428,601
23,0001_top_20250619_t0.jpg,9,388
85,0001_top_20250619_t0.jpg,320,300
86,0001_top_20250619_t0.jpg,384,146
85,0001_top_20250619_t1,361.000,412.000
86,0001_top_20250619_t1,306.167,288.833
301,0001_top_20250619_t1,490.167,476.833
304,0001_top_20250619_t1,542.167,231.500
305,0001_top_20250619_t1,319.500,150.167
394,0001_top_20250619_t1,202.167,410.167
77,0001_top_20250623_t0,497.000,237.000
78,0001_top_20250623_t0,342.167,280.833
89,0001_top_20250623_t0,222.167,427.500
145,0001_top_20250623_t0,228.833,276.833
146,0001_top_20250623_t0,414.167,508.833
148,0001_top_20250623_t0,558.167,380.833
149,0001_top_20250623_t0,539.500,535.500
150,0001_top_20250623_t0,387.500,239.500
151,0001_top_20250623_t0,3.500,178.167
79,0001_top_20250626_t0.jpg,346,335
84,0001_top_20250626_t0.jpg,464,53
152,0001_top_20250626_t0.jpg,367,42
157,0001_top_20250626_t0.jpg,258,253
79,0001_top_20250630_t0,4.000,341.000
80,0001_top_20250630_t0,320.833,312.833
81,0001_top_20250630_t0,506.167,330.167
82,0001_top_20250630_t0,467.500,400.833
84,0001_top_20250630_t0,131.500,610.167
152,0001_top_20250630_t0,160.833,442.167
153,0001_top_20250630_t0,448.833,183.500
153,0001_top_20250630_t0,543.500,254.167
155,0001_top_20250630_t0,618.167,116.833
157,0001_top_20250630_t0,71.500,212.833
77,0001_top_20250702_t1,281.000,24.000
147,0001_top_20250702_t1,600.833,463.500
148,0001_top_20250702_t1,350.167,458.167
293,0001_top_20250702_t1,470.167,426.167
390,0001_top_20250702_t1,62.167,588.833
391,0001_top_20250702_t1,571.500,123.500
392,0001_top_20250702_t1,450.167,80.833
53,0001_top_20250703_t0.JPG,173.5,545.5
55,0001_top_20250703_t0.JPG,612.5,303.5
239,0001_top_20250703_t0.JPG,613.5,78.5
240,0001_top_20250703_t0.JPG,529.5,343.5
241,0001_top_20250703_t0.JPG,612.5,435.5
242,0001_top_20250703_t0.JPG,172,629
243,0001_top_20250703_t0.JPG,198.5,324.5
51,0001_top_20250703_t1,517.000,100.000
55,0001_top_20250703_t1,518.167,488.833
239,0001_top_20250703_t1,502.167,239.500
240,0001_top_20250703_t1,428.833,543.500
241,0001_top_20250703_t1,526.167,626.167
243,0001_top_20250703_t1,83.500,576.833
244,0001_top_20250703_t1,596.833,46.167
41,0001_top_20250705_t0,92.000,358.000
44,0001_top_20250705_t0,402.167,60.833
45,0001_top_20250705_t0,300.833,598.167
46,0001_top_20250705_t0,31.500,606.167
257,0001_top_20250705_t0,388.833,154.167
260,0001_top_20250705_t0,179.500,136.833
261,0001_top_20250705_t0,87.500,226.167
262,0001_top_20250705_t0,80.833,294.167
43,0001_top_20250705_t1.JPG,471,565
44,0001_top_20250705_t1.JPG,373,157
45,0001_top_20250705_t1.JPG,298,521
261,0001_top_20250705_t1.JPG,159,276
021,0001_top_20250707_t0,241.000,104.000
022,0001_top_20250707_t0,234.000,594.000
023,0001_top_20250707_t0,460.000,201.000
252,0001_top_20250707_t0,238.000,188.000
23,0001_top_20250707_t1.png,441,346
24,0001_top_20250707_t1.png,381,81
252,0001_top_20250707_t1.png,214,324
267,0001_top_20250707_t1.png,310,240
240,0001_top_20250708_t0.jpg,638,492
364,0001_top_20250708_t0.jpg,88,599
365,0001_top_20250708_t0.jpg,245,568
366,0001_top_20250708_t0.jpg,397,540
243,0001_top_20250708_t1,158.000,534.000
364,0001_top_20250708_t1,304.833,550.167
365,0001_top_20250708_t1,428.833,566.167
367,0001_top_20250708_t1,568.833,575.500
73,0001_top_20250711_t0.jpg,34,389
75,0001_top_20250711_t0.jpg,602,279
137,0001_top_20250711_t0.jpg,545,108
143,0001_top_20250711_t0.jpg,194,319
73,0001_top_20250711_t1.jpg,34,390
75,0001_top_20250711_t1.jpg,603,276
137,0001_top_20250711_t1.jpg,546,102
143,0001_top_20250711_t1.jpg,195,319
40,0002_top_20250618_t0.jpg,327,520
338,0002_top_20250618_t0.jpg,383,308
339,0002_top_20250618_t0.jpg,327,311
340,0002_top_20250618_t0.jpg,422,235
023,0002_top_20250619_t0,324.000,173.000
024,0002_top_20250619_t0,192.000,438.000
252,0002_top_20250619_t0,454.000,613.000
253,0002_top_20250619_t0,94.000,374.000
001,0002_top_20250623_t0,178.000,285.000
008,0002_top_20250623_t0,546.000,54.000
200,0002_top_20250623_t0,378.000,76.000
201,0002_top_20250623_t0,302.000,306.000
124,0002_top_20250624_t0.jpg,415,12
126,0002_top_20250624_t0.jpg,315,446
130,0002_top_20250624_t0.jpg,320,8
278,0002_top_20250624_t0.jpg,319,165
236,0002_top_20250626_t0.jpg,219,182
237,0002_top_20250626_t0.jpg,345,348
337,0002_top_20250626_t0.jpg,61,538
341,0002_top_20250626_t0.jpg,370,196
236,0002_top_20250626_t1,342.000,499.000
237,0002_top_20250626_t1,224.000,318.000
238,0002_top_20250626_t1,202.000,59.000
341,0002_top_20250626_t1,196.000,468.000
027,0002_top_20250630_t0,160.000,24.000
029,0002_top_20250630_t0,264.000,248.000
221,0002_top_20250630_t0,274.000,28.000
222,0002_top_20250630_t0,232.000,368.000
27,0002_top_20250630_t1.jpg,231,40
29,0002_top_20250630_t1.jpg,356,402
221,0002_top_20250630_t1.jpg,358,40
222,0002_top_20250630_t1.jpg,292,440
52,0002_top_20250703_t0.JPG,431.5,423.5
56,0002_top_20250703_t0.JPG,215.5,360.5
245,0002_top_20250703_t0.JPG,110,516
246,0002_top_20250703_t0.JPG,505.5,496.5
247,0002_top_20250703_t0.JPG,527.5,242.5
52,0002_top_20250703_t1.JPG,323,450
56,0002_top_20250703_t1.JPG,110,448
246,0002_top_20250703_t1.JPG,399,507
247,0002_top_20250703_t1.JPG,405,254
58,0002_top_20250704_t0.JPG,106,81
99,0002_top_20250704_t0.JPG,191,284
100,0002_top_20250704_t0.JPG,185,590
106,0002_top_20250704_t0.JPG,109,584
58,0002_top_20250704_t1.JPG,251,85
99,0002_top_20250704_t1.JPG,339,296
100,0002_top_20250704_t1.JPG,327,596
106,0002_top_20250704_t1.JPG,256,596
041,0002_top_20250705_t0,166.000,277.000
045,0002_top_20250705_t0,385.000,522.000
046,0002_top_20250705_t0,129.000,534.000
260,0002_top_20250705_t0,245.000,24.000
261,0002_top_20250705_t0,153.000,130.000
262,0002_top_20250705_t0,148.000,210.000
263,0002_top_20250705_t0,370.000,613.000
041,0002_top_20250705_t1,245.000,309.000
045,0002_top_20250705_t1,470.000,548.000
046,0002_top_20250705_t1,213.000,558.000
260,0002_top_20250705_t1,324.000,65.000
261,0002_top_20250705_t1,230.000,169.000
262,0002_top_20250705_t1,229.000,245.000
263,0002_top_20250705_t1,453.000,637.000
20,0002_top_20250707_t0.png,278,2
24,0002_top_20250707_t0.png,394.5,426.5
253,0002_top_20250707_t0.png,458.5,325.5
254,0002_top_20250707_t0.png,353.5,227.5
256,0002_top_20250707_t0.png,336.5,34.5
20,0002_top_20250707_t1.png,259,21
24,0002_top_20250707_t1.png,373,478
254,0002_top_20250707_t1.png,333,266
255,0002_top_20250707_t1.png,315,64
77,0002_top_20250708_t0.jpg,460,158
147,0002_top_20250708_t0.jpg,299,522
148,0002_top_20250708_t0.jpg,310,244
149,0002_top_20250708_t0.jpg,208,136
077,0002_top_20250708_t1,313.000,162.000
146,0002_top_20250708_t1,100.000,160.000
147,0002_top_20250708_t1,370.000,544.000
148,0002_top_20250708_t1,257.000,373.000
149,0002_top_20250708_t1,129.000,418.000
70,0002_top_20250709_t0,390.000,82.000
132,0002_top_20250709_t0,520.833,10.167
136,0002_top_20250709_t0,382.167,214.167
400,0002_top_20250709_t0,474.167,188.833
401,0002_top_20250709_t0,435.500,336.833
9,0002_top_20250711_t0.JPG,157.5,157.5
10,0002_top_20250711_t0.JPG,607,292
11,0002_top_20250711_t0.JPG,352.5,376.5
12,0002_top_20250711_t0.JPG,153.5,557.5
212,0002_top_20250711_t0.JPG,184.5,309.5
213,0002_top_20250711_t0.JPG,605.5,244.5
9,0002_top_20250711_t1,156.000,148.000
10,0002_top_20250711_t1,606.167,291.500
11,0002_top_20250711_t1,351.500,375.500
12,0002_top_20250711_t1,191.500,515.500
211,0002_top_20250711_t1,424.833,306.167
212,0002_top_20250711_t1,182.167,311.500
213,0002_top_20250711_t1,604.833,244.833
85,0003_top_20250623_t0,310.000,134.000
86,0003_top_20250623_t0,311.500,64.833
267,0003_top_20250623_t0,268.833,351.500
268,0003_top_20250623_t0,51.500,562.167
27,0003_top_20250626_t0.jpg,243,247
29,0003_top_20250626_t0.jpg,388.5,638.5
221,0003_top_20250626_t0.jpg,388.5,248.5
222,0003_top_20250626_t0.jpg,338.5,638.5
77,0003_top_20250703_t0,525.000,410.000
78,0003_top_20250703_t0,418.167,448.833
89,0003_top_20250703_t0,342.167,560.833
90,0003_top_20250703_t0,26.167,390.167
145,0003_top_20250703_t0,336.833,447.500
146,0003_top_20250703_t0,467.500,614.167
147,0003_top_20250703_t0,630.167,464.833
148,0003_top_20250703_t0,564.833,508.833
149,0003_top_20250703_t0,550.167,626.167
150,0003_top_20250703_t0,447.500,416.833
151,0003_top_20250703_t0,192.833,395.500
77,0003_top_20250703_t1,316.000,341.000
78,0003_top_20250703_t1,182.167,391.500
89,0003_top_20250703_t1,78.167,531.500
145,0003_top_20250703_t1,76.833,399.500
146,0003_top_20250703_t1,243.500,578.167
147,0003_top_20250703_t1,448.833,398.167
148,0003_top_20250703_t1,370.167,460.833
149,0003_top_20250703_t1,352.833,598.167
150,0003_top_20250703_t1,215.500,351.500
1,0003_top_20250705_t0.JPG,164.5,1.5
4,0003_top_20250705_t0.JPG,254,638
8,0003_top_20250705_t0.JPG,358.5,294.5
207,0003_top_20250705_t0.JPG,281.5,77.5
20,0003_top_20250707_t0.png,401,459
25,0003_top_20250707_t0.png,225,366
254,0003_top_20250707_t0.png,544,637
255,0003_top_20250707_t0.png,472,452
264,0003_top_20250707_t1,170.000,21.000
265,0003_top_20250707_t1,116.833,91.500
266,0003_top_20250707_t1,122.167,286.167
268,0003_top_20250707_t1,600.833,200.833
78,0003_top_20250708_t0.jpg,383.5,546.5
89,0003_top_20250708_t0.jpg,246.5,287.5
146,0003_top_20250708_t0.jpg,210,638
145,0003_top_20250708_t0.jpg,355.5,259.5
151,0003_top_20250708_t0.jpg,380.5,0.5
89,0003_top_20250708_t1,231.000,605.000
145,0003_top_20250708_t1,365.000,584.000
151,0003_top_20250708_t1,384.000,110.000
295,0003_top_20250708_t1,430.000,572.000
11,0003_top_20250711_t0,391.000,377.000
211,0003_top_20250711_t0,551.000,230.000
212,0003_top_20250711_t0,33.000,225.000
315,0003_top_20250711_t0,390.000,209.000
378,0003_top_20250711_t0,573.000,352.000
379,0003_top_20250711_t0,489.000,363.000
380,0003_top_20250711_t0,220.000,216.000
389,0003_top_20250711_t0,30.000,367.000
11,0003_top_20250711_t1,390.000,378.000
211,0003_top_20250711_t1,552.000,226.000
212,0003_top_20250711_t1,34.000,225.000
315,0003_top_20250711_t1,391.000,210.000
378,0003_top_20250711_t1,574.000,352.000
379,0003_top_20250711_t1,402.000,369.000
380,0003_top_20250711_t1,221.000,217.000
389,0003_top_20250711_t1,30.000,368.000
73,0004_top_20250623_t0,370.000,610.000
74,0004_top_20250623_t0,595.500,595.500
143,0004_top_20250623_t0,271.500,200.833
287,0004_top_20250623_t0,347.500,510.167
291,0004_top_20250623_t0,328.833,587.500
67,0004_top_20250624_t0.jpg,426,63
127,0004_top_20250624_t0.jpg,529,555
284,0004_top_20250624_t0.jpg,427,172
285,0004_top_20250624_t0.jpg,429,448
38,0004_top_20250626_t0.jpg,233,376
236,0004_top_20250626_t0.jpg,207,603
334,0004_top_20250626_t0.jpg,353,403
341,0004_top_20250626_t0.jpg,356,625
73,0004_top_20250703_t0,175.000,432.000
143,0004_top_20250703_t0,324.000,380.000
287,0004_top_20250703_t0,211.000,421.000
288,0004_top_20250703_t0,403.000,373.000
289,0004_top_20250703_t0,483.000,368.000
290,0004_top_20250703_t0,565.000,358.000
292,0004_top_20250703_t0,561.000,211.000
73,0004_top_20250703_t1.JPG,175,428
287,0004_top_20250703_t1.JPG,216,418
288,0004_top_20250703_t1.JPG,404,373
291,0004_top_20250703_t1.JPG,186,393
9,0004_top_20250705_t0.JPG,427,178
11,0004_top_20250705_t0.JPG,258,520
12,0004_top_20250705_t0.JPG,214,92
212,0004_top_20250705_t0.JPG,329,209
9,0004_top_20250705_t1,460.000,258.000
11,0004_top_20250705_t1,162.167,544.833
12,0004_top_20250705_t1,194.167,131.500
212,0004_top_20250705_t1,330.167,230.167
217,0004_top_20250705_t1,620.833,499.500
264,0004_top_20250707_t0.png,175.5,63.5
265,0004_top_20250707_t0.png,114,147
266,0004_top_20250707_t0.png,110.5,342.5
268,0004_top_20250707_t0.png,635.5,268.5
20,0004_top_20250707_t1.png,332,463
25,0004_top_20250707_t1.png,177,344
254,0004_top_20250707_t1.png,438,637
255,0004_top_20250707_t1.png,390,466
79,0004_top_20250709_t0,380.000,441.000
156,0004_top_20250709_t0,140.000,430.000
297,0004_top_20250709_t0,593.000,365.000
298,0004_top_20250709_t0,521.000,267.000
79,0004_top_20250709_t1,381.000,438.000
156,0004_top_20250709_t1,135.500,435.500
297,0004_top_20250709_t1,586.167,366.167
298,0004_top_20250709_t1,518.167,260.833
41,0005_top_20250618_t0,348.000,151.000
46,0005_top_20250618_t0,137.000,159.000
260,0005_top_20250618_t0,592.000,255.000
261,0005_top_20250618_t0,456.000,84.000
262,0005_top_20250618_t0,345.000,151.000
9,0005_top_20250623_t0.jpg,346.5,271.5
11,0005_top_20250623_t0.jpg,227.5,638.5
12,0005_top_20250623_t0.jpg,38.5,391.5
212,0005_top_20250623_t0.jpg,250.5,368.5
217,0005_top_20250623_t0.jpg,508,313
218,0005_top_20250626_t0.jpg,264,75
328,0005_top_20250626_t0.jpg,267,363
329,0005_top_20250626_t0.jpg,393,422
330,0005_top_20250626_t0.jpg,398,143
19,0005_top_20250630_t1,188.000,256.000
87,0005_top_20250630_t1,38.167,68.833
256,0005_top_20250630_t1,355.500,132.833
269,0005_top_20250630_t1,279.500,122.167
10,0005_top_20250703_t0.JPG,535,106
12,0005_top_20250703_t0.JPG,213.5,139.5
213,0005_top_20250703_t0.JPG,433.5,137.5
215,0005_top_20250703_t0.JPG,269.5,118.5
10,0005_top_20250703_t1.png,277,581
13,0005_top_20250703_t1.png,435,629
213,0005_top_20250703_t1.png,327,586
384,0005_top_20250703_t1.png,268,615
109,0005_top_20250704_t0.JPG,348,281
110,0005_top_20250704_t0.JPG,341,578
111,0005_top_20250704_t0.JPG,251,265
112,0005_top_20250704_t0.JPG,238,564
109,0005_top_20250704_t1.JPG,481,270
110,0005_top_20250704_t1.JPG,467,565
111,0005_top_20250704_t1.JPG,381,258
112,0005_top_20250704_t1.JPG,366,554
51,0005_top_20250705_t0.JPG,406,195
52,0005_top_20250705_t0.JPG,478,402
55,0005_top_20250705_t0.JPG,410,85
241,0005_top_20250705_t0.JPG,404,53
48,0005_top_20250705_t1,414.000,489.000
49,0005_top_20250705_t1,389.000,379.000
50,0005_top_20250705_t1,248.000,575.000
51,0005_top_20250705_t1,409.000,190.000
52,0005_top_20250705_t1,481.000,403.000
55,0005_top_20250705_t1,407.000,87.000
241,0005_top_20250705_t1,406.000,51.000
26,0005_top_20250707_t0,206.000,217.000
28,0005_top_20250707_t0,413.000,120.000
218,0005_top_20250707_t0,249.000,354.000
395,0005_top_20250707_t0,329.000,137.000
26,0005_top_20250707_t1,269.000,237.000
28,0005_top_20250707_t1,418.167,150.167
218,0005_top_20250707_t1,300.833,330.167
220,0005_top_20250707_t1,86.167,39.500
63,0005_top_20250709_t0.png,222,454
64,0005_top_20250709_t0.png,125,335
119,0005_top_20250709_t0.png,227,271
120,0005_top_20250709_t0.png,174,160
63,0005_top_20250709_t1.png,300,516
64,0005_top_20250709_t1.png,204,394
119,0005_top_20250709_t1.png,303,328
120,0005_top_20250709_t1.png,248,223
23,0006_a_top_20250619_t1,241.000,152.000
24,0006_a_top_20250619_t1,311.500,540.833
303,0006_a_top_20250619_t1,383.500,46.167
393,0006_a_top_20250619_t1,383.500,194.167
37,0006_a_top_20250626_t1.jpg,178,629
230,0006_a_top_20250626_t1.jpg,272,464
231,0006_a_top_20250626_t1.jpg,397,500
333,0006_a_top_20250626_t1.jpg,279,233
22,0006_b_top_20250619_t1,573,21
23,0006_b_top_20250619_t1,150.167,352.833
85,0006_b_top_20250619_t1,368.833,10.167
267,0006_b_top_20250619_t1,602.167,479.5
23,0006_top_20250619_t0,449.000,261.000
24,0006_top_20250619_t0,262.167,367.500
253,0006_top_20250619_t0,206.167,228.833
254,0006_top_20250619_t0,111.500,454.167
10,0006_top_20250623_t0.jpg,489,518
210,0006_top_20250623_t0.jpg,300,456
213,0006_top_20250623_t0.jpg,500,585
214,0006_top_20250623_t0.jpg,331,556
37,0006_top_20250626_t0.jpg,423,276
230,0006_top_20250626_t0.jpg,348,430
231,0006_top_20250626_t0.jpg,218,411
333,0006_top_20250626_t0.jpg,346,638
97,0006_top_20250702_t1.jpg,55,292
368,0006_top_20250702_t1.jpg,159,294
369,0006_top_20250702_t1.jpg,259,289
370,0006_top_20250702_t1.jpg,346,282
127,0006_top_20250703_t0,461.000,376.000
128,0006_top_20250703_t0,195.500,530.167
281,0006_top_20250703_t0,184.833,63.500
284,0006_top_20250703_t0,387.500,54.167
285,0006_top_20250703_t0,387.500,300.833
398,0006_top_20250703_t0,131.500,607.500
399,0006_top_20250703_t0,168.833,226.167
67,0006_top_20250703_t1,405.000,13.000
127,0006_top_20250703_t1,454.167,379.500
128,0006_top_20250703_t1,227.500,472.833
281,0006_top_20250703_t1,240.833,79.500
284,0006_top_20250703_t1,400.833,95.500
285,0006_top_20250703_t1,398.167,307.500
398,0006_top_20250703_t1,174.167,527.500
399,0006_top_20250703_t1,222.167,212.833
19,0006_top_20250705_t0.JPG,336.5,348.5
20,0006_top_20250705_t0.JPG,91.5,66.5
24,0006_top_20250705_t0.JPG,70.5,237.5
253,0006_top_20250705_t0.JPG,105.5,225.5
256,0006_top_20250705_t0.JPG,330.5,218.5
258,0006_top_20250705_t0.JPG,105.5,95.5
267,0006_top_20250705_t0.JPG,22.5,261.5
268,0006_top_20250705_t0.JPG,228.5,115.5
269,0006_top_20250705_t0.JPG,312,255
19,0006_top_20250705_t1,336.000,349.000
253,0006_top_20250705_t1,105.000,223.000
254,0006_top_20250705_t1,82.000,161.000
255,0006_top_20250705_t1,105.000,96.000
256,0006_top_20250705_t1,332.000,221.000
35,0006_top_20250707_t0,304.000,197.000
36,0006_top_20250707_t0,356.833,439.500
232,0006_top_20250707_t0,174.167,287.500
233,0006_top_20250707_t0,34.167,574.167
234,0006_top_20250707_t0,24.833,448.833
235,0006_top_20250707_t0,16.833,292.833
37,0006_top_20250707_t1.JPG,128,540
233,0006_top_20250707_t1.JPG,311,545
234,0006_top_20250707_t1.JPG,312,429
235,0006_top_20250707_t1.JPG,296,265
243,0006_top_20250708_t0.jpg,129,561
364,0006_top_20250708_t0.jpg,294,571
365,0006_top_20250708_t0.jpg,449,582
366,0006_top_20250708_t0.jpg,598,591
77,0006_top_20250711_t0,356.000,504.000
78,0006_top_20250711_t0,631.500,519.500
146,0006_top_20250711_t0,551.500,110.167
147,0006_top_20250711_t0,91.500,266.167
148,0006_top_20250711_t0,276.833,216.833
150,0006_top_20250711_t0,555.500,582.167
77,0006_top_20250711_t1,355.000,508.000
78,0006_top_20250711_t1,632.000,522.000
146,0006_top_20250711_t1,556.000,111.000
147,0006_top_20250711_t1,94.000,270.000
148,0006_top_20250711_t1,276.000,225.000
150,0006_top_20250711_t1,556.000,584.000
1,0007_top_20250619_t0,504.000,222.000
201,0007_top_20250619_t0,359.500,298.167
306,0007_top_20250619_t0,198.167,247.500
307,0007_top_20250619_t0,516.833,106.167
26,0007_top_20250626_t0,469.000,318.000
27,0007_top_20250626_t0,23.000,496.000
28,0007_top_20250626_t0,541.000,611.000
218,0007_top_20250626_t0,413.000,401.000
26,0007_top_20250626_t1.jpg,206,134
27,0007_top_20250626_t1.jpg,202,637
28,0007_top_20250626_t1.jpg,419,95
221,0007_top_20250626_t1.jpg,379,638
20,0007_top_20250630_t0,197.000,18.000
254,0007_top_20250630_t0,19.000,150.000
255,0007_top_20250630_t0,171.000,120.000
297,0007_top_20250630_t0,240.000,64.000
300,0007_top_20250630_t0,209.000,242.000
93,0007_top_20250702_t0.jpg,522.5,433.5
94,0007_top_20250702_t0.jpg,574,214
95,0007_top_20250702_t0.jpg,290.5,345.5
96,0007_top_20250702_t0.jpg,299.5,207.5
271,0007_top_20250702_t0.jpg,571.5,78.5
272,0007_top_20250702_t0.jpg,544.5,458.5
93,0007_top_20250702_t1.jpg,635,466
94,0007_top_20250702_t1.jpg,637,253
95,0007_top_20250702_t1.jpg,413,420
96,0007_top_20250702_t1.jpg,419,262
91,0007_top_20250703_t0,402.000,278.000
92,0007_top_20250703_t0,326.167,536.833
126,0007_top_20250703_t0,327.500,58.167
129,0007_top_20250703_t0,324.833,326.167
282,0007_top_20250703_t0,402.167,536.833
283,0007_top_20250703_t0,251.500,326.167
91,0007_top_20250703_t1.png,411,289
92,0007_top_20250703_t1.png,309,592
126,0007_top_20250703_t1.png,323,15
129,0007_top_20250703_t1.png,317,342
65,0007_top_20250704_t0.JPG,473,60
111,0007_top_20250704_t0.JPG,565,259
112,0007_top_20250704_t0.JPG,550,555
115,0007_top_20250704_t0.JPG,171,97
65,0007_top_20250704_t1.JPG,565,49
113,0007_top_20250704_t1.JPG,473,237
114,0007_top_20250704_t1.JPG,469,536
115,0007_top_20250704_t1.JPG,268,112
10,0007_top_20250705_t0.JPG,403,471
210,0007_top_20250705_t0.JPG,234,390
214,0007_top_20250705_t0.JPG,253,481
215,0007_top_20250705_t0.JPG,361,601
10,0007_top_20250705_t1.JPG,402,465
210,0007_top_20250705_t1.JPG,234,388
214,0007_top_20250705_t1.JPG,256,484
215,0007_top_20250705_t1.JPG,364,595
37,0007_top_20250707_t0.JPG,335,558
230,0007_top_20250707_t0.JPG,271,446
231,0007_top_20250707_t0.JPG,276,286
233,0007_top_20250707_t0.JPG,515,553
37,0007_top_20250707_t1.JPG,477,511
230,0007_top_20250707_t1.JPG,403,389
231,0007_top_20250707_t1.JPG,407,238
237,0007_top_20250707_t1.JPG,9,377
137,0007_top_20250708_t1,531.000,145.000
289,0007_top_20250708_t1,72.000,451.000
290,0007_top_20250708_t1,301.000,481.000
292,0007_top_20250708_t1,321.000,105.000
35,0007_top_20250709_t0,233.000,26.000
36,0007_top_20250709_t0,331.500,18.167
232,0007_top_20250709_t0,251.500,147.500
233,0007_top_20250709_t0,380.833,355.500
234,0007_top_20250709_t0,316.833,346.167
235,0007_top_20250709_t0,226.167,358.167
37,0007_top_20250709_t1.JPG,380,39
38,0007_top_20250709_t1.JPG,177,436
230,0007_top_20250709_t1.JPG,313,148
231,0007_top_20250709_t1.JPG,214,144
55,0007_top_20250711_t0.jpg,95,404
240,0007_top_20250711_t0.jpg,99,329
241,0007_top_20250711_t0.jpg,3,163
243,0007_top_20250711_t0.jpg,598,573
63,0008_top_20250618_t0.jpg,532,6
64,0008_top_20250618_t0.jpg,500,301
119,0008_top_20250618_t0.jpg,261,41
120,0008_top_20250618_t0.jpg,211,439
75,0008_top_20250623_t0.jpg,238,113
137,0008_top_20250623_t0.jpg,120,231
138,0008_top_20250623_t0.jpg,182,2
139,0008_top_20250623_t0.jpg,570,6
75,0008_top_20250623_t1,384.000,16.000
137,0008_top_20250623_t1,227.500,78.167
289,0008_top_20250623_t1,280.833,600.833
290,0008_top_20250623_t1,316.833,364.833
292,0008_top_20250623_t1,182.167,308.833
243,0008_top_20250624_t1.jpg,251,6
364,0008_top_20250624_t1.jpg,254,119
365,0008_top_20250624_t1.jpg,264,271
366,0008_top_20250624_t1.jpg,265,443
26,0008_top_20250630_t0,216.000,137.000
28,0008_top_20250630_t0,368.833,87.500
218,0008_top_20250630_t0,243.500,234.167
330',0008_top_20250630_t0,355.500,294.167
395,0008_top_20250630_t0,306.167,98.167
65,0008_top_20250704_t1.JPG,471,43
111,0008_top_20250704_t1.JPG,573,243
112,0008_top_20250704_t1.JPG,570,539
113,0008_top_20250704_t1.JPG,378,234
115,0008_top_20250704_t1.JPG,175,115
38,0008_top_20250707_t0,397.000,252.000
39,0008_top_20250707_t0,68.000,397.000
40,0008_top_20250707_t0,42.000,148.000
236,0008_top_20250707_t0,300.000,221.000
237,0008_top_20250707_t0,231.000,387.000
238,0008_top_20250707_t0,117.000,430.000
38,0008_top_20250707_t1,478.000,252.000
39,0008_top_20250707_t1,146.167,391.500
40,0008_top_20250707_t1,119.500,147.500
236,0008_top_20250707_t1,378.167,215.500
237,0008_top_20250707_t1,308.833,382.167
238,0008_top_20250707_t1,194.167,426.167
31,0008_top_20250708_t0.JPG,524,413
34,0008_top_20250708_t0.JPG,383,160
229,0008_top_20250708_t0.JPG,111,290
332,0008_top_20250708_t0.JPG,638,391
31,0008_top_20250708_t1.JPG,529,355
34,0008_top_20250708_t1.JPG,434,78
225,0008_top_20250708_t1.JPG,5,636
229,0008_top_20250708_t1.JPG,158,132
53,0008_top_20250709_t0,545.000,202.000
55,0008_top_20250709_t0,115.500,528.833
240,0008_top_20250709_t0,203.500,459.500
241,0008_top_20250709_t0,119.500,392.833
242,0008_top_20250709_t0,530.167,128.833
243,0008_top_20250709_t0,550.167,392.833
53,0008_top_20250709_t1,542.000,197.000
55,0008_top_20250709_t1,114.167,524.833
240,0008_top_20250709_t1,200.833,463.500
241,0008_top_20250709_t1,119.500,391.500
242,0008_top_20250709_t1,528.833,128.833
243,0008_top_20250709_t1,554.167,398.167
52,0008_top_20250711_t0,45.000,513.000
248,0008_top_20250711_t0,219.000,432.000
358,0008_top_20250711_t0,348.000,422.000
360,0008_top_20250711_t0,158.000,314.000
362,0008_top_20250711_t0,410.000,235.000
52,0008_top_20250711_t1.JPG,46,516
56,0008_top_20250711_t1.JPG,493,525
248,0008_top_20250711_t1.JPG,219,437
360,0008_top_20250711_t1.JPG,164,313
75,0009_top_20250623_t0,363.000,571.000
76,0009_top_20250623_t0,31.000,458.000
138,0009_top_20250623_t0,334.000,356.000
140,0009_top_20250623_t0,329.000,46.000
76,0009_top_20250623_t1,351.000,157.000
137,0009_top_20250623_t1,67.000,5.000
138,0009_top_20250623_t1,59.000,467.000
141,0009_top_20250623_t1,399.000,534.000
68,0009_top_20250624_t0.jpg,380.5,322.5
124,0009_top_20250624_t0.jpg,298.5,92.5
125,0009_top_20250624_t0.jpg,425,415
126,0009_top_20250624_t0.jpg,356.5,-0.5
130,0009_top_20250624_t0.jpg,360.5,78.5
80,0009_top_20250626_t0,345.000,529.000
81,0009_top_20250626_t0,310.167,127.500
82,0009_top_20250626_t0,363.500,200.833
153,0009_top_20250626_t0,218.167,268.833
154,0009_top_20250626_t0,248.833,64.833
80,0009_top_20250626_t1,339.000,433.000
84,0009_top_20250626_t1,190.000,83.000
152,0009_top_20250626_t1,278.000,145.000
157,0009_top_20250626_t1,413.000,2.000
27,0009_top_20250630_t0.jpg,289,387
29,0009_top_20250630_t0.jpg,503,634
218,0009_top_20250630_t0.jpg,314,4
221,0009_top_20250630_t0.jpg,418,391
58,0009_top_20250703_t0,397.000,227.000
99,0009_top_20250703_t0,304.000,356.000
100,0009_top_20250703_t0,165.000,351.000
