LM,Label,X,Y
157,noisy_0001_top_20250630_t0,72.500,216.500
147,noisy_0001_top_20250702_t0,597.000,458.000
148,noisy_0001_top_20250702_t0,355.000,451.000
293,noisy_0001_top_20250702_t0,476.000,488.000
391,noisy_0001_top_20250702_t0,571.000,126.000
392,noisy_0001_top_20250702_t0,451.000,86.000
77,noisy_0001_top_20250702_t1.jpg,284,37
147,noisy_0001_top_20250702_t1.jpg,595,454
148,noisy_0001_top_20250702_t1.jpg,358,447
149,noisy_0001_top_20250702_t1.jpg,91,578
053,noisy_0001_top_20250703_t0,173.000,561.000
055,noisy_0001_top_20250703_t0,613.000,304.000
240,noisy_0001_top_20250703_t0,530.000,346.000
241,noisy_0001_top_20250703_t0,617.000,437.000
243,noisy_0001_top_20250703_t0,186.000,321.000
51,noisy_0001_top_20250703_t1.JPG,512.5,91.5
55,noisy_0001_top_20250703_t1.JPG,518.5,477.5
239,noisy_0001_top_20250703_t1.JPG,498.5,242.5
240,noisy_0001_top_20250703_t1.JPG,436.5,541.5
243,noisy_0001_top_20250703_t1.JPG,86,575
244,noisy_0001_top_20250703_t1.JPG,593.5,36.5
41,noisy_0001_top_20250705_t0.png,95,352
44,noisy_0001_top_20250705_t0.png,403,61
45,noisy_0001_top_20250705_t0.png,307,600
262,noisy_0001_top_20250705_t0.png,83,302
41,noisy_0001_top_20250705_t1.JPG,163.5,368.5
42,noisy_0001_top_20250705_t1.JPG,240.5,109.5
43,noisy_0001_top_20250705_t1.JPG,471,562
44,noisy_0001_top_20250705_t1.JPG,372.5,151.5
45,noisy_0001_top_20250705_t1.JPG,294.5,519.5
46,noisy_0001_top_20250705_t1.JPG,133.5,524.5
257,noisy_0001_top_20250705_t1.JPG,354.5,221.5
258,noisy_0001_top_20250705_t1.JPG,325.5,92.5
259,noisy_0001_top_20250705_t1.JPG,238.5,62.5
261,noisy_0001_top_20250705_t1.JPG,158.5,274.5
262,noisy_0001_top_20250705_t1.JPG,156.5,322.5
263,noisy_0001_top_20250705_t1.JPG,278.5,572.5
21,noisy_0001_top_20250707_t1,219.000,240.000
23,noisy_0001_top_20250707_t1,438.500,349.500
24,noisy_0001_top_20250707_t1,375.500,78.500
252,noisy_0001_top_20250707_t1,216.500,321.500
240,noisy_0001_top_20250708_t0,620.000,492.000
364,noisy_0001_top_20250708_t0,83.500,599.500
365,noisy_0001_top_20250708_t0,248.500,571.500
366,noisy_0001_top_20250708_t0,396.500,542.500
243,noisy_0001_top_20250708_t1.jpg,142,532
364,noisy_0001_top_20250708_t1.jpg,296,544
365,noisy_0001_top_20250708_t1.jpg,427,556
366,noisy_0001_top_20250708_t1.jpg,569,576
74,noisy_0001_top_20250711_t0.jpg,40.5,638.5
75,noisy_0001_top_20250711_t0.jpg,606.5,266.5
137,noisy_0001_top_20250711_t0.jpg,542.5,105.5
143,noisy_0001_top_20250711_t0.jpg,199,321
74,noisy_0001_top_20250711_t1.jpg,40.5,638.5
75,noisy_0001_top_20250711_t1.jpg,606.5,266.5
137,noisy_0001_top_20250711_t1.jpg,542.5,105.5
143,noisy_0001_top_20250711_t1.jpg,199,321
40,noisy_0002_top_20250618_t0.jpg,330,543
338,noisy_0002_top_20250618_t0.jpg,386,310
339,noisy_0002_top_20250618_t0.jpg,320,352
340,noisy_0002_top_20250618_t0.jpg,423,235
001,noisy_0002_top_20250623_t0,181.000,288.000
006,noisy_0002_top_20250623_t0,546.000,57.000
200,noisy_0002_top_20250623_t0,380.000,78.000
201,noisy_0002_top_20250623_t0,308.000,308.000
52,noisy_0002_top_20250703_t1.JPG,327,454
246,noisy_0002_top_20250703_t1.JPG,399,505
247,noisy_0002_top_20250703_t1.JPG,409,248
248,noisy_0002_top_20250703_t1.JPG,244,483
58,noisy_0002_top_20250704_t0.JPG,108,126
60,noisy_0002_top_20250704_t0.JPG,420,602
99,noisy_0002_top_20250704_t0.JPG,193,286
100,noisy_0002_top_20250704_t0.JPG,185,591
58,noisy_0002_top_20250702_t0.jpg,443,306
99,noisy_0002_top_20250704_t1.JPG,128.5,583.5
100,noisy_0002_top_20250704_t1.JPG,338.5,299.5
109,noisy_0002_top_20250704_t1.JPG,138.5,284.5
110,noisy_0002_top_20250704_t1.JPG,20.5,570.5
111,noisy_0002_top_20250704_t1.JPG,247,80
112,noisy_0002_top_20250704_t1.JPG,32.5,265.5
041,noisy_0002_top_20250705_t0,165.000,273.000
045,noisy_0002_top_20250705_t0,385.000,522.000
046,noisy_0002_top_20250705_t0,126.000,540.000
260,noisy_0002_top_20250705_t0,248.000,28.000
261,noisy_0002_top_20250705_t0,152.000,134.000
262,noisy_0002_top_20250705_t0,149.000,213.000
263,noisy_0002_top_20250705_t0,373.000,610.000
20,noisy_0002_top_20250707_t0,279.000,6.000
21,noisy_0002_top_20250707_t0,242.500,592.500
24,noisy_0002_top_20250707_t0,396.500,427.500
253,noisy_0002_top_20250707_t0,457.500,323.500
254,noisy_0002_top_20250707_t0,349.500,226.500
255,noisy_0002_top_20250707_t0,339.500,37.500
9,noisy_0002_top_20250711_t0.JPG,157,155
11,noisy_0002_top_20250711_t0.JPG,359,364
211,noisy_0002_top_20250711_t0.JPG,413,298
212,noisy_0002_top_20250711_t0.JPG,187,308
21,noisy_0003_top_20250623_t0.jpg,313.5,382.5
23,noisy_0003_top_20250623_t0.jpg,225.5,263.5
85,noisy_0003_top_20250623_t0.jpg,324,150
86,noisy_0003_top_20250623_t0.jpg,323.5,64.5
252,noisy_0003_top_20250623_t0.jpg,318.5,344.5
253,noisy_0003_top_20250623_t0.jpg,177.5,416.5
254,noisy_0003_top_20250623_t0.jpg,215.5,499.5
255,noisy_0003_top_20250623_t0.jpg,193.5,584.5
267,noisy_0003_top_20250623_t0.jpg,269.5,352.5
91,noisy_0003_top_20250624_t0,424.000,488.000
126,noisy_0003_top_20250624_t0,312.180,177.278
129,noisy_0003_top_20250624_t0,306.951,557.931
280,noisy_0003_top_20250624_t0,199.239,137.539
283,noisy_0003_top_20250624_t0,172.049,541.199
77,noisy_0003_top_20250703_t0.JPG,525.5,416.5
78,noisy_0003_top_20250703_t0.JPG,420.5,450.5
145,noisy_0003_top_20250703_t0.JPG,341.5,449.5
147,noisy_0003_top_20250703_t0.JPG,630,466
148,noisy_0003_top_20250703_t0.JPG,562.5,510.5
150,noisy_0003_top_20250703_t0.JPG,445.5,412.5
151,noisy_0003_top_20250703_t0.JPG,188.5,391.5
20,noisy_0003_top_20250707_t0.png,402,463
25,noisy_0003_top_20250707_t0.png,228,369
254,noisy_0003_top_20250707_t0.png,546,639
255,noisy_0003_top_20250707_t0.png,469,451
254,noisy_0003_top_20250707_t1.png,355.5,598.5
255,noisy_0003_top_20250707_t1.png,341.5,399.5
264,noisy_0003_top_20250707_t1.png,219,29
265,noisy_0003_top_20250707_t1.png,114.5,90.5
266,noisy_0003_top_20250707_t1.png,113.5,207.5
78,noisy_0003_top_20250708_t0,383.000,553.000
89,noisy_0003_top_20250708_t0,247.343,284.990
145,noisy_0003_top_20250708_t0,358.193,264.075
150\,noisy_0003_top_20250708_t0,433.487,634.271
11,noisy_0003_top_20250711_t1,392.000,381.000
211,noisy_0003_top_20250711_t1,550.000,230.000
212,noisy_0003_top_20250711_t1,33.000,224.000
315,noisy_0003_top_20250711_t1,390.000,209.000
378,noisy_0003_top_20250711_t1,576.000,353.000
379,noisy_0003_top_20250711_t1,492.000,360.000
380,noisy_0003_top_20250711_t1,221.000,214.000
389,noisy_0003_top_20250711_t1,29.000,370.000
67,noisy_0004_top_20250624_t0,425.000,70.000
127,noisy_0004_top_20250624_t0,526.559,557.931
281,noisy_0004_top_20250624_t0,206.559,153.225
284,noisy_0004_top_20250624_t0,424.075,169.958
285,noisy_0004_top_20250624_t0,426.167,431.395
399,noisy_0004_top_20250624_t0,172.049,320.546
38,noisy_0004_top_20250626_t0,238.000,375.000
236,noisy_0004_top_20250626_t0,212.833,603.944
333,noisy_0004_top_20250626_t0,354.010,103.029
334,noisy_0004_top_20250626_t0,355.056,404.206
335,noisy_0004_top_20250626_t0,240.023,71.657
341,noisy_0004_top_20250626_t0,351.918,626.951
73,noisy_0004_top_20250703_t0.JPG,178,434
143,noisy_0004_top_20250703_t0.JPG,326,380
288,noisy_0004_top_20250703_t0.JPG,404,371
291,noisy_0004_top_20250703_t0.JPG,194,392
73,noisy_0004_top_20250703_t1,172.000,433.000
143,noisy_0004_top_20250703_t1,325.000,377.000
287,noisy_0004_top_20250703_t1,209.000,421.000
288,noisy_0004_top_20250703_t1,403.000,373.000
289,noisy_0004_top_20250703_t1,482.000,369.000
291,noisy_0004_top_20250703_t1,189.000,396.000
292,noisy_0004_top_20250703_t1,558.000,210.000
9,noisy_0004_top_20250705_t0.JPG,430,176
11,noisy_0004_top_20250705_t0.JPG,259,522
12,noisy_0004_top_20250705_t0.JPG,216,96
212,noisy_0004_top_20250705_t0.JPG,327,209
20,noisy_0004_top_20250707_t0.png,293.5,444.5
254,noisy_0004_top_20250707_t0.png,351.5,638.5
255,noisy_0004_top_20250707_t0.png,351.5,483.5
264,noisy_0004_top_20250707_t0.png,231,81
265,noisy_0004_top_20250707_t0.png,110.5,151.5
266,noisy_0004_top_20250707_t0.png,137.5,296.5
79,noisy_0004_top_20250709_t1.JPG,377,437
156,noisy_0004_top_20250709_t1.JPG,150,428
297,noisy_0004_top_20250709_t1.JPG,601,368
298,noisy_0004_top_20250709_t1.JPG,521,251
9,noisy_0005_top_20250623_t0.jpg,350,279
212,noisy_0005_top_20250623_t0.jpg,252,374
322,noisy_0005_top_20250623_t0.jpg,332,219
389,noisy_0005_top_20250623_t0.jpg,206,389
10,noisy_0005_top_20250703_t0.JPG,544.5,107.5
13,noisy_0005_top_20250703_t0.JPG,224.5,133.5
213,noisy_0005_top_20250703_t0.JPG,439,135
215,noisy_0005_top_20250703_t0.JPG,310.5,86.5
065,noisy_0005_top_20250704_t1,278.000,50.000
109,noisy_0005_top_20250704_t1,478.000,272.000
110,noisy_0005_top_20250704_t1,468.000,564.000
111,noisy_0005_top_20250704_t1,377.000,256.000
112,noisy_0005_top_20250704_t1,366.000,548.000
113,noisy_0005_top_20250704_t1,184.000,236.000
114,noisy_0005_top_20250704_t1,174.000,532.000
48,noisy_0005_top_20250705_t1.JPG,415.5,479.5
49,noisy_0005_top_20250705_t1.JPG,390.5,370.5
50,noisy_0005_top_20250705_t1.JPG,257.5,552.5
51,noisy_0005_top_20250705_t1.JPG,404.5,194.5
53,noisy_0005_top_20250705_t1.JPG,513.5,19.5
55,noisy_0005_top_20250705_t1.JPG,406.5,78.5
56,noisy_0005_top_20250705_t1.JPG,455.5,252.5
62,noisy_0005_top_20250705_t1.JPG,481.5,400.5
239,noisy_0005_top_20250705_t1.JPG,414.5,145.5
240,noisy_0005_top_20250705_t1.JPG,417.5,57.5
242,noisy_0005_top_20250705_t1.JPG,506.5,10.5
243,noisy_0005_top_20250705_t1.JPG,515,57
244,noisy_0005_top_20250705_t1.JPG,385.5,209.5
246,noisy_0005_top_20250705_t1.JPG,476.5,462.5
247,noisy_0005_top_20250705_t1.JPG,528.5,459.5
249,noisy_0005_top_20250705_t1.JPG,429.5,543.5
26,noisy_0005_top_20250707_t0,208.000,214.000
28,noisy_0005_top_20250707_t0,427.500,106.500
218,noisy_0005_top_20250707_t0,249.500,354.500
330,noisy_0005_top_20250707_t0,414.500,435.500
395,noisy_0005_top_20250707_t0,330.500,135.500
26,noisy_0005_top_20250707_t1,269.000,232.000
28,noisy_0005_top_20250707_t1,420.000,143.000
220,noisy_0005_top_20250707_t1,93.000,35.000
395,noisy_0005_top_20250707_t1,364.000,179.000
61,noisy_0005_top_20250709_t1.png,491.5,312.5
63,noisy_0005_top_20250709_t1.png,298.5,514.5
64,noisy_0005_top_20250709_t1.png,199,387
119,noisy_0005_top_20250709_t1.png,300.5,332.5
120,noisy_0005_top_20250709_t1.png,243.5,223.5
127,noisy_0006_top_20250703_t0.png,470,383
128,noisy_0006_top_20250703_t0.png,196,534
234,noisy_0006_top_20250703_t0.png,376,62
235,noisy_0006_top_20250703_t0.png,396,291
67,noisy_0006_top_20250703_t1.png,415.5,4.5
127,noisy_0006_top_20250703_t1.png,458.5,385.5
128,noisy_0006_top_20250703_t1.png,227.5,477.5
131,noisy_0006_top_20250703_t1.png,455,626
18,noisy_0006_top_20250705_t1,524.000,519.000
19,noisy_0006_top_20250705_t1,337.278,349.827
20,noisy_0006_top_20250705_t1,95.709,65.382
24,noisy_0006_top_20250705_t1,66.428,240.023
87,noisy_0006_top_20250705_t1,244.206,396.886
88,noisy_0006_top_20250705_t1,292.310,562.114
253,noisy_0006_top_20250705_t1,108.258,228.520
254,noisy_0006_top_20250705_t1,86.297,158.454
255,noisy_0006_top_20250705_t1,107.212,96.755
256,noisy_0006_top_20250705_t1,335.186,222.245
268,noisy_0006_top_20250705_t1,228.520,116.624
269,noisy_0006_top_20250705_t1,314.271,255.709
35,noisy_0006_top_20250707_t0.JPG,177.5,278.5
36,noisy_0006_top_20250707_t0.JPG,304,196
232,noisy_0006_top_20250707_t0.JPG,351.5,442.5
233,noisy_0006_top_20250707_t0.JPG,22.5,583.5
234,noisy_0006_top_20250707_t0.JPG,31.5,454.5
37,noisy_0006_top_20250707_t1.JPG,119.5,552.5
230,noisy_0006_top_20250707_t1.JPG,10.5,429.5
231,noisy_0006_top_20250707_t1.JPG,29.5,271.5
233,noisy_0006_top_20250707_t1.JPG,309,555
234,noisy_0006_top_20250707_t1.JPG,301.5,428.5
235,noisy_0006_top_20250707_t1.JPG,324.5,265.5
243,noisy_0006_top_20250708_t0.jpg,140,563
364,noisy_0006_top_20250708_t0.jpg,296,572
365,noisy_0006_top_20250708_t0.jpg,451,579
366,noisy_0006_top_20250708_t0.jpg,609,589
243,noisy_0006_top_20250708_t1.jpg,63,552
364,noisy_0006_top_20250708_t1.jpg,223,556
365,noisy_0006_top_20250708_t1.jpg,368,568
366,noisy_0006_top_20250708_t1.jpg,522,578
77,noisy_0006_top_20250711_t0,357.000,505.000
78,noisy_0006_top_20250711_t0,632.500,519.500
146,noisy_0006_top_20250711_t0,557.500,109.500
147,noisy_0006_top_20250711_t0,90.500,267.500
148,noisy_0006_top_20250711_t0,273.500,217.500
149,noisy_0006_top_20250711_t0,361.500,4.500
150,noisy_0006_top_20250711_t0,555.500,579.500
77,noisy_0006_top_20250711_t1.JPG,354,499
147,noisy_0006_top_20250711_t1.JPG,95,270
148,noisy_0006_top_20250711_t1.JPG,272,227
150,noisy_0006_top_20250711_t1.JPG,563,574
91,noisy_0007_top_20250703_t0,404.000,275.000
92,noisy_0007_top_20250703_t0,332.049,526.559
126,noisy_0007_top_20250703_t0,327.866,54.925
129,noisy_0007_top_20250703_t0,328.912,326.820
91,noisy_0007_top_20250703_t1.png,414,285
126,noisy_0007_top_20250703_t1.png,327,16
129,noisy_0007_top_20250703_t1.png,315,338
283,noisy_0007_top_20250703_t1.png,206,293
65,noisy_0007_top_20250704_t1,563.000,47.000
113,noisy_0007_top_20250704_t1,473.500,236.500
114,noisy_0007_top_20250704_t1,465.500,534.500
115,noisy_0007_top_20250704_t1,260.500,112.500
116,noisy_0007_top_20250704_t1,81.500,218.500
117,noisy_0007_top_20250704_t1,78.500,520.500
118,noisy_0007_top_20250704_t1,271.500,528.500
010,noisy_0007_top_20250705_t0,400.000,466.000
210,noisy_0007_top_20250705_t0,234.000,390.000
213,noisy_0007_top_20250705_t0,404.000,529.000
214,noisy_0007_top_20250705_t0,257.000,486.000
215,noisy_0007_top_20250705_t0,361.000,621.000
10,noisy_0007_top_20250705_t1.JPG,406.5,469.5
210,noisy_0007_top_20250705_t1.JPG,231.5,388.5
213,noisy_0007_top_20250705_t1.JPG,401.5,523.5
214,noisy_0007_top_20250705_t1.JPG,270.5,498.5
215,noisy_0007_top_20250705_t1.JPG,362,623
37,noisy_0007_top_20250707_t0.JPG,344,569
230,noisy_0007_top_20250707_t0.JPG,270,449
231,noisy_0007_top_20250707_t0.JPG,277,284
233,noisy_0007_top_20250707_t0.JPG,514,554
37,noisy_0007_top_20250707_t1.JPG,469,519
38,noisy_0007_top_20250707_t1.JPG,179,247
230,noisy_0007_top_20250707_t1.JPG,402,396
231,noisy_0007_top_20250707_t1.JPG,413,240
137,noisy_0007_top_20250708_t1,527.000,146.000
289,noisy_0007_top_20250708_t1,73.000,451.000
290,noisy_0007_top_20250708_t1,298.000,483.000
292,noisy_0007_top_20250708_t1,323.000,110.000
63,noisy_0008_top_20250618_t0.jpg,529.5,0.5
64,noisy_0008_top_20250618_t0.jpg,497.5,294.5
119,noisy_0008_top_20250618_t0.jpg,251.5,48.5
120,noisy_0008_top_20250618_t0.jpg,212,432
65,noisy_0008_top_20250704_t1,469.000,46.000
111,noisy_0008_top_20250704_t1,571.500,235.500
112,noisy_0008_top_20250704_t1,568.500,537.500
113,noisy_0008_top_20250704_t1,375.500,229.500
114,noisy_0008_top_20250704_t1,373.500,532.500
115,noisy_0008_top_20250704_t1,171.500,117.500
118,noisy_0008_top_20250704_t1,184.500,525.500
38,noisy_0008_top_20250707_t1.JPG,477,252
39,noisy_0008_top_20250707_t1.JPG,145,395
40,noisy_0008_top_20250707_t1.JPG,122,154
238,noisy_0008_top_20250707_t1.JPG,197,429
31,noisy_0008_top_20250708_t1,527.000,350.000
34,noisy_0008_top_20250708_t1,423.500,49.500
229,noisy_0008_top_20250708_t1,152.500,135.500
331,noisy_0008_top_20250708_t1,193.500,457.500
53,noisy_0008_top_20250709_t1.png,534.5,204.5
55,noisy_0008_top_20250709_t1.png,113.5,528.5
240,noisy_0008_top_20250709_t1.png,212.5,457.5
241,noisy_0008_top_20250709_t1.png,126.5,379.5
242,noisy_0008_top_20250709_t1.png,535.5,155.5
243,noisy_0008_top_20250709_t1.png,561,403
52,noisy_0008_top_20250711_t0.JPG,49,514
56,noisy_0008_top_20250711_t0.JPG,493,518
248,noisy_0008_top_20250711_t0.JPG,221,432
360,noisy_0008_top_20250711_t0.JPG,165,312
052,noisy_0008_top_20250711_t1,45.000,514.000
056,noisy_0008_top_20250711_t1,489.000,516.000
245,noisy_0008_top_20250711_t1,638.000,161.000
248,noisy_0008_top_20250711_t1,220.000,434.000
68,noisy_0009_top_20250624_t0,383.000,318.000
124,noisy_0009_top_20250624_t0,300.676,91.526
125,noisy_0009_top_20250624_t0,423.029,414.663
130,noisy_0009_top_20250624_t0,365.513,73.748
58,noisy_0009_top_20250703_t0.png,403,223
99,noisy_0009_top_20250703_t0.png,302.5,349.5
100,noisy_0009_top_20250703_t0.png,156.5,346.5
109,noisy_0009_top_20250703_t0.png,309.5,65.5
110,noisy_0009_top_20250703_t0.png,167.5,60.5
58,noisy_0009_top_20250703_t1.png,421,68
60,noisy_0009_top_20250703_t1.png,208.5,485.5
99,noisy_0009_top_20250703_t1.png,334.5,183.5
100,noisy_0009_top_20250703_t1.png,216.5,177.5
101,noisy_0009_top_20250703_t1.png,400.5,488.5
102,noisy_0009_top_20250703_t1.png,336.5,493.5
057,noisy_0009_top_20250704_t0,545.000,321.000
058,noisy_0009_top_20250704_t0,116.000,192.000
060,noisy_0009_top_20250704_t0,344.000,561.000
099,noisy_0009_top_20250704_t0,172.000,332.000
100,noisy_0009_top_20250704_t0,162.000,558.000
101,noisy_0009_top_20250704_t0,341.000,230.000
102,noisy_0009_top_20250704_t0,345.000,337.000
104,noisy_0009_top_20250704_t0,505.000,234.000
058,noisy_0009_top_20250704_t1,166.000,117.000
060,noisy_0009_top_20250704_t1,425.000,501.000
099,noisy_0009_top_20250704_t1,236.000,273.000
101,noisy_0009_top_20250704_t1,420.000,150.000
102,noisy_0009_top_20250704_t1,425.000,269.000
104,noisy_0009_top_20250704_t1,600.000,150.000
041,noisy_0009_top_20250705_t0,92.000,305.000
045,noisy_0009_top_20250705_t0,294.000,580.000
257,noisy_0009_top_20250705_t0,378.000,46.000
260,noisy_0009_top_20250705_t0,172.000,25.000
261,noisy_0009_top_20250705_t0,85.000,144.000
262,noisy_0009_top_20250705_t0,80.000,232.000
79,noisy_0009_top_20250707_t0,178.000,345.000
80,noisy_0009_top_20250707_t0,479.500,323.683
82,noisy_0009_top_20250707_t0,629.042,409.435
84,noisy_0009_top_20250707_t0,299.631,596.624
152,noisy_0009_top_20250707_t0,324.729,440.807
153,noisy_0009_top_20250707_t0,620.677,183.552
156,noisy_0009_top_20250707_t0,161.592,475.317
157,noisy_0009_top_20250707_t0,233.748,222.245
079,noisy_0009_top_20250707_t1,152.000,374.000
080,noisy_0009_top_20250707_t1,425.000,285.000
081,noisy_0009_top_20250707_t1,600.000,272.000
082,noisy_0009_top_20250707_t1,565.000,340.000
084,noisy_0009_top_20250707_t1,280.000,581.000
152,noisy_0009_top_20250707_t1,292.000,432.000
156,noisy_0009_top_20250707_t1,145.000,492.000
157,noisy_0009_top_20250707_t1,197.000,246.000
21,noisy_0009_top_20250709_t0,174.000,578.000
22,noisy_0009_top_20250709_t0,504.598,449.173
23,noisy_0009_top_20250709_t0,189.827,127.082
24,noisy_0009_top_20250709_t0,41.330,307.997
252,noisy_0009_top_20250709_t0,223.291,554.794
91,noisy_0010_top_20250624_t0.jpg,309,138
124,noisy_0010_top_20250624_t0.jpg,383.5,635.5
126,noisy_0010_top_20250624_t0.jpg,376.5,362.5
129,noisy_0010_top_20250624_t0.jpg,377.5,160.5
130,noisy_0010_top_20250624_t0.jpg,304.5,632.5
065,noisy_0010_top_20250703_t0,437.000,601.000
113,noisy_0010_top_20250703_t0,345.000,450.000
114,noisy_0010_top_20250703_t0,197.000,440.000
115,noisy_0010_top_20250703_t0,405.000,144.000
65,noisy_0010_top_20250704_t0.png,472,221
111,noisy_0010_top_20250704_t0.png,551,351
112,noisy_0010_top_20250704_t0.png,563,577
113,noisy_0010_top_20250704_t0.png,409,350
061,noisy_0010_top_20250704_t1,72.000,74.000
065,noisy_0010_top_20250704_t1,494.000,162.000
066,noisy_0010_top_20250704_t1,21.000,549.000
111,noisy_0010_top_20250704_t1,578.000,313.000
112,noisy_0010_top_20250704_t1,577.000,548.000
115,noisy_0010_top_20250704_t1,260.000,225.000
41,noisy_0010_top_20250705_t0.JPG,285.5,152.5
42,noisy_0010_top_20250705_t0.JPG,450.5,156.5
43,noisy_0010_top_20250705_t0.JPG,321,614
44,noisy_0010_top_20250705_t0.JPG,531.5,269.5
45,noisy_0010_top_20250705_t0.JPG,242.5,282.5
46,noisy_0010_top_20250705_t0.JPG,188.5,133.5
47,noisy_0010_top_20250705_t0.JPG,113.5,259.5
257,noisy_0010_top_20250705_t0.JPG,474.5,258.5
258,noisy_0010_top_20250705_t0.JPG,513.5,210.5
259,noisy_0010_top_20250705_t0.JPG,465.5,148.5
261,noisy_0010_top_20250705_t0.JPG,329.5,137.5
262,noisy_0010_top_20250705_t0.JPG,301.5,138.5
263,noisy_0010_top_20250705_t0.JPG,199.5,288.5
030,noisy_0010_top_20250708_t0,420.000,312.000
031,noisy_0010_top_20250708_t0,37.000,342.000
032,noisy_0010_top_20250708_t0,334.000,92.000
223,noisy_0010_top_20250708_t0,420.000,313.000
227,noisy_0010_top_20250708_t0,618.000,298.000
30,noisy_0010_top_20250708_t1,368.000,288.000
31,noisy_0010_top_20250708_t1,71.500,276.500
32,noisy_0010_top_20250708_t1,309.500,136.500
33,noisy_0010_top_20250708_t1,535.500,340.500
223,noisy_0010_top_20250708_t1,294.500,288.500
227,noisy_0010_top_20250708_t1,527.500,293.500
228,noisy_0010_top_20250708_t1,560.500,419.500
030,noisy_0010_top_20250709_t1,478.000,357.000
031,noisy_0010_top_20250709_t1,48.000,357.000
032,noisy_0010_top_20250709_t1,384.000,86.000
223,noisy_0010_top_20250709_t1,362.000,360.000
9,noisy_0010_top_20250711_t0-1,621.000,507.000
320,noisy_0010_top_20250711_t0-1,246.297,381.199
321,noisy_0010_top_20250711_t0-1,447.082,369.696
322,noisy_0010_top_20250711_t0-1,590.350,370.742
22,noisy_0011_top_20250702_t0,485.000,387.000
250,noisy_0011_top_20250702_t0,222.500,50.500
251,noisy_0011_top_20250702_t0,125.500,63.500
304,noisy_0011_top_20250702_t0,251.500,146.500
61,noisy_0011_top_20250703_t0.png,613,513
63,noisy_0011_top_20250703_t0.png,352,74
273,noisy_0011_top_20250703_t0.png,334,287
397,noisy_0011_top_20250703_t0.png,426,606
61,noisy_0011_top_20250703_t1.png,466,404
62,noisy_0011_top_20250703_t1.png,234,535
63,noisy_0011_top_20250703_t1.png,243,64
116,noisy_0011_top_20250703_t1.png,504,613
61,noisy_0011_top_20250704_t0.JPG,569,625
62,noisy_0011_top_20250704_t0.JPG,219.5,637.5
62,noisy_0011_top_20250704_t0.JPG,254.5,142.5
119,noisy_0011_top_20250704_t0.JPG,418.5,63.5
61,noisy_0011_top_20250704_t1.png,429,593
63,noisy_0011_top_20250704_t1.png,183,227
119,noisy_0011_top_20250704_t1.png,322,139
273,noisy_0011_top_20250704_t1.png,171,416
57,noisy_0011_top_20250708_t1,609.000,265.000
58,noisy_0011_top_20250708_t1,86.500,164.500
59,noisy_0011_top_20250708_t1,518.500,43.500
60,noisy_0011_top_20250708_t1,385.500,569.500
99,noisy_0011_top_20250708_t1,167.500,317.500
100,noisy_0011_top_20250708_t1,167.500,597.500
101,noisy_0011_top_20250708_t1,363.500,185.500
102,noisy_0011_top_20250708_t1,373.500,298.500
103,noisy_0011_top_20250708_t1,539.500,282.500
104,noisy_0011_top_20250708_t1,556.500,164.500
105,noisy_0011_top_20250708_t1,381.500,439.500
106,noisy_0011_top_20250708_t1,98.500,598.500
9,noisy_0011_top_20250711_t1.jpg,210,509
322,noisy_0011_top_20250711_t1.jpg,163,399
323,noisy_0011_top_20250711_t1.jpg,342,272
324,noisy_0011_top_20250711_t1.jpg,466,314
71,noisy_0012_top_20250624_t0,419.000,171.000
128,noisy_0012_top_20250624_t0,634.500,548.500
131,noisy_0012_top_20250624_t0,447.500,351.500
132,noisy_0012_top_20250624_t0,55.500,177.500
22,noisy_0012_top_20250702_t0.JPG,482,371
250,noisy_0012_top_20250702_t0.JPG,245,66
251,noisy_0012_top_20250702_t0.JPG,24,97
304,noisy_0012_top_20250702_t0.JPG,290,142
061,noisy_0012_top_20250704_t0,341.000,612.000
063,noisy_0012_top_20250704_t0,126.000,237.000
064,noisy_0012_top_20250704_t0,181.000,13.000
119,noisy_0012_top_20250704_t0,248.000,178.000
120,noisy_0012_top_20250704_t0,302.000,33.000
11,noisy_0012_top_20250707_t0,427.000,504.000
211,noisy_0012_top_20250707_t0,321.000,96.000
315,noisy_0012_top_20250707_t0,293.000,490.000
316,noisy_0012_top_20250707_t0,149.000,567.000
378,noisy_0012_top_20250707_t0,413.000,53.000
379,noisy_0012_top_20250707_t0,416.000,249.000
317,noisy_0012_top_20250707_t1,315.000,114.000
318,noisy_0012_top_20250707_t1,185.000,465.000
319,noisy_0012_top_20250707_t1,471.000,485.000
389,noisy_0012_top_20250707_t1,473.000,637.000
39,noisy_0012_top_20250709_t0,394.000,146.000
40,noisy_0012_top_20250709_t0,407.500,481.500
236,noisy_0012_top_20250709_t0,52.500,253.500
237,noisy_0012_top_20250709_t0,184.500,81.500
238,noisy_0012_top_20250709_t0,340.500,99.500
39,noisy_0012_top_20250709_t1.JPG,373,228
40,noisy_0012_top_20250709_t1.JPG,467,613
237,noisy_0012_top_20250709_t1.JPG,100,224
238,noisy_0012_top_20250709_t1.JPG,290,197
78,noisy_0012_top_20250711_t0,103.000,289.000
89,noisy_0012_top_20250711_t0,200.500,174.500
90,noisy_0012_top_20250711_t0,515.500,369.500
145,noisy_0012_top_20250711_t0,195.500,290.500
150,noisy_0012_top_20250711_t0,59.500,320.500
151,noisy_0012_top_20250711_t0,355.500,361.500
