vehicle_id,t0_image_csv,t1_image_csv,note,iou,reid_similarity,final_score,saved_filename
132,0002_top_20250711_t0.JPG_detect.csv,0002_top_20250711_t1.JPG_detect.csv,hungarian,1.0,1.0000001192092896,1.0,ID_132_HUNGARIAN_S1.00_I1.00_R1.00.jpg
133,0002_top_20250711_t0.JPG_detect.csv,0002_top_20250711_t1.JPG_detect.csv,hungarian,1.0,1.0,1.0,ID_133_HUNGARIAN_S1.00_I1.00_R1.00.jpg
134,0002_top_20250711_t0.JPG_detect.csv,0002_top_20250711_t1.JPG_detect.csv,hungarian,1.0,1.0000001192092896,1.0,ID_134_HUNGARIAN_S1.00_I1.00_R1.00.jpg
135,0002_top_20250711_t0.JPG_detect.csv,0002_top_20250711_t1.JPG_detect.csv,hungarian,1.0,1.0,1.0,ID_135_HUNGARIAN_S1.00_I1.00_R1.00.jpg
136,0002_top_20250711_t0.JPG_detect.csv,0002_top_20250711_t1.JPG_detect.csv,hungarian,1.0,1.0,1.0,ID_136_HUNGARIAN_S1.00_I1.00_R1.00.jpg
137,0002_top_20250711_t0.JPG_detect.csv,0002_top_20250711_t1.JPG_detect.csv,hungarian,1.0,1.0000001192092896,1.0,ID_137_HUNGARIAN_S1.00_I1.00_R1.00.jpg
138,0002_top_20250711_t0.JPG_detect.csv,0002_top_20250711_t1.JPG_detect.csv,hungarian,1.0,1.0,1.0,ID_138_HUNGARIAN_S1.00_I1.00_R1.00.jpg
139,0002_top_20250711_t0.JPG_detect.csv,0002_top_20250711_t1.JPG_detect.csv,hungarian,1.0,1.0,1.0,ID_139_HUNGARIAN_S1.00_I1.00_R1.00.jpg
140,0003_top_20250626_t0.jpg_detect.csv,0003_top_20250626_t1.jpg_detect.csv,hungarian,0.3940413262854397,0.6907737851142883,0.3940413262854397,ID_140_HUNGARIAN_S0.39_I0.39_R0.69.jpg
141,0003_top_20250626_t0.jpg_detect.csv,0003_top_20250626_t1.jpg_detect.csv,hungarian,0.40260832982751366,0.9019011855125427,0.40260832982751366,ID_141_HUNGARIAN_S0.40_I0.40_R0.90.jpg
